Province,Region,District,Tehsil,admin_unit,Gender,Age Group,Population Reporting,% of Total Population
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,15 - 64,134614,57.7%
Punjab,Urban,Okara,Depalpur,TEHSIL,Tgend,15 - 64,100,97.1%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,18 - 60,114601,50.2%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,18 - 60,115949,49.7%
Punjab,Urban,Okara,Depalpur,TEHSIL,Tgend,18 - 60,97,94.2%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,18 &  ABOVE,126312,55.3%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,18 &  ABOVE,130002,55.8%
Punjab,Urban,Okara,Depalpur,TEHSIL,Tgend,18 &  ABOVE,101,98.1%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,60 &  ABOVE,12888,5.6%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,60 &  ABOVE,15448,6.6%
Punjab,Urban,Okara,Depalpur,TEHSIL,Tgend,60 &  ABOVE,5,4.9%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,65 &  ABOVE,8101,3.5%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,65 &  ABOVE,9819,4.2%
Punjab,Urban,Okara,Depalpur,TEHSIL,Tgend,65 &  ABOVE,3,2.9%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,UNDER 1,5233,2.3%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,UNDER 1,5060,2.2%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,UNDER 10,60168,26.4%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,UNDER 10,60726,26.1%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,UNDER 15,87886,38.5%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,UNDER 15,88677,38%
Punjab,Urban,Okara,Depalpur,TEHSIL,Female,UNDER 5,31375,13.7%
Punjab,Urban,Okara,Depalpur,TEHSIL,Male,UNDER 5,31594,13.6%
Punjab,Urban,Okara,Okara,TEHSIL,Female,05 - 24,128167,41.7%
Punjab,Urban,Okara,Okara,TEHSIL,Male,05 - 24,128597,40.4%
Punjab,Urban,Okara,Okara,TEHSIL,Tgend,05 - 24,38,29%
Punjab,Urban,Okara,Okara,TEHSIL,Female,15 - 49,156077,50.8%
Punjab,Urban,Okara,Okara,TEHSIL,Male,15 - 49,160384,50.3%
Punjab,Urban,Okara,Okara,TEHSIL,Tgend,15 - 49,118,90.1%
Punjab,Urban,Okara,Okara,TEHSIL,Female,15 - 64,180934,58.9%
Punjab,Urban,Okara,Okara,TEHSIL,Male,15 - 64,189658,59.5%
Punjab,Urban,Okara,Okara,TEHSIL,Tgend,15 - 64,128,97.7%
Punjab,Urban,Okara,Okara,TEHSIL,Female,18 - 60,158028,51.4%
Punjab,Urban,Okara,Okara,TEHSIL,Male,18 - 60,165105,51.8%
Punjab,Urban,Okara,Okara,TEHSIL,Tgend,18 - 60,120,91.6%
Punjab,Urban,Okara,Okara,TEHSIL,Female,18 &  ABOVE,172210,56%
Punjab,Urban,Okara,Okara,TEHSIL,Male,18 &  ABOVE,183406,57.6%
Punjab,Urban,Okara,Okara,TEHSIL,Tgend,18 &  ABOVE,121,92.4%
Punjab,Urban,Okara,Okara,TEHSIL,Female,60 &  ABOVE,15912,5.2%
Punjab,Urban,Okara,Okara,TEHSIL,Male,60 &  ABOVE,20251,6.4%
Punjab,Urban,Okara,Okara,TEHSIL,Tgend,60 &  ABOVE,1,0.8%
Punjab,Urban,Okara,Okara,TEHSIL,Female,65 &  ABOVE,9526,3.1%
Punjab,Urban,Okara,Okara,TEHSIL,Male,65 &  ABOVE,12465,3.9%
Punjab,Urban,Okara,Okara,TEHSIL,Tgend,65 &  ABOVE,1,0.8%
Punjab,Urban,Okara,Okara,TEHSIL,Female,UNDER 1,6549,2.1%
Punjab,Urban,Okara,Okara,TEHSIL,Male,UNDER 1,6534,2.1%
Punjab,Urban,Okara,Okara,TEHSIL,Female,UNDER 10,75368,24.5%
Punjab,Urban,Okara,Okara,TEHSIL,Male,UNDER 10,74913,23.5%
Punjab,Urban,Okara,Okara,TEHSIL,Female,UNDER 15,110736,36%
Punjab,Urban,Okara,Okara,TEHSIL,Male,UNDER 15,110786,34.8%
Punjab,Urban,Okara,Okara,TEHSIL,Tgend,UNDER 15,2,1.5%
Punjab,Urban,Okara,Okara,TEHSIL,Female,UNDER 5,39341,12.8%
Punjab,Urban,Okara,Okara,TEHSIL,Male,UNDER 5,39116,12.3%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,05 - 24,20067,40.8%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,05 - 24,20948,41.2%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Tgend,05 - 24,4,20%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,15 - 49,24595,50%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,15 - 49,24230,47.7%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Tgend,15 - 49,14,70%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,15 - 64,28902,58.7%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,15 - 64,29094,57.2%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Tgend,15 - 64,17,85%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,18 - 60,25176,51.2%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,18 - 60,25036,49.3%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Tgend,18 - 60,15,75%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,18 &  ABOVE,27575,56%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,18 &  ABOVE,28042,55.2%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Tgend,18 &  ABOVE,20,100%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,60 &  ABOVE,2635,5.4%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,60 &  ABOVE,3289,6.5%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Tgend,60 &  ABOVE,5,25%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,65 &  ABOVE,1533,3.1%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,65 &  ABOVE,1936,3.8%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Tgend,65 &  ABOVE,3,15%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,UNDER 1,1272,2.6%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,UNDER 1,1363,2.7%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,UNDER 10,13157,26.7%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,UNDER 10,13721,27%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,UNDER 15,18632,37.9%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,UNDER 15,19653,38.7%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Female,UNDER 5,7509,15.3%
Punjab,Urban,Okara,Renala Khurd,TEHSIL,Male,UNDER 5,7739,15.2%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,05 - 24,44213,43.2%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,05 - 24,45862,42.8%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Tgend,05 - 24,19,30.6%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,15 - 49,50901,49.7%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,15 - 49,52791,49.3%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Tgend,15 - 49,57,91.9%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,15 - 64,59685,58.3%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,15 - 64,62840,58.6%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Tgend,15 - 64,62,100%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,18 - 60,51616,50.4%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,18 - 60,53977,50.4%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Tgend,18 - 60,59,95.2%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,18 &  ABOVE,56767,55.5%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,18 &  ABOVE,59713,55.7%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Tgend,18 &  ABOVE,59,95.2%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,60 &  ABOVE,5635,5.5%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,60 &  ABOVE,6322,5.9%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,65 &  ABOVE,3447,3.4%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,65 &  ABOVE,3792,3.5%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,UNDER 1,2504,2.4%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,UNDER 1,2597,2.4%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,UNDER 10,26776,26.2%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,UNDER 10,27060,25.2%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,UNDER 15,39191,38.3%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,UNDER 15,40541,37.8%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Female,UNDER 5,14048,13.7%
Punjab,Urban,Pakpattan,Arif Wala,TEHSIL,Male,UNDER 5,14484,13.5%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,05 - 24,54362,41.6%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,05 - 24,53607,40.5%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Tgend,05 - 24,11,22%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,15 - 49,64194,49.1%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,15 - 49,63081,47.7%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Tgend,15 - 49,43,86%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,15 - 64,75062,57.4%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,15 - 64,75506,57.1%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Tgend,15 - 64,49,98%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,18 - 60,65177,49.9%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,18 - 60,65059,49.2%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Tgend,18 - 60,45,90%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,18 &  ABOVE,71623,54.8%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,18 &  ABOVE,72693,55%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Tgend,18 &  ABOVE,45,90%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,60 &  ABOVE,6994,5.4%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,60 &  ABOVE,8340,6.3%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,65 &  ABOVE,4452,3.4%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,65 &  ABOVE,5211,3.9%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,UNDER 1,3731,2.9%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,UNDER 1,3823,2.9%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,UNDER 10,36013,27.6%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,UNDER 10,36388,27.5%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,UNDER 15,51143,39.1%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,UNDER 15,51538,39%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Tgend,UNDER 15,1,2%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Female,UNDER 5,20358,15.6%
Punjab,Urban,Pakpattan,Pakpattan,TEHSIL,Male,UNDER 5,20914,15.8%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,05 - 24,21847,44.2%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,05 - 24,23556,44.3%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Tgend,05 - 24,16,22.5%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,15 - 49,24332,49.3%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,15 - 49,25164,47.3%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Tgend,15 - 49,65,91.5%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,15 - 64,28106,56.9%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,15 - 64,29556,55.6%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Tgend,15 - 64,68,95.8%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,18 - 60,24262,49.1%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,18 - 60,25345,47.6%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Tgend,18 - 60,67,94.4%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,18 &  ABOVE,26553,53.7%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,18 &  ABOVE,28019,52.7%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Tgend,18 &  ABOVE,70,98.6%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,60 &  ABOVE,2544,5.1%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,60 &  ABOVE,2941,5.5%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Tgend,60 &  ABOVE,3,4.2%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,65 &  ABOVE,1568,3.2%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,65 &  ABOVE,1838,3.5%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Tgend,65 &  ABOVE,2,2.8%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,UNDER 1,986,2%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,UNDER 1,1098,2.1%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,UNDER 10,13760,27.9%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,UNDER 10,14975,28.2%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,UNDER 15,19689,39.9%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,UNDER 15,21764,40.9%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Tgend,UNDER 15,1,1.4%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Female,UNDER 5,7096,14.4%
Punjab,Urban,Rahim Yar Khan,Liaquat Pur,TEHSIL,Male,UNDER 5,7908,14.9%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,05 - 24,122621,43%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,05 - 24,135068,44.1%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Tgend,05 - 24,33,25.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,15 - 49,144980,50.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,15 - 49,149922,49%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Tgend,15 - 49,117,90%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,15 - 64,168928,59.2%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,15 - 64,176834,57.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Tgend,15 - 64,124,95.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,18 - 60,147373,51.7%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,18 - 60,151683,49.6%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Tgend,18 - 60,122,93.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,18 &  ABOVE,160637,56.3%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,18 &  ABOVE,167601,54.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Tgend,18 &  ABOVE,127,97.7%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,60 &  ABOVE,14753,5.2%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,60 &  ABOVE,17472,5.7%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Tgend,60 &  ABOVE,5,3.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,65 &  ABOVE,8743,3.1%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,65 &  ABOVE,10489,3.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Tgend,65 &  ABOVE,5,3.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,UNDER 1,6590,2.3%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,UNDER 1,7319,2.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,UNDER 10,73772,25.9%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,UNDER 10,79861,26.1%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,UNDER 15,106779,37.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,UNDER 15,118013,38.6%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Tgend,UNDER 15,1,0.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Female,UNDER 5,39184,13.7%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan,TEHSIL,Male,UNDER 5,42350,13.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,05 - 24,66178,42.6%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,05 - 24,73058,43.3%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Tgend,05 - 24,29,27.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,15 - 49,75206,48.5%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,15 - 49,78458,46.5%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Tgend,15 - 49,95,89.6%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,15 - 64,87864,56.6%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,15 - 64,92883,55%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Tgend,15 - 64,102,96.2%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,18 - 60,76454,49.3%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,18 - 60,79688,47.2%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Tgend,18 - 60,99,93.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,18 &  ABOVE,84443,54.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,18 &  ABOVE,88707,52.5%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Tgend,18 &  ABOVE,101,95.3%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,60 &  ABOVE,8729,5.6%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,60 &  ABOVE,9810,5.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Tgend,60 &  ABOVE,6,5.7%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,65 &  ABOVE,5612,3.6%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,65 &  ABOVE,6177,3.7%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Tgend,65 &  ABOVE,1,0.9%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,UNDER 1,3669,2.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,UNDER 1,4401,2.6%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,UNDER 10,43950,28.3%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,UNDER 10,49631,29.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,UNDER 15,61631,39.7%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,UNDER 15,69734,41.3%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Tgend,UNDER 15,3,2.8%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Female,UNDER 5,23860,15.4%
Punjab,Urban,Rahim Yar Khan,Rahim Yar Khan - Khanpur,TEHSIL,Male,UNDER 5,27500,16.3%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,05 - 24,68755,43.5%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,05 - 24,72585,43.7%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Tgend,05 - 24,8,16.7%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,15 - 49,81364,51.5%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,15 - 49,83108,50.1%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Tgend,15 - 49,39,81.3%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,15 - 64,94672,59.9%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,15 - 64,97893,59%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Tgend,15 - 64,46,95.8%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,18 - 60,82521,52.2%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,18 - 60,84857,51.1%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Tgend,18 - 60,45,93.8%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,18 &  ABOVE,90325,57.2%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,18 &  ABOVE,93577,56.4%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Tgend,18 &  ABOVE,47,97.9%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,60 &  ABOVE,8601,5.4%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,60 &  ABOVE,9590,5.8%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Tgend,60 &  ABOVE,4,8.3%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,65 &  ABOVE,5250,3.3%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,65 &  ABOVE,5882,3.5%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Tgend,65 &  ABOVE,1,2.1%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,UNDER 1,2967,1.9%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,UNDER 1,3194,1.9%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,UNDER 10,39837,25.2%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,UNDER 10,41967,25.3%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,UNDER 15,57876,36.6%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,UNDER 15,61950,37.3%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Tgend,UNDER 15,1,2.1%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Female,UNDER 5,19877,12.6%
Punjab,Urban,Rahim Yar Khan,Sadiqabad,TEHSIL,Male,UNDER 5,21058,12.7%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Female,05 - 24,69417,45.8%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Male,05 - 24,68104,44.5%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Tgend,05 - 24,21,27.3%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Female,15 - 49,70467,46.5%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Male,15 - 49,69813,45.6%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Tgend,15 - 49,70,90.9%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Female,15 - 64,80665,53.2%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Male,15 - 64,81316,53.1%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Tgend,15 - 64,73,94.8%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Female,18 - 60,69264,45.7%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Male,18 - 60,69832,45.6%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Tgend,18 - 60,70,90.9%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Female,18 &  ABOVE,75691,49.9%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Male,18 &  ABOVE,76836,50.2%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Tgend,18 &  ABOVE,71,92.2%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Female,60 &  ABOVE,7048,4.7%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Male,60 &  ABOVE,7708,5%
Punjab,Urban,Rajanpur,Jampur,TEHSIL,Tgend,60 &  ABOVE,1,1.3%
