Province,Region,District,Tehsil,admin_unit,Gender,Age Group,Population Reporting,% of Total Population
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,05 - 24,1056,40.5%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,05 - 24,1176,39.5%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,15 - 49,1254,48.1%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,15 - 49,1380,46.4%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,15 - 64,1455,55.8%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,15 - 64,1636,55%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,18 - 60,1282,49.1%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,18 - 60,1455,48.9%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,18 &  ABOVE,1407,53.9%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,18 &  ABOVE,1557,52.4%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,60 &  ABOVE,139,5.3%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,60 &  ABOVE,113,3.8%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,65 &  ABOVE,83,3.2%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,65 &  ABOVE,72,2.4%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,UNDER 1,45,1.7%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,UNDER 1,69,2.3%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,UNDER 10,773,29.6%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,UNDER 10,933,31.4%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,UNDER 15,1071,41.1%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,UNDER 15,1266,42.6%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Female,UNDER 5,469,18%
Khyber Pakhtunkhwa,Urban,Kurram,Upper Kurram,TEHSIL,Male,UNDER 5,606,20.4%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,05 - 24,14977,43%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,05 - 24,15080,42%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Tgend,05 - 24,1,100%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,15 - 49,16817,48.3%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,15 - 49,17240,48%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Tgend,15 - 49,1,100%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,15 - 64,19509,56%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,15 - 64,20263,56.4%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Tgend,15 - 64,1,100%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,18 - 60,16657,47.8%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,18 - 60,17452,48.6%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,18 &  ABOVE,18187,52.2%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,18 &  ABOVE,19548,54.4%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,60 &  ABOVE,1712,4.9%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,60 &  ABOVE,2288,6.4%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,65 &  ABOVE,1018,2.9%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,65 &  ABOVE,1463,4.1%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,UNDER 1,712,2%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,UNDER 1,691,1.9%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,UNDER 10,9680,27.8%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,UNDER 10,9674,26.9%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,UNDER 15,13766,39.5%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,UNDER 15,13706,38.1%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Female,UNDER 5,5343,15.3%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Lakki Marwat,TEHSIL,Male,UNDER 5,5318,14.8%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,05 - 24,7386,46%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,05 - 24,7466,45.9%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,15 - 49,7568,47.2%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,15 - 49,7508,46.1%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,15 - 64,8615,53.7%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,15 - 64,8739,53.7%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,18 - 60,7309,45.5%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,18 - 60,7299,44.8%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,18 &  ABOVE,7858,49%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,18 &  ABOVE,7980,49%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,60 &  ABOVE,639,4%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,60 &  ABOVE,794,4.9%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,65 &  ABOVE,363,2.3%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,65 &  ABOVE,439,2.7%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,UNDER 1,336,2.1%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,UNDER 1,320,2%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,UNDER 10,4946,30.8%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,UNDER 10,4960,30.5%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,UNDER 15,7006,43.7%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,UNDER 15,7050,43.3%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Female,UNDER 5,2693,16.8%
Khyber Pakhtunkhwa,Urban,Lakki Marwat,Sarai Naurang,TEHSIL,Male,UNDER 5,2716,16.7%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,05 - 24,10957,39.3%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,05 - 24,11156,38.1%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,15 - 49,13778,49.4%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,15 - 49,14510,49.6%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,15 - 64,16127,57.9%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,15 - 64,17385,59.4%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,18 - 60,14154,50.8%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,18 - 60,15109,51.6%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,18 &  ABOVE,15867,56.9%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,18 &  ABOVE,17268,59%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,60 &  ABOVE,1834,6.6%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,60 &  ABOVE,2317,7.9%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,65 &  ABOVE,1277,4.6%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,65 &  ABOVE,1561,5.3%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,UNDER 1,485,1.7%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,UNDER 1,479,1.6%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,UNDER 10,6887,24.7%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,UNDER 10,6797,23.2%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,UNDER 15,9622,34.5%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,UNDER 15,9552,32.6%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Female,UNDER 5,3662,13.1%
Khyber Pakhtunkhwa,Urban,Lower Chitral,Chitral,SUB-DIVISION,Male,UNDER 5,3635,12.4%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,05 - 24,11377,48.5%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,05 - 24,11716,48%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Tgend,05 - 24,1,100%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,15 - 49,11496,49%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,15 - 49,11256,46.1%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Tgend,15 - 49,1,100%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,15 - 64,12944,55.2%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,15 - 64,12966,53.1%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Tgend,15 - 64,1,100%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,18 - 60,11154,47.6%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,18 - 60,10939,44.8%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,18 &  ABOVE,12005,51.2%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,18 &  ABOVE,12142,49.7%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,60 &  ABOVE,946,4%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,60 &  ABOVE,1322,5.4%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,65 &  ABOVE,601,2.6%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,65 &  ABOVE,826,3.4%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,UNDER 1,473,2%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,UNDER 1,491,2%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,UNDER 10,6977,29.8%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,UNDER 10,7394,30.3%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,UNDER 15,9895,42.2%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,UNDER 15,10627,43.5%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Female,UNDER 5,3436,14.7%
Khyber Pakhtunkhwa,Urban,Lower Dir,Temergara,SUB-DIVISION,Male,UNDER 5,3646,14.9%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,05 - 24,16271,46.3%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,05 - 24,17371,45.3%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,05 - 24,4,66.7%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,15 - 49,17272,49.1%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,15 - 49,17896,46.7%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,15 - 49,4,66.7%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,15 - 64,19539,55.6%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,15 - 64,21181,55.2%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,15 - 64,4,66.7%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,18 - 60,16982,48.3%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,18 - 60,18031,47%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,18 - 60,3,50%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,18 &  ABOVE,18315,52.1%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,18 &  ABOVE,20072,52.3%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,18 &  ABOVE,3,50%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,60 &  ABOVE,1499,4.3%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,60 &  ABOVE,2261,5.9%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,65 &  ABOVE,941,2.7%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,65 &  ABOVE,1431,3.7%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,UNDER 1,599,1.7%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,UNDER 1,659,1.7%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,UNDER 10,10170,28.9%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,UNDER 10,10710,27.9%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,UNDER 15,14690,41.8%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,UNDER 15,15737,41%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Tgend,UNDER 15,2,33.3%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Female,UNDER 5,5238,14.9%
Khyber Pakhtunkhwa,Urban,Malakand,Swat Rani Zai,SUB-DIVISION,Male,UNDER 5,5607,14.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,05 - 24,3611,42.7%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,05 - 24,3861,42.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,15 - 49,4245,50.3%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,15 - 49,4302,47.2%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Tgend,15 - 49,1,50%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,15 - 64,5027,59.5%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,15 - 64,5217,57.3%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Tgend,15 - 64,1,50%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,18 - 60,4339,51.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,18 - 60,4427,48.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Tgend,18 - 60,1,50%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,18 &  ABOVE,4888,57.9%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,18 &  ABOVE,5149,56.5%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Tgend,18 &  ABOVE,2,100%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,60 &  ABOVE,580,6.9%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,60 &  ABOVE,766,8.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Tgend,60 &  ABOVE,1,50%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,65 &  ABOVE,386,4.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,65 &  ABOVE,507,5.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Tgend,65 &  ABOVE,1,50%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,UNDER 1,117,1.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,UNDER 1,138,1.5%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,UNDER 10,2027,24%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,UNDER 10,2304,25.3%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,UNDER 15,3005,35.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,UNDER 15,3357,36.9%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Female,UNDER 5,982,11.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Baffa Pakhal,TEHSIL,Male,UNDER 5,1106,12.1%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,05 - 24,28347,42.5%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,05 - 24,30882,43.8%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Tgend,05 - 24,6,9.7%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,15 - 49,35253,52.8%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,15 - 49,35062,49.8%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Tgend,15 - 49,54,87.1%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,15 - 64,41473,62.1%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,15 - 64,42031,59.7%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Tgend,15 - 64,61,98.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,18 - 60,36224,54.3%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,18 - 60,35884,50.9%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Tgend,18 - 60,61,98.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,18 &  ABOVE,39576,59.3%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,18 &  ABOVE,40591,57.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Tgend,18 &  ABOVE,62,100%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,60 &  ABOVE,3749,5.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,60 &  ABOVE,5239,7.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Tgend,60 &  ABOVE,2,3.2%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,65 &  ABOVE,2257,3.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,65 &  ABOVE,3277,4.7%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Tgend,65 &  ABOVE,1,1.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,UNDER 1,907,1.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,UNDER 1,911,1.3%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,UNDER 10,15062,22.6%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,UNDER 10,16111,22.9%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,UNDER 15,22801,34.2%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,UNDER 15,24931,35.4%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Female,UNDER 5,7400,11.1%
Khyber Pakhtunkhwa,Urban,Mansehra,Mansehra,TEHSIL,Male,UNDER 5,7874,11.2%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,05 - 24,78258,44.2%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,05 - 24,84666,44.3%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Tgend,05 - 24,10,29.4%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,15 - 49,91110,51.5%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,15 - 49,93206,48.8%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Tgend,15 - 49,31,91.2%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,15 - 64,104352,58.9%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,15 - 64,109566,57.3%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Tgend,15 - 64,33,97.1%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,18 - 60,90772,51.3%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,18 - 60,94100,49.2%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Tgend,18 - 60,33,97.1%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,18 &  ABOVE,97773,55.2%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,18 &  ABOVE,104262,54.5%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Tgend,18 &  ABOVE,33,97.1%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,60 &  ABOVE,7886,4.5%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,60 &  ABOVE,11280,5.9%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,65 &  ABOVE,4701,2.7%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,65 &  ABOVE,7068,3.7%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,UNDER 1,3058,1.7%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,UNDER 1,3220,1.7%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,UNDER 10,46670,26.4%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,UNDER 10,50809,26.6%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,UNDER 15,67966,38.4%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,UNDER 15,74504,39%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Tgend,UNDER 15,1,2.9%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Female,UNDER 5,24769,14%
Khyber Pakhtunkhwa,Urban,Mardan,Mardan,TEHSIL,Male,UNDER 5,26908,14.1%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,05 - 24,19132,45.7%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,05 - 24,19630,45.4%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,15 - 49,20483,49%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,15 - 49,20242,46.8%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,15 - 64,23498,56.2%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,15 - 64,23836,55.2%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,18 - 60,20332,48.6%
