DISTRICT,PROVINCE,hci,fci,lap,soi,archetype_tercile,archetype_median,cluster,literacy_rate_calc,urdu_pct,dependency_ratio,electrification,flush_toilet
BAJAUR,KPK,0.278411046609044,0.564043426070171,0.262536477642163,0.341619603938798,Anchor,Anchor,4,0.262612614266534,0.000289919905729269,1.10529657784071,0.259753768595314,0.582424779442925
BUNER,KPK,0.622075856126467,0.398059334784816,0.43733224545176,0.478146715167352,Other,Coiled Spring,2,0.437502655092822,0.000389505387174256,0.897009898588448,0.803606792230228,0.73412547929044
LOWER CHITRAL,KPK,0.810829751924065,0.291931215700505,0.65607499752884,0.555731155538382,Other,Vanguard,3,0.660970475101362,0.00740649961977664,0.760776827952527,0.865885982445468,0.878660815155992
LOWER DIR,KPK,0.798100773296032,0.29139579236438,0.573309319567854,0.572126145529864,Other,Vanguard,3,0.573604712321042,0.000514976161880846,0.969559763454991,0.930012423830089,0.895063006566882
MALAKAND,KPK,0.823959311015288,0.239089121661063,0.616300811122591,0.546124211726087,Vanguard,Vanguard,3,0.616645975139173,0.000559744213856214,0.843334531884055,0.968263229547906,0.864734171396241
SHANGLA,KPK,0.437063189705208,0.424380227457364,0.337243412055122,0.414238527136255,Other,Anchor,4,0.33738657049513,0.000424315762769323,1.04263915161938,0.745196750039828,0.676533375816473
SWAT,KPK,0.678296529386653,0.301489216261973,0.480898708354457,0.493189987767306,Other,Vanguard,2,0.48129649241312,0.000826484433054016,0.88409430305564,0.945591954083292,0.880169039799377
UPPER CHITRAL,KPK,0.844164058093601,0.268471109546813,0.737732393044282,0.675101384887815,Other,Vanguard,3,0.73829984749022,0.000768596184688539,0.618827608517133,0.866944813199317,0.946444149440546
UPPER DIR,KPK,0.682540084124653,0.427820524725692,0.467548968713531,0.550755744186736,Other,Coiled Spring,2,0.467703657769754,0.000330741600271984,1.1277077550892,0.808146533276268,0.808133158570512
MARDAN,KPK,0.728727581834368,0.232178977142798,0.557077860341027,0.50695299547689,Vanguard,Vanguard,2,0.557863761121447,0.00140876829647403,0.812203896841544,0.957279242826031,0.925080888791321
SWABI,KPK,0.743127244158678,0.284016461577629,0.584216659034026,0.516728745363382,Other,Vanguard,2,0.584776924721626,0.000958084465911556,0.789436415049507,0.947124483826566,0.879495010323469
CHARSADDA,KPK,0.703658809224065,0.221869854036723,0.539083637366353,0.477977978535695,Vanguard,Vanguard,2,0.539374907622864,0.00054001447304178,0.845337023063495,0.895746663938712,0.932433866042268
