"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","SEX_AGE_GROUP_IN_YEARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TRANSGENDER_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TRANSGENDER_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TRANSGENDER_URBAN","AGE_GROUP_IN_YEARS"
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","UNDER 15",74114,38655,35458,1,59654,31170,28483,1,14460,7485,6975,NA,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","05 - 24",78360,40911,37448,1,62610,32719,29890,1,15750,8192,7558,NA,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","15 - 49",73272,37741,35530,1,58027,29957,28070,NA,15245,7784,7460,1,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","15 - 64",83879,43396,40482,1,66524,34489,32035,NA,17355,8907,8447,1,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","18 - 60",72252,37210,35041,1,57360,29621,27739,NA,14892,7589,7302,1,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","18 &  ABOVE",78276,40226,38049,1,62202,32089,30113,NA,16074,8137,7936,1,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","60 &  ABOVE",6668,3383,3285,NA,5351,2757,2594,NA,1317,626,691,NA,NA
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","65 &  ABOVE",4324,2121,2203,NA,3492,1759,1733,NA,832,362,470,NA,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","ALL AGES",350639,181697,168933,9,275996,142822,133169,5,74643,38875,35764,4,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","UNDER 1",6360,3302,3058,NA,5061,2608,2453,NA,1299,694,605,NA,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","UNDER 5",56298,28787,27511,NA,45952,23414,22538,NA,10346,5373,4973,NA,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","UNDER 10",113582,58764,54818,NA,93284,48132,45152,NA,20298,10632,9666,NA,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","UNDER 15",155776,81172,74604,NA,126948,66060,60888,NA,28828,15112,13716,NA,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","05 - 24",166825,87685,79135,5,133085,69914,63166,5,33740,17771,15969,NA,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","15 - 49",162363,83619,78736,8,124206,63856,60345,5,38157,19763,18391,3,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","15 - 64",185616,96023,89584,9,141812,73243,68564,5,43804,22780,21020,4,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","18 - 60",160754,82580,78168,6,122887,63015,59869,3,37867,19565,18299,3,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","18 &  ABOVE",173648,88922,84719,7,132851,67897,64951,3,40797,21025,19768,4,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","60 &  ABOVE",14263,7109,7153,1,11032,5483,5549,NA,3231,1626,1604,1,NA
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","65 &  ABOVE",9247,4502,4745,NA,7236,3519,3717,NA,2011,983,1028,NA,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","ALL AGES",371721,193441,178265,15,320740,167023,153708,9,50981,26418,24557,6,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","UNDER 1",6185,3210,2975,NA,5239,2679,2560,NA,946,531,415,NA,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","UNDER 5",61354,31502,29852,NA,54102,27636,26466,NA,7252,3866,3386,NA,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","UNDER 10",124153,64536,59617,NA,109223,56694,52529,NA,14930,7842,7088,NA,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","UNDER 15",170889,89373,81515,1,149723,78277,71445,1,21166,11096,10070,NA,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","05 - 24",180525,95175,85344,6,156047,82518,73524,5,24478,12657,11820,1,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","15 - 49",166935,86567,80355,13,141953,73717,68229,7,24982,12850,12126,6,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","15 - 64",190524,98948,91563,13,162046,84221,77818,7,28478,14727,13745,6,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","18 - 60",163513,84377,79127,9,139069,71718,67348,3,24444,12659,11779,6,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","18 &  ABOVE",177807,91461,86336,10,151440,77920,73516,4,26367,13541,12820,6,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","60 &  ABOVE",15670,7816,7853,1,13578,6844,6733,1,2092,972,1120,NA,NA
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","65 &  ABOVE",10308,5120,5187,1,8971,4525,4445,1,1337,595,742,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","ALL AGES",778132,410459,367613,60,NA,NA,NA,NA,778132,410459,367613,60,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","UNDER 1",15820,8134,7686,NA,NA,NA,NA,NA,15820,8134,7686,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","UNDER 5",109426,57140,52286,NA,NA,NA,NA,NA,109426,57140,52286,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","UNDER 10",195002,100936,94066,NA,NA,NA,NA,NA,195002,100936,94066,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","UNDER 15",276110,143898,132210,2,NA,NA,NA,NA,276110,143898,132210,2,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","05 - 24",307233,160515,146689,29,NA,NA,NA,NA,307233,160515,146689,29,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","15 - 49",402332,211350,190933,49,NA,NA,NA,NA,402332,211350,190933,49,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","15 - 64",475487,252526,222906,55,NA,NA,NA,NA,475487,252526,222906,55,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","18 - 60",418035,221389,196599,47,NA,NA,NA,NA,418035,221389,196599,47,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","18 &  ABOVE",456965,242304,214610,51,NA,NA,NA,NA,456965,242304,214610,51,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","60 &  ABOVE",43732,23616,20110,6,NA,NA,NA,NA,43732,23616,20110,6,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","65 &  ABOVE",26535,14035,12497,3,NA,NA,NA,NA,26535,14035,12497,3,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","ALL AGES",511265,270150,241104,11,410161,216718,193436,7,101104,53432,47668,4,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","UNDER 1",10539,5587,4952,NA,8662,4645,4017,NA,1877,942,935,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","UNDER 5",82169,43727,38442,NA,67900,36223,31677,NA,14269,7504,6765,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","UNDER 10",154154,81770,72384,NA,127691,67982,59709,NA,26463,13788,12675,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","UNDER 15",212543,113538,99002,3,175219,93872,81346,1,37324,19666,17656,2,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","05 - 24",224673,119729,104935,9,181977,96984,84987,6,42696,22745,19948,3,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","15 - 49",247287,129279,118001,7,195012,101673,93334,5,52275,27606,24667,2,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","15 - 64",284774,149409,135357,8,223926,117154,106766,6,60848,32255,28591,2,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","18 - 60",247604,129050,118551,3,194703,101211,93490,2,52901,27839,25061,1,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","18 &  ABOVE",267651,139330,128318,3,210355,109202,101151,2,57296,30128,27167,1,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","60 &  ABOVE",22321,11549,10771,1,17497,9026,8470,1,4824,2523,2301,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","65 &  ABOVE",13948,7203,6745,NA,11016,5692,5324,NA,2932,1511,1421,NA,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","ALL AGES",800983,422431,378467,85,NA,NA,NA,NA,800983,422431,378467,85,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","UNDER 1",20199,10444,9755,NA,NA,NA,NA,NA,20199,10444,9755,NA,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","UNDER 5",142083,75970,66113,NA,NA,NA,NA,NA,142083,75970,66113,NA,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","UNDER 10",224490,118081,106409,NA,NA,NA,NA,NA,224490,118081,106409,NA,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","UNDER 15",301640,159759,141880,1,NA,NA,NA,NA,301640,159759,141880,1,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","05 - 24",298524,156168,142341,15,NA,NA,NA,NA,298524,156168,142341,15,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","15 - 49",402440,209525,192846,69,NA,NA,NA,NA,402440,209525,192846,69,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","15 - 64",474433,249550,224801,82,NA,NA,NA,NA,474433,249550,224801,82,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","18 - 60",418528,218391,200061,76,NA,NA,NA,NA,418528,218391,200061,76,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","18 &  ABOVE",455842,238368,217395,79,NA,NA,NA,NA,455842,238368,217395,79,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","60 &  ABOVE",41701,22435,19259,7,NA,NA,NA,NA,41701,22435,19259,7,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","65 &  ABOVE",24910,13122,11786,2,NA,NA,NA,NA,24910,13122,11786,2,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","ALL AGES",342160,186237,155908,15,NA,NA,NA,NA,342160,186237,155908,15,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","UNDER 1",5315,2832,2483,NA,NA,NA,NA,NA,5315,2832,2483,NA,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","UNDER 5",44770,24377,20393,NA,NA,NA,NA,NA,44770,24377,20393,NA,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","UNDER 10",85167,46051,39116,NA,NA,NA,NA,NA,85167,46051,39116,NA,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","UNDER 15",125834,69159,56675,NA,NA,NA,NA,NA,125834,69159,56675,NA,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","05 - 24",152093,84389,67698,6,NA,NA,NA,NA,152093,84389,67698,6,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","15 - 49",177085,95538,81535,12,NA,NA,NA,NA,177085,95538,81535,12,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","15 - 64",206217,111675,94527,15,NA,NA,NA,NA,206217,111675,94527,15,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","18 - 60",175677,93682,81982,13,NA,NA,NA,NA,175677,93682,81982,13,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","18 &  ABOVE",190922,101937,88972,13,NA,NA,NA,NA,190922,101937,88972,13,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","60 &  ABOVE",17032,9286,7746,NA,NA,NA,NA,NA,17032,9286,7746,NA,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","65 &  ABOVE",10109,5403,4706,NA,NA,NA,NA,NA,10109,5403,4706,NA,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","ALL AGES",193297,97102,96167,28,173290,86937,86350,3,20007,10165,9817,25,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","UNDER 1",4603,2244,2359,NA,3932,1891,2041,NA,671,353,318,NA,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","UNDER 5",40079,20240,19839,NA,35727,17940,17787,NA,4352,2300,2052,NA,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","UNDER 10",76295,38725,37570,NA,68731,34776,33955,NA,7564,3949,3615,NA,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","UNDER 15",103136,52167,50967,2,92883,46893,45990,NA,10253,5274,4977,2,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","05 - 24",96925,48970,47947,8,87240,44032,43207,1,9685,4938,4740,7,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","15 - 49",74770,37278,37470,22,66399,33063,33334,2,8371,4215,4136,20,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","15 - 64",86090,43021,43044,25,76660,38272,38386,2,9430,4749,4658,23,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","18 - 60",71141,35365,35754,22,63406,31493,31912,1,7735,3872,3842,21,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","18 &  ABOVE",77239,38276,38940,23,69016,34186,34828,2,8223,4090,4112,21,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","60 &  ABOVE",6724,3233,3490,1,6179,2989,3189,1,545,244,301,NA,NA
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","65 &  ABOVE",4071,1914,2156,1,3747,1772,1974,1,324,142,182,NA,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","ALL AGES",447647,226993,220600,54,228332,115765,112560,7,219315,111228,108040,47,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","UNDER 1",12047,6067,5980,NA,5889,2946,2943,NA,6158,3121,3037,NA,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","UNDER 5",92043,47454,44589,NA,48001,24389,23612,NA,44042,23065,20977,NA,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","UNDER 10",166804,85164,81640,NA,90987,46417,44570,NA,75817,38747,37070,NA,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","UNDER 15",225184,114493,110689,2,122457,62493,59963,1,102727,52000,50726,1,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","05 - 24",212107,106742,105338,27,113108,57639,55466,3,98999,49103,49872,24,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","15 - 49",186743,94391,92301,51,89374,45012,44356,6,97369,49379,47945,45,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","15 - 64",213475,108173,105250,52,101513,51118,50389,6,111962,57055,54861,46,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","18 - 60",177846,89882,87920,44,83629,41755,41869,5,94217,48127,46051,39,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","18 &  ABOVE",191413,96529,94840,44,90142,44961,45176,5,101271,51568,49664,39,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","60 &  ABOVE",15077,7444,7633,NA,7245,3594,3651,NA,7832,3850,3982,NA,NA
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","65 &  ABOVE",8988,4327,4661,NA,4362,2154,2208,NA,4626,2173,2453,NA,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","ALL AGES",533153,271692,261434,27,410558,209081,201459,18,122595,62611,59975,9,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","UNDER 1",13991,7176,6815,NA,10011,5056,4955,NA,3980,2120,1860,NA,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","UNDER 5",110657,55594,55063,NA,84739,41961,42778,NA,25918,13633,12285,NA,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","UNDER 10",203744,103084,100660,NA,157055,78796,78259,NA,46689,24288,22401,NA,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","UNDER 15",275441,140525,134914,2,212455,107926,104528,1,62986,32599,30386,1,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","05 - 24",259492,133182,126299,11,199900,102967,96926,7,59592,30215,29373,4,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","15 - 49",216665,109746,106897,22,166103,84468,81621,14,50562,25278,25276,8,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","15 - 64",246954,125522,121407,25,189559,96662,92880,17,57395,28860,28527,8,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","18 - 60",206947,104018,102906,23,159367,80272,79079,16,47580,23746,23827,7,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","18 &  ABOVE",222921,112324,110574,23,171907,86780,85111,16,51014,25544,25463,7,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","60 &  ABOVE",17848,9359,8489,NA,14067,7367,6700,NA,3781,1992,1789,NA,NA
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","65 &  ABOVE",10758,5645,5113,NA,8544,4493,4051,NA,2214,1152,1062,NA,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","ALL AGES",472003,244105,227856,42,107585,56585,50999,1,364418,187520,176857,41,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","UNDER 1",7961,3964,3997,NA,1271,640,631,NA,6690,3324,3366,NA,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","UNDER 5",67257,33972,33285,NA,16814,8507,8307,NA,50443,25465,24978,NA,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","UNDER 10",132215,66723,65492,NA,32059,16258,15801,NA,100156,50465,49691,NA,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","UNDER 15",187173,94779,92394,NA,44897,23028,21869,NA,142276,71751,70525,NA,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","05 - 24",212837,108598,104225,14,48942,25852,23090,NA,163895,82746,81135,14,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","15 - 49",236277,122868,113367,42,52042,27756,24285,1,184235,95112,89082,41,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","15 - 64",272607,142924,129641,42,59968,32123,27844,1,212639,110801,101797,41,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","18 - 60",236673,124037,112598,38,51859,27705,24153,1,184814,96332,88445,37,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","18 &  ABOVE",255048,133823,121187,38,55876,29861,26014,1,199172,103962,95173,37,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","60 &  ABOVE",20317,10896,9421,NA,4441,2405,2036,NA,15876,8491,7385,NA,NA
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","65 &  ABOVE",12223,6402,5821,NA,2720,1434,1286,NA,9503,4968,4535,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","ALL AGES",161794,84442,77350,2,140203,73515,66686,2,21591,10927,10664,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","UNDER 1",2388,1292,1096,NA,2132,1146,986,NA,256,146,110,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","UNDER 5",25621,13323,12298,NA,22611,11826,10785,NA,3010,1497,1513,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","UNDER 10",50801,26504,24297,NA,44804,23505,21299,NA,5997,2999,2998,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","UNDER 15",71358,37401,33957,NA,62943,33147,29796,NA,8415,4254,4161,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","05 - 24",74854,39240,35613,1,65305,34433,30871,1,9549,4807,4742,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","15 - 49",74313,38279,36033,1,63647,32879,30767,1,10666,5400,5266,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","15 - 64",85901,44668,41231,2,73405,38315,35088,2,12496,6353,6143,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","18 - 60",73973,38388,35583,2,63137,32832,30303,2,10836,5556,5280,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","18 &  ABOVE",80364,41711,38651,2,68529,35692,32835,2,11835,6019,5816,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","60 &  ABOVE",7087,3722,3365,NA,6005,3210,2795,NA,1082,512,570,NA,NA
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","65 &  ABOVE",4535,2373,2162,NA,3855,2053,1802,NA,680,320,360,NA,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","ALL AGES",321919,165793,156108,18,203644,104983,98658,3,118275,60810,57450,15,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","UNDER 1",5110,2640,2470,NA,3147,1612,1535,NA,1963,1028,935,NA,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","UNDER 5",51716,26170,25546,NA,34739,17568,17171,NA,16977,8602,8375,NA,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","UNDER 10",100769,51512,49257,NA,66961,34332,32629,NA,33808,17180,16628,NA,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","UNDER 15",140287,72203,68082,2,91914,47588,44324,2,48373,24615,23758,NA,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","05 - 24",149118,77021,72093,4,93966,48764,45200,2,55152,28257,26893,2,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","15 - 49",148084,75556,72516,12,90636,46117,44518,1,57448,29439,27998,11,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","15 - 64",172043,88610,83418,15,105541,54166,51374,1,66502,34444,32044,14,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","18 - 60",146519,75052,71454,13,89806,45806,43999,1,56713,29246,27455,12,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","18 &  ABOVE",160372,82349,78009,14,98706,50490,48215,1,61666,31859,29794,13,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","60 &  ABOVE",15262,8062,7198,2,9785,5159,4626,NA,5477,2903,2572,2,NA
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","65 &  ABOVE",9589,4980,4608,1,6189,3229,2960,NA,3400,1751,1648,1,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","ALL AGES",161500,83652,77843,5,144038,74529,69506,3,17462,9123,8337,2,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","UNDER 1",2718,1410,1308,NA,2567,1333,1234,NA,151,77,74,NA,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","UNDER 5",25017,12806,12211,NA,23011,11684,11327,NA,2006,1122,884,NA,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","UNDER 10",47774,24587,23187,NA,43999,22540,21459,NA,3775,2047,1728,NA,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","UNDER 15",66839,34400,32439,NA,61236,31389,29847,NA,5603,3011,2592,NA,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","05 - 24",69500,35678,33819,3,62577,32106,30468,3,6923,3572,3351,NA,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","15 - 49",77013,39531,37478,4,67148,34463,32682,3,9865,5068,4796,1,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","15 - 64",89041,46182,42854,5,77702,40332,37367,3,11339,5850,5487,2,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","18 - 60",77878,40305,37570,3,67848,35144,32703,1,10030,5161,4867,2,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","18 &  ABOVE",85471,44402,41066,3,74660,38850,35809,1,10811,5552,5257,2,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","60 &  ABOVE",8397,4568,3829,NA,7545,4135,3410,NA,852,433,419,NA,NA
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","65 &  ABOVE",5620,3070,2550,NA,5100,2808,2292,NA,520,262,258,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","ALL AGES",448990,234516,214459,15,336677,176244,160427,6,112313,58272,54032,9,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","UNDER 1",6651,3422,3229,NA,4968,2551,2417,NA,1683,871,812,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","UNDER 5",74513,37998,36515,NA,57617,29365,28252,NA,16896,8633,8263,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","UNDER 10",148789,77339,71450,NA,113886,59231,54655,NA,34903,18108,16795,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","UNDER 15",205133,107887,97244,2,156715,82631,74083,1,48418,25256,23161,1,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","05 - 24",218561,116294,102261,6,163590,87542,76045,3,54971,28752,26216,3,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","15 - 49",201941,104540,97390,11,148525,76972,71549,4,53416,27568,25841,7,NA
