"PROVINCE","DISTRICT","AGE_GROUP","MARITAL_STATUS","ALL_SEXES_OVERALL","FEMALE_OVERALL","MALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","FEMALE_RURAL","MALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","FEMALE_URBAN","MALE_URBAN","TGEND_URBAN"
"SINDH","MATIARI","70 - 74","NEVER MARRIED",127,61,65,1,80,39,41,0,47,22,24,1
"SINDH","MATIARI","70 - 74","SEPERATION",7,5,2,0,5,3,2,0,2,2,0,0
"SINDH","MATIARI","70 - 74","WIDOWED",2503,1891,612,0,1853,1439,414,0,650,452,198,0
"SINDH","MATIARI","75 & ABOVE","DIVORCED",6,5,1,0,4,3,1,0,2,2,0,0
"SINDH","MATIARI","75 & ABOVE","MARRIED",3096,981,2115,0,2410,764,1646,0,686,217,469,0
"SINDH","MATIARI","75 & ABOVE","NEVER MARRIED",81,42,37,2,53,24,29,0,28,18,8,2
"SINDH","MATIARI","75 & ABOVE","SEPERATION",7,3,4,0,5,2,3,0,2,1,1,0
"SINDH","MATIARI","75 & ABOVE","WIDOWED",2797,2117,680,0,2084,1608,476,0,713,509,204,0
"SINDH","MIRPUR KHAS","15 &  ABOVE","DIVORCED",2271,1455,816,0,968,608,360,0,1303,847,456,0
"SINDH","MIRPUR KHAS","15 &  ABOVE","MARRIED",658872,329527,329345,0,468941,235066,233875,0,189931,94461,95470,0
"SINDH","MIRPUR KHAS","15 &  ABOVE","NEVER MARRIED",241528,91309,150143,76,145735,53229,92489,17,95793,38080,57654,59
"SINDH","MIRPUR KHAS","15 &  ABOVE","SEPERATION",948,507,441,0,591,306,285,0,357,201,156,0
"SINDH","MIRPUR KHAS","15 &  ABOVE","WIDOWED",37009,28944,8065,0,23847,18679,5168,0,13162,10265,2897,0
"SINDH","MIRPUR KHAS","15 - 19","DIVORCED",30,24,6,0,19,14,5,0,11,10,1,0
"SINDH","MIRPUR KHAS","15 - 19","MARRIED",21718,14609,7109,0,18662,12388,6274,0,3056,2221,835,0
"SINDH","MIRPUR KHAS","15 - 19","NEVER MARRIED",137890,57223,80660,7,93181,37564,55613,4,44709,19659,25047,3
"SINDH","MIRPUR KHAS","15 - 19","SEPERATION",35,20,15,0,29,15,14,0,6,5,1,0
"SINDH","MIRPUR KHAS","15 - 19","WIDOWED",35,13,22,0,30,10,20,0,5,3,2,0
"SINDH","MIRPUR KHAS","20 - 24","DIVORCED",192,138,54,0,107,71,36,0,85,67,18,0
"SINDH","MIRPUR KHAS","20 - 24","MARRIED",77588,46785,30803,0,63365,37261,26104,0,14223,9524,4699,0
"SINDH","MIRPUR KHAS","20 - 24","NEVER MARRIED",58963,20522,38435,6,32290,9877,22413,0,26673,10645,16022,6
"SINDH","MIRPUR KHAS","20 - 24","SEPERATION",83,48,35,0,53,31,22,0,30,17,13,0
"SINDH","MIRPUR KHAS","20 - 24","WIDOWED",215,125,90,0,169,90,79,0,46,35,11,0
"SINDH","MIRPUR KHAS","25 - 29","DIVORCED",307,186,121,0,157,84,73,0,150,102,48,0
"SINDH","MIRPUR KHAS","25 - 29","MARRIED",93753,49283,44470,0,70324,35853,34471,0,23429,13430,9999,0
"SINDH","MIRPUR KHAS","25 - 29","NEVER MARRIED",24407,7039,17358,10,11483,2913,8569,1,12924,4126,8789,9
"SINDH","MIRPUR KHAS","25 - 29","SEPERATION",97,51,46,0,62,24,38,0,35,27,8,0
"SINDH","MIRPUR KHAS","25 - 29","WIDOWED",396,240,156,0,287,173,114,0,109,67,42,0
"SINDH","MIRPUR KHAS","30 - 34","DIVORCED",392,267,125,0,165,107,58,0,227,160,67,0
"SINDH","MIRPUR KHAS","30 - 34","MARRIED",94127,48935,45192,0,66477,34297,32180,0,27650,14638,13012,0
"SINDH","MIRPUR KHAS","30 - 34","NEVER MARRIED",9575,2798,6768,9,4110,1210,2897,3,5465,1588,3871,6
"SINDH","MIRPUR KHAS","30 - 34","SEPERATION",133,78,55,0,92,52,40,0,41,26,15,0
"SINDH","MIRPUR KHAS","30 - 34","WIDOWED",734,541,193,0,510,372,138,0,224,169,55,0
"SINDH","MIRPUR KHAS","35 - 39","DIVORCED",383,260,123,0,164,114,50,0,219,146,73,0
"SINDH","MIRPUR KHAS","35 - 39","MARRIED",90245,44614,45631,0,61749,30514,31235,0,28496,14100,14396,0
"SINDH","MIRPUR KHAS","35 - 39","NEVER MARRIED",4553,1415,3129,9,1982,645,1336,1,2571,770,1793,8
"SINDH","MIRPUR KHAS","35 - 39","SEPERATION",133,71,62,0,75,44,31,0,58,27,31,0
"SINDH","MIRPUR KHAS","35 - 39","WIDOWED",1262,948,314,0,852,626,226,0,410,322,88,0
"SINDH","MIRPUR KHAS","40 - 44","DIVORCED",324,213,111,0,132,87,45,0,192,126,66,0
"SINDH","MIRPUR KHAS","40 - 44","MARRIED",82444,39623,42821,0,57199,27643,29556,0,25245,11980,13265,0
"SINDH","MIRPUR KHAS","40 - 44","NEVER MARRIED",2490,860,1625,5,1104,383,721,0,1386,477,904,5
"SINDH","MIRPUR KHAS","40 - 44","SEPERATION",112,62,50,0,73,41,32,0,39,21,18,0
"SINDH","MIRPUR KHAS","40 - 44","WIDOWED",2038,1598,440,0,1425,1103,322,0,613,495,118,0
"SINDH","MIRPUR KHAS","45 - 49","DIVORCED",231,146,85,0,81,52,29,0,150,94,56,0
"SINDH","MIRPUR KHAS","45 - 49","MARRIED",60408,28243,32165,0,40027,18851,21176,0,20381,9392,10989,0
"SINDH","MIRPUR KHAS","45 - 49","NEVER MARRIED",1484,538,937,9,630,230,398,2,854,308,539,7
"SINDH","MIRPUR KHAS","45 - 49","SEPERATION",116,60,56,0,71,39,32,0,45,21,24,0
"SINDH","MIRPUR KHAS","45 - 49","WIDOWED",2655,2145,510,0,1740,1398,342,0,915,747,168,0
"SINDH","MIRPUR KHAS","50 - 54","DIVORCED",180,99,81,0,59,31,28,0,121,68,53,0
"SINDH","MIRPUR KHAS","50 - 54","MARRIED",49547,22202,27345,0,32925,14867,18058,0,16622,7335,9287,0
"SINDH","MIRPUR KHAS","50 - 54","NEVER MARRIED",850,339,504,7,358,147,209,2,492,192,295,5
"SINDH","MIRPUR KHAS","50 - 54","SEPERATION",82,48,34,0,43,28,15,0,39,20,19,0
"SINDH","MIRPUR KHAS","50 - 54","WIDOWED",4046,3270,776,0,2650,2140,510,0,1396,1130,266,0
"SINDH","MIRPUR KHAS","55 - 59","DIVORCED",120,68,52,0,40,26,14,0,80,42,38,0
"SINDH","MIRPUR KHAS","55 - 59","MARRIED",35151,14426,20725,0,22422,9263,13159,0,12729,5163,7566,0
"SINDH","MIRPUR KHAS","55 - 59","NEVER MARRIED",575,227,343,5,238,91,146,1,337,136,197,4
"SINDH","MIRPUR KHAS","55 - 59","SEPERATION",58,22,36,0,34,9,25,0,24,13,11,0
"SINDH","MIRPUR KHAS","55 - 59","WIDOWED",4201,3291,910,0,2502,1957,545,0,1699,1334,365,0
"SINDH","MIRPUR KHAS","60 - 64","DIVORCED",55,26,29,0,15,8,7,0,40,18,22,0
"SINDH","MIRPUR KHAS","60 - 64","MARRIED",22173,9092,13081,0,14199,6054,8145,0,7974,3038,4936,0
"SINDH","MIRPUR KHAS","60 - 64","NEVER MARRIED",342,151,185,6,148,71,76,1,194,80,109,5
"SINDH","MIRPUR KHAS","60 - 64","SEPERATION",39,22,17,0,20,9,11,0,19,13,6,0
"SINDH","MIRPUR KHAS","60 - 64","WIDOWED",4681,3695,986,0,2871,2269,602,0,1810,1426,384,0
"SINDH","MIRPUR KHAS","65 - 69","DIVORCED",29,15,14,0,13,7,6,0,16,8,8,0
"SINDH","MIRPUR KHAS","65 - 69","MARRIED",15171,6100,9071,0,9950,4070,5880,0,5221,2030,3191,0
"SINDH","MIRPUR KHAS","65 - 69","NEVER MARRIED",196,100,94,2,100,50,48,2,96,50,46,0
"SINDH","MIRPUR KHAS","65 - 69","SEPERATION",29,16,13,0,16,9,7,0,13,7,6,0
"SINDH","MIRPUR KHAS","65 - 69","WIDOWED",5128,4039,1089,0,3176,2528,648,0,1952,1511,441,0
"SINDH","MIRPUR KHAS","70 - 74","DIVORCED",13,7,6,0,8,3,5,0,5,4,1,0
"SINDH","MIRPUR KHAS","70 - 74","MARRIED",9681,3570,6111,0,6737,2516,4221,0,2944,1054,1890,0
"SINDH","MIRPUR KHAS","70 - 74","NEVER MARRIED",126,51,74,1,67,25,42,0,59,26,32,1
"SINDH","MIRPUR KHAS","70 - 74","SEPERATION",14,5,9,0,9,2,7,0,5,3,2,0
"SINDH","MIRPUR KHAS","70 - 74","WIDOWED",5048,3966,1082,0,3310,2640,670,0,1738,1326,412,0
"SINDH","MIRPUR KHAS","75 & ABOVE","DIVORCED",15,6,9,0,8,4,4,0,7,2,5,0
"SINDH","MIRPUR KHAS","75 & ABOVE","MARRIED",6866,2045,4821,0,4905,1489,3416,0,1961,556,1405,0
"SINDH","MIRPUR KHAS","75 & ABOVE","NEVER MARRIED",77,46,31,0,44,23,21,0,33,23,10,0
"SINDH","MIRPUR KHAS","75 & ABOVE","SEPERATION",17,4,13,0,14,3,11,0,3,1,2,0
"SINDH","MIRPUR KHAS","75 & ABOVE","WIDOWED",6570,5073,1497,0,4325,3373,952,0,2245,1700,545,0
"SINDH","NAUSHAHRO FEROZE","15 &  ABOVE","DIVORCED",1681,1147,534,0,968,660,308,0,713,487,226,0
"SINDH","NAUSHAHRO FEROZE","15 &  ABOVE","MARRIED",665636,333656,331980,0,472694,237192,235502,0,192942,96464,96478,0
"SINDH","NAUSHAHRO FEROZE","15 &  ABOVE","NEVER MARRIED",289178,123921,165187,70,195832,83290,112515,27,93346,40631,52672,43
"SINDH","NAUSHAHRO FEROZE","15 &  ABOVE","SEPERATION",1217,657,560,0,865,460,405,0,352,197,155,0
"SINDH","NAUSHAHRO FEROZE","15 &  ABOVE","WIDOWED",37081,28979,8102,0,25378,19758,5620,0,11703,9221,2482,0
"SINDH","NAUSHAHRO FEROZE","15 - 19","DIVORCED",48,39,9,0,30,23,7,0,18,16,2,0
"SINDH","NAUSHAHRO FEROZE","15 - 19","MARRIED",23324,16078,7246,0,17649,12087,5562,0,5675,3991,1684,0
"SINDH","NAUSHAHRO FEROZE","15 - 19","NEVER MARRIED",154151,70424,83718,9,106360,48282,58071,7,47791,22142,25647,2
"SINDH","NAUSHAHRO FEROZE","15 - 19","SEPERATION",56,27,29,0,42,17,25,0,14,10,4,0
"SINDH","NAUSHAHRO FEROZE","15 - 19","WIDOWED",80,42,38,0,64,33,31,0,16,9,7,0
"SINDH","NAUSHAHRO FEROZE","20 - 24","DIVORCED",151,111,40,0,84,57,27,0,67,54,13,0
"SINDH","NAUSHAHRO FEROZE","20 - 24","MARRIED",75417,46816,28601,0,55305,34001,21304,0,20112,12815,7297,0
"SINDH","NAUSHAHRO FEROZE","20 - 24","NEVER MARRIED",71574,27072,44493,9,47369,17318,30047,4,24205,9754,14446,5
"SINDH","NAUSHAHRO FEROZE","20 - 24","SEPERATION",98,51,47,0,66,32,34,0,32,19,13,0
"SINDH","NAUSHAHRO FEROZE","20 - 24","WIDOWED",232,147,85,0,160,97,63,0,72,50,22,0
"SINDH","NAUSHAHRO FEROZE","25 - 29","DIVORCED",212,154,58,0,126,88,38,0,86,66,20,0
"SINDH","NAUSHAHRO FEROZE","25 - 29","MARRIED",93084,49967,43117,0,65995,34985,31010,0,27089,14982,12107,0
"SINDH","NAUSHAHRO FEROZE","25 - 29","NEVER MARRIED",32068,12428,19631,9,20939,7992,12943,4,11129,4436,6688,5
"SINDH","NAUSHAHRO FEROZE","25 - 29","SEPERATION",138,64,74,0,94,45,49,0,44,19,25,0
"SINDH","NAUSHAHRO FEROZE","25 - 29","WIDOWED",515,288,227,0,376,205,171,0,139,83,56,0
"SINDH","NAUSHAHRO FEROZE","30 - 34","DIVORCED",287,191,96,0,162,108,54,0,125,83,42,0
"SINDH","NAUSHAHRO FEROZE","30 - 34","MARRIED",95319,49384,45935,0,67216,34834,32382,0,28103,14550,13553,0
"SINDH","NAUSHAHRO FEROZE","30 - 34","NEVER MARRIED",14003,6466,7530,7,9315,4370,4942,3,4688,2096,2588,4
"SINDH","NAUSHAHRO FEROZE","30 - 34","SEPERATION",136,67,69,0,100,47,53,0,36,20,16,0
"SINDH","NAUSHAHRO FEROZE","30 - 34","WIDOWED",827,591,236,0,575,404,171,0,252,187,65,0
"SINDH","NAUSHAHRO FEROZE","35 - 39","DIVORCED",263,163,100,0,139,82,57,0,124,81,43,0
"SINDH","NAUSHAHRO FEROZE","35 - 39","MARRIED",91540,44498,47042,0,63840,31016,32824,0,27700,13482,14218,0
"SINDH","NAUSHAHRO FEROZE","35 - 39","NEVER MARRIED",7269,2848,4412,9,4889,1987,2901,1,2380,861,1511,8
"SINDH","NAUSHAHRO FEROZE","35 - 39","SEPERATION",157,87,70,0,100,53,47,0,57,34,23,0
"SINDH","NAUSHAHRO FEROZE","35 - 39","WIDOWED",1409,1012,397,0,987,701,286,0,422,311,111,0
"SINDH","NAUSHAHRO FEROZE","40 - 44","DIVORCED",223,154,69,0,113,84,29,0,110,70,40,0
"SINDH","NAUSHAHRO FEROZE","40 - 44","MARRIED",79026,37825,41201,0,55311,26554,28757,0,23715,11271,12444,0
"SINDH","NAUSHAHRO FEROZE","40 - 44","NEVER MARRIED",4007,1680,2315,12,2708,1183,1521,4,1299,497,794,8
"SINDH","NAUSHAHRO FEROZE","40 - 44","SEPERATION",126,72,54,0,90,55,35,0,36,17,19,0
"SINDH","NAUSHAHRO FEROZE","40 - 44","WIDOWED",2258,1755,503,0,1586,1216,370,0,672,539,133,0
"SINDH","NAUSHAHRO FEROZE","45 - 49","DIVORCED",171,126,45,0,103,77,26,0,68,49,19,0
"SINDH","NAUSHAHRO FEROZE","45 - 49","MARRIED",59775,28191,31584,0,41289,19710,21579,0,18486,8481,10005,0
"SINDH","NAUSHAHRO FEROZE","45 - 49","NEVER MARRIED",2358,1080,1275,3,1630,797,831,2,728,283,444,1
"SINDH","NAUSHAHRO FEROZE","45 - 49","SEPERATION",128,84,44,0,93,61,32,0,35,23,12,0
"SINDH","NAUSHAHRO FEROZE","45 - 49","WIDOWED",2988,2421,567,0,1974,1582,392,0,1014,839,175,0
"SINDH","NAUSHAHRO FEROZE","50 - 54","DIVORCED",132,88,44,0,80,58,22,0,52,30,22,0
"SINDH","NAUSHAHRO FEROZE","50 - 54","MARRIED",52713,23766,28947,0,37554,17193,20361,0,15159,6573,8586,0
"SINDH","NAUSHAHRO FEROZE","50 - 54","NEVER MARRIED",1426,696,724,6,1015,500,514,1,411,196,210,5
"SINDH","NAUSHAHRO FEROZE","50 - 54","SEPERATION",124,77,47,0,93,54,39,0,31,23,8,0
"SINDH","NAUSHAHRO FEROZE","50 - 54","WIDOWED",4555,3778,777,0,3079,2526,553,0,1476,1252,224,0
"SINDH","NAUSHAHRO FEROZE","55 - 59","DIVORCED",77,50,27,0,47,33,14,0,30,17,13,0
"SINDH","NAUSHAHRO FEROZE","55 - 59","MARRIED",37677,15167,22510,0,26415,10685,15730,0,11262,4482,6780,0
"SINDH","NAUSHAHRO FEROZE","55 - 59","NEVER MARRIED",997,505,492,0,703,368,335,0,294,137,157,0
"SINDH","NAUSHAHRO FEROZE","55 - 59","SEPERATION",105,54,51,0,71,40,31,0,34,14,20,0
"SINDH","NAUSHAHRO FEROZE","55 - 59","WIDOWED",4572,3642,930,0,3044,2420,624,0,1528,1222,306,0
"SINDH","NAUSHAHRO FEROZE","60 - 64","DIVORCED",56,37,19,0,35,22,13,0,21,15,6,0
"SINDH","NAUSHAHRO FEROZE","60 - 64","MARRIED",23489,9363,14126,0,16739,6723,10016,0,6750,2640,4110,0
"SINDH","NAUSHAHRO FEROZE","60 - 64","NEVER MARRIED",576,303,271,2,390,212,178,0,186,91,93,2
"SINDH","NAUSHAHRO FEROZE","60 - 64","SEPERATION",56,28,28,0,45,21,24,0,11,7,4,0
"SINDH","NAUSHAHRO FEROZE","60 - 64","WIDOWED",4769,3797,972,0,3173,2512,661,0,1596,1285,311,0
"SINDH","NAUSHAHRO FEROZE","65 - 69","DIVORCED",30,17,13,0,25,13,12,0,5,4,1,0
"SINDH","NAUSHAHRO FEROZE","65 - 69","MARRIED",16109,6418,9691,0,11684,4710,6974,0,4425,1708,2717,0
"SINDH","NAUSHAHRO FEROZE","65 - 69","NEVER MARRIED",371,203,168,0,273,151,122,0,98,52,46,0
"SINDH","NAUSHAHRO FEROZE","65 - 69","SEPERATION",36,17,19,0,27,14,13,0,9,3,6,0
"SINDH","NAUSHAHRO FEROZE","65 - 69","WIDOWED",4803,3796,1007,0,3252,2589,663,0,1551,1207,344,0
"SINDH","NAUSHAHRO FEROZE","70 - 74","DIVORCED",15,8,7,0,13,8,5,0,2,0,2,0
"SINDH","NAUSHAHRO FEROZE","70 - 74","MARRIED",10711,3854,6857,0,8022,2916,5106,0,2689,938,1751,0
"SINDH","NAUSHAHRO FEROZE","70 - 74","NEVER MARRIED",227,132,93,2,143,83,59,1,84,49,34,1
"SINDH","NAUSHAHRO FEROZE","70 - 74","SEPERATION",31,17,14,0,25,13,12,0,6,4,2,0
"SINDH","NAUSHAHRO FEROZE","70 - 74","WIDOWED",4733,3713,1020,0,3282,2605,677,0,1451,1108,343,0
"SINDH","NAUSHAHRO FEROZE","75 & ABOVE","DIVORCED",16,9,7,0,11,7,4,0,5,2,3,0
"SINDH","NAUSHAHRO FEROZE","75 & ABOVE","MARRIED",7452,2329,5123,0,5675,1778,3897,0,1777,551,1226,0
"SINDH","NAUSHAHRO FEROZE","75 & ABOVE","NEVER MARRIED",151,84,65,2,98,47,51,0,53,37,14,2
"SINDH","NAUSHAHRO FEROZE","75 & ABOVE","SEPERATION",26,12,14,0,19,8,11,0,7,4,3,0
"SINDH","NAUSHAHRO FEROZE","75 & ABOVE","WIDOWED",5340,3997,1343,0,3826,2868,958,0,1514,1129,385,0
"SINDH","SANGHAR","15 &  ABOVE","DIVORCED",2217,1473,744,0,1028,691,337,0,1189,782,407,0
"SINDH","SANGHAR","15 &  ABOVE","MARRIED",881055,441193,439862,0,638848,320508,318340,0,242207,120685,121522,0
"SINDH","SANGHAR","15 &  ABOVE","NEVER MARRIED",353494,149203,204190,101,230713,95321,135366,26,122781,53882,68824,75
"SINDH","SANGHAR","15 &  ABOVE","SEPERATION",1332,737,595,0,867,472,395,0,465,265,200,0
"SINDH","SANGHAR","15 &  ABOVE","WIDOWED",50850,39288,11562,0,33618,26002,7616,0,17232,13286,3946,0
"SINDH","SANGHAR","15 - 19","DIVORCED",53,39,14,0,32,23,9,0,21,16,5,0
"SINDH","SANGHAR","15 - 19","MARRIED",32624,21861,10763,0,26961,17784,9177,0,5663,4077,1586,0
"SINDH","SANGHAR","15 - 19","NEVER MARRIED",199169,90721,108430,18,137866,61513,76344,9,61303,29208,32086,9
"SINDH","SANGHAR","15 - 19","SEPERATION",71,33,38,0,62,29,33,0,9,4,5,0
"SINDH","SANGHAR","15 - 19","WIDOWED",94,44,50,0,78,40,38,0,16,4,12,0
"SINDH","SANGHAR","20 - 24","DIVORCED",198,153,45,0,108,83,25,0,90,70,20,0
"SINDH","SANGHAR","20 - 24","MARRIED",106071,63966,42105,0,83922,49503,34419,0,22149,14463,7686,0
"SINDH","SANGHAR","20 - 24","NEVER MARRIED",88129,33152,54959,18,54013,19187,34824,2,34116,13965,20135,16
"SINDH","SANGHAR","20 - 24","SEPERATION",105,52,53,0,75,32,43,0,30,20,10,0
"SINDH","SANGHAR","20 - 24","WIDOWED",336,176,160,0,258,132,126,0,78,44,34,0
"SINDH","SANGHAR","25 - 29","DIVORCED",301,189,112,0,133,73,60,0,168,116,52,0
"SINDH","SANGHAR","25 - 29","MARRIED",121533,64127,57406,0,89266,46189,43077,0,32267,17938,14329,0
"SINDH","SANGHAR","25 - 29","NEVER MARRIED",36145,13814,22325,6,21148,7866,13282,0,14997,5948,9043,6
"SINDH","SANGHAR","25 - 29","SEPERATION",140,78,62,0,85,46,39,0,55,32,23,0
"SINDH","SANGHAR","25 - 29","WIDOWED",573,335,238,0,397,228,169,0,176,107,69,0
"SINDH","SANGHAR","30 - 34","DIVORCED",364,242,122,0,166,110,56,0,198,132,66,0
"SINDH","SANGHAR","30 - 34","MARRIED",120037,61587,58450,0,84605,43257,41348,0,35432,18330,17102,0
"SINDH","SANGHAR","30 - 34","NEVER MARRIED",14309,6101,8190,18,8395,3557,4832,6,5914,2544,3358,12
"SINDH","SANGHAR","30 - 34","SEPERATION",141,89,52,0,80,48,32,0,61,41,20,0
"SINDH","SANGHAR","30 - 34","WIDOWED",1028,669,359,0,691,457,234,0,337,212,125,0
"SINDH","SANGHAR","35 - 39","DIVORCED",399,252,147,0,166,103,63,0,233,149,84,0
"SINDH","SANGHAR","35 - 39","MARRIED",119482,58341,61141,0,83832,41155,42677,0,35650,17186,18464,0
"SINDH","SANGHAR","35 - 39","NEVER MARRIED",7114,2381,4725,8,4146,1395,2749,2,2968,986,1976,6
"SINDH","SANGHAR","35 - 39","SEPERATION",183,112,71,0,122,76,46,0,61,36,25,0
"SINDH","SANGHAR","35 - 39","WIDOWED",1711,1185,526,0,1154,785,369,0,557,400,157,0
"SINDH","SANGHAR","40 - 44","DIVORCED",331,223,108,0,156,113,43,0,175,110,65,0
"SINDH","SANGHAR","40 - 44","MARRIED",118947,57793,61154,0,85493,41764,43729,0,33454,16029,17425,0
"SINDH","SANGHAR","40 - 44","NEVER MARRIED",3840,1290,2538,12,2359,811,1546,2,1481,479,992,10
"SINDH","SANGHAR","40 - 44","SEPERATION",182,100,82,0,122,71,51,0,60,29,31,0
"SINDH","SANGHAR","40 - 44","WIDOWED",3408,2626,782,0,2390,1830,560,0,1018,796,222,0
"SINDH","SANGHAR","45 - 49","DIVORCED",210,147,63,0,101,76,25,0,109,71,38,0
"SINDH","SANGHAR","45 - 49","MARRIED",80992,38372,42620,0,56394,26999,29395,0,24598,11373,13225,0
"SINDH","SANGHAR","45 - 49","NEVER MARRIED",1952,665,1278,9,1135,397,736,2,817,268,542,7
"SINDH","SANGHAR","45 - 49","SEPERATION",162,92,70,0,98,58,40,0,64,34,30,0
"SINDH","SANGHAR","45 - 49","WIDOWED",4121,3277,844,0,2722,2171,551,0,1399,1106,293,0
"SINDH","SANGHAR","50 - 54","DIVORCED",141,93,48,0,64,47,17,0,77,46,31,0
"SINDH","SANGHAR","50 - 54","MARRIED",66789,30170,36619,0,46806,21356,25450,0,19983,8814,11169,0
"SINDH","SANGHAR","50 - 54","NEVER MARRIED",1131,403,724,4,666,231,434,1,465,172,290,3
"SINDH","SANGHAR","50 - 54","SEPERATION",111,52,59,0,65,33,32,0,46,19,27,0
"SINDH","SANGHAR","50 - 54","WIDOWED",6210,5047,1163,0,4060,3302,758,0,2150,1745,405,0
"SINDH","SANGHAR","55 - 59","DIVORCED",114,73,41,0,49,29,20,0,65,44,21,0
"SINDH","SANGHAR","55 - 59","MARRIED",45995,18625,27370,0,31714,12904,18810,0,14281,5721,8560,0
"SINDH","SANGHAR","55 - 59","NEVER MARRIED",734,287,446,1,424,157,267,0,310,130,179,1
"SINDH","SANGHAR","55 - 59","SEPERATION",84,39,45,0,53,22,31,0,31,17,14,0
"SINDH","SANGHAR","55 - 59","WIDOWED",6159,4777,1382,0,3861,2990,871,0,2298,1787,511,0
"SINDH","SANGHAR","60 - 64","DIVORCED",50,34,16,0,23,18,5,0,27,16,11,0
"SINDH","SANGHAR","60 - 64","MARRIED",28251,11453,16798,0,19752,8257,11495,0,8499,3196,5303,0
"SINDH","SANGHAR","60 - 64","NEVER MARRIED",431,166,261,4,271,94,176,1,160,72,85,3
"SINDH","SANGHAR","60 - 64","SEPERATION",57,33,24,0,41,22,19,0,16,11,5,0
"SINDH","SANGHAR","60 - 64","WIDOWED",6355,5008,1347,0,4113,3255,858,0,2242,1753,489,0
"SINDH","SANGHAR","65 - 69","DIVORCED",29,14,15,0,16,8,8,0,13,6,7,0
"SINDH","SANGHAR","65 - 69","MARRIED",18668,7483,11185,0,13292,5424,7868,0,5376,2059,3317,0
"SINDH","SANGHAR","65 - 69","NEVER MARRIED",234,100,133,1,134,55,79,0,100,45,54,1
"SINDH","SANGHAR","65 - 69","SEPERATION",52,33,19,0,34,20,14,0,18,13,5,0
"SINDH","SANGHAR","65 - 69","WIDOWED",6592,5181,1411,0,4075,3224,851,0,2517,1957,560,0
"SINDH","SANGHAR","70 - 74","DIVORCED",12,7,5,0,6,3,3,0,6,4,2,0
"SINDH","SANGHAR","70 - 74","MARRIED",12845,4625,8220,0,9837,3652,6185,0,3008,973,2035,0
"SINDH","SANGHAR","70 - 74","NEVER MARRIED",158,62,96,0,90,33,57,0,68,29,39,0
"SINDH","SANGHAR","70 - 74","SEPERATION",17,11,6,0,12,7,5,0,5,4,1,0
"SINDH","SANGHAR","70 - 74","WIDOWED",6666,5211,1455,0,4482,3538,944,0,2184,1673,511,0
"SINDH","SANGHAR","75 & ABOVE","DIVORCED",15,7,8,0,8,5,3,0,7,2,5,0
"SINDH","SANGHAR","75 & ABOVE","MARRIED",8821,2790,6031,0,6974,2264,4710,0,1847,526,1321,0
"SINDH","SANGHAR","75 & ABOVE","NEVER MARRIED",148,61,85,2,66,25,40,1,82,36,45,1
"SINDH","SANGHAR","75 & ABOVE","SEPERATION",27,13,14,0,18,8,10,0,9,5,4,0
"SINDH","SANGHAR","75 & ABOVE","WIDOWED",7597,5752,1845,0,5337,4050,1287,0,2260,1702,558,0
"SINDH","SHAHEED BENAZIRABAD","15 &  ABOVE","DIVORCED",1608,1091,517,0,753,510,243,0,855,581,274,0
"SINDH","SHAHEED BENAZIRABAD","15 &  ABOVE","MARRIED",699067,351444,347623,0,478355,241172,237183,0,220712,110272,110440,0
"SINDH","SHAHEED BENAZIRABAD","15 &  ABOVE","NEVER MARRIED",282444,118345,164035,64,174663,70840,103806,17,107781,47505,60229,47
"SINDH","SHAHEED BENAZIRABAD","15 &  ABOVE","SEPERATION",1086,663,423,0,699,446,253,0,387,217,170,0
"SINDH","SHAHEED BENAZIRABAD","15 &  ABOVE","WIDOWED",39725,31080,8645,0,25869,20210,5659,0,13856,10870,2986,0
"SINDH","SHAHEED BENAZIRABAD","15 - 19","DIVORCED",44,28,16,0,20,11,9,0,24,17,7,0
"SINDH","SHAHEED BENAZIRABAD","15 - 19","MARRIED",26391,17998,8393,0,20361,13738,6623,0,6030,4260,1770,0
"SINDH","SHAHEED BENAZIRABAD","15 - 19","NEVER MARRIED",155414,70289,85119,6,102056,45288,56765,3,53358,25001,28354,3
"SINDH","SHAHEED BENAZIRABAD","15 - 19","SEPERATION",55,29,26,0,38,20,18,0,17,9,8,0
"SINDH","SHAHEED BENAZIRABAD","15 - 19","WIDOWED",72,30,42,0,57,22,35,0,15,8,7,0
"SINDH","SHAHEED BENAZIRABAD","20 - 24","DIVORCED",172,115,57,0,100,63,37,0,72,52,20,0
"SINDH","SHAHEED BENAZIRABAD","20 - 24","MARRIED",80823,49954,30869,0,59334,36030,23304,0,21489,13924,7565,0
"SINDH","SHAHEED BENAZIRABAD","20 - 24","NEVER MARRIED",71127,26580,44539,8,40245,13593,26650,2,30882,12987,17889,6
"SINDH","SHAHEED BENAZIRABAD","20 - 24","SEPERATION",85,48,37,0,58,36,22,0,27,12,15,0
"SINDH","SHAHEED BENAZIRABAD","20 - 24","WIDOWED",272,160,112,0,200,112,88,0,72,48,24,0
"SINDH","SHAHEED BENAZIRABAD","25 - 29","DIVORCED",207,147,60,0,102,72,30,0,105,75,30,0
"SINDH","SHAHEED BENAZIRABAD","25 - 29","MARRIED",90640,47781,42859,0,62112,32160,29952,0,28528,15621,12907,0
