...1,Region,Division,District,Households,Pop2023,AHS,Pop2017,GR,DistrictKey,Energy_LIGHT_ELECT,Energy_LIGHT_SOLAR,Energy_LIGHT_OTHERS,Energy_FUEL_GAS,Energy_FUEL_LPGCNG,Energy_FUEL_FIREWOOD,Energy_FUEL_OTHERS,Energy_SEP_KITCHEN,Energy_NO_KITCHEN,Energy_HOUSEHOLDS,San_TOILET_SEPARATE,San_TOILET_FLUSH,San_TOILET_NON_FLUSH,San_TOILET_NONE,San_WASHROOM_SEPARATE,San_WASHROOM_NONE,San_HOUSEHOLDS,Wtr_DRINK_WTR_IMPROVE,Wtr_DRINK_WTR_INSIDE,Wtr_DRINK_WTR_OUTSIDE,Wtr_DRINK_WTR_TAP,Wtr_DRINK_WTR_MOTOR,Wtr_DRINK_WTR_WELL,Wtr_DRINK_WTR_FILTER,Wtr_DRINK_WTR_BOTTLE,Wtr_DRINK_WTR_OTHER,Wtr_HOUSEHOLDS,Disab_Communication,Disab_Disability,Disab_Functional limitation,Disab_Hearing,Disab_Memorization/ Focus,Disab_Population,Disab_Seeing,Disab_Self care etc,Disab_Walking/ Climbing,Lang_BALOCHI,Lang_BALTI,Lang_BRAHVI,Lang_HINDKO,Lang_KALASHA,Lang_KASHMIRI,Lang_KOHIOSTANI,Lang_MEWATI,Lang_OTHERS,Lang_PUNJABI,Lang_PUSHTO,Lang_SARAIKI,Lang_SHINA,Lang_SINDHI,Lang_TOTAL,Lang_URDU,Ever Attended,Literate >=10,Out of School Children (5-16),Population >=10,Population >=5,Age_TotalPop,Age_Male,Age_Female,Age_Trans,Age_Rural,Age_Urban,Marital_DIVORCED,Marital_MARRIED,Marital_NEVER MARRIED,Marital_SEPERATION,Marital_WIDOWED,Energy_Access_Electricity,San_Access_SanitaryToilet,Wtr_Access_ImprovedDrink,Age_65_Plus,Age_15_29,LIAS_01,Inverse_Disability_01,FCI,CI
75,KP,Hazara,Haripur,192658,1174783,6.1,1001515,2.7,HARIPUR,188352,2495,1604,76456,8750,106363,882,152221,18131,192451,159505,177481,7555,7415,150595,18055,192451,175157,133256,59195,123566,41365,12978,40,111,14391,192451,17496,55536,150394,29635,23769,1173056,26941,16891,49859,271,79,334,942172,12,985,3070,7,15598,11854,172471,1390,563,827,1173056,23423,785123,667053,43838,890826,1030777,1173056,590712,582299,45,1025696,147360,3295,494152,223904,940,36232,0.9787010719611745,0.9222139661524232,0.9101381650394126,NA,NA,0.019967503682688636,0,0.06298226561566322,0.009983751841344318
76,KP,Hazara,Kolai Palas Kohistan,40393,280162,6.94,276325,0.23,KOLAI PALAS KOHISTAN,5372,10436,18175,174,7,31621,2181,12803,7547,33983,9816,13481,8761,11741,11776,7728,33983,9014,5996,27987,8494,241,394,5,47,24802,33983,833,4148,7114,1174,1062,236726,1404,809,2809,16,13,2,19,14,25,201656,8,9531,7,6647,10,18337,12,236726,429,27374,25209,80333,134084,180533,236726,121742,114982,2,236726,0,122,68397,25754,433,1453,0.15807903951975988,0.3966983491745873,0.265250272194921,NA,NA,0.0018122217246943724,0,0.726657446370244,9.061108623471862e-4
77,KP,Hazara,Lower Kohistan,52318,340017,6.5,202935,9.01,LOWER KOHISTAN,17339,15741,14267,354,56,44780,2157,19330,9773,47347,16823,25605,7119,14623,18101,11740,47347,21612,17371,29976,20718,216,1101,3,50,25259,47347,1797,8150,15641,2728,2313,303305,3120,1817,5754,18,22,0,8,31,7,279839,0,1650,69,17187,6,82,13,303305,4373,43888,36945,90557,167582,224509,303305,156032,147262,11,303305,0,261,95161,26723,234,2158,0.36621116438211504,0.5407945593173802,0.45645975457790355,NA,NA,0.014417830236890259,0,0.545511507240867,0.007208915118445129
78,KP,Hazara,Mansehra,294113,1797177,6.11,1555742,2.44,MANSEHRA,280033,6421,7598,45901,10928,235114,2109,221456,28172,294052,216066,260243,8654,25155,193141,56073,294052,232361,145344,148708,114024,76631,48966,170,207,54054,294052,22117,58401,156135,33961,28216,1789624,32199,15271,55755,232,101,368,1185065,14,675,44883,8,206893,1800,321518,388,6775,115,1789624,20789,1023301,836108,111292,1310639,1551021,1789624,908540,880977,107,1635291,154333,2868,714508,320754,867,48401,0.9523247588861834,0.885023737298165,0.7902037734822412,NA,NA,0.011616406574788895,0,0.12414924344447009,0.005808203287394447
79,KP,Hazara,Torghar,29417,200445,6.81,171349,2.66,TORGHAR,9300,12541,7569,161,21,28893,335,13589,11197,29410,9848,13232,732,15446,15486,8628,29410,20065,7759,21651,19527,274,428,0,131,9050,29410,1933,6953,14350,2950,2508,200445,3215,1316,5555,111,1,1,4583,0,0,53,0,1453,6,194124,1,3,16,200445,93,55549,39552,38078,132971,167051,200445,102160,98281,4,200445,0,54,79283,23409,97,3601,0.3162189731383883,0.449914994899694,0.6822509350561033,NA,NA,4.639676719299559e-4,0,0.5172050323019382,2.3198383596497794e-4
80,KP,Hazara,Upper Kohistan,71543,422947,5.91,305451,5.59,UPPER KOHISTAN,13322,7904,42486,211,54,60629,2818,24549,16835,63712,17868,27956,8442,27314,20739,23049,63712,16621,14647,49065,16098,329,363,19,44,46859,63712,1996,10169,17119,2756,2495,374183,3076,2081,6493,5,22,8,48,28,15,327804,2,4184,9,49,9,41331,5,374183,664,49981,40933,110054,214826,285463,374183,192776,181403,4,374183,0,442,128085,31026,473,2968,0.2090971873430437,0.4387870416875942,0.2608770718232044,NA,NA,0.0017745327820879089,0,0.6970795663820526,8.872663910439544e-4
81,KP,Kohat,Hangu,61163,528902,8.65,518811,0.32,HANGU,42053,16729,2366,8970,2955,48738,485,40016,7582,61148,41758,51700,5426,4022,44707,5458,61148,54870,40273,20875,13419,20497,16239,5,64,10924,61148,6454,20590,52444,10714,8626,525623,10448,5712,18294,436,2,0,24,1,61,107,0,49,1001,523446,33,0,70,525623,393,199536,161002,74841,373119,451025,525623,258721,266894,8,442054,83569,528,195411,95518,355,10078,0.6877248642637536,0.8454896317132203,0.8973310656113037,NA,NA,7.476841766817662e-4,0,0.1898181461372408,3.738420883408831e-4
82,KP,Kohat,Karak,96026,815878,8.5,705362,2.46,KARAK,72244,13484,10269,27554,673,62544,5226,66405,12521,95997,80689,84662,11089,246,67712,13119,95997,78128,27233,68764,18140,33054,10201,20,308,34274,95997,11667,29971,99934,21611,16641,815150,19974,10600,32414,882,0,0,3,0,15,1,0,52,243,813352,150,0,103,815150,349,451816,374674,68993,573227,688551,815150,420949,394190,11,757113,58037,820,309291,149097,421,15095,0.7525651843286769,0.8819233934393783,0.8138587664197839,NA,NA,4.2814205974360547e-4,0,0.18388421860405357,2.1407102987180274e-4
83,KP,Kohat,Kohat,169734,1234661,7.27,1111266,1.78,KOHAT,148926,14440,6313,61085,8177,98381,2036,118517,20034,169679,125059,151992,7952,9735,120570,21201,169679,151724,118863,50816,59029,73968,14043,61,307,22271,169679,17215,55074,147238,29363,23445,1234579,28031,16246,49130,1086,26,60,153441,1,181,33,0,306,6601,1060557,1400,76,548,1234579,10263,620072,527155,115836,900401,1067084,1234579,629529,605021,29,955880,278699,1438,493026,223003,762,27266,0.8776925842325803,0.8957619976543945,0.8941825446873214,NA,NA,0.008312955266532154,0,0.1107876244752346,0.004156477633266077
84,KP,Kohat,Kurram,94575,785434,8.3,615372,4.16,KURRAM,48577,39828,6143,1465,3547,87719,1817,45096,30846,94548,50696,61816,19355,13377,57105,16550,94548,60938,49726,44822,38957,6767,14040,186,131,34467,94548,7301,24448,59628,11979,9634,785434,11896,6282,20993,940,13,4,62,0,159,1,5,3573,569,779102,101,40,238,785434,627,235135,179598,145470,509976,640304,785434,406914,378505,15,739963,45471,290,275133,119822,350,11278,0.5137813597326226,0.6538054744679951,0.6445191860219148,NA,NA,7.982847699488435e-4,0,0.3959646599258225,3.9914238497442176e-4
85,KP,Kohat,Orakzai,52108,387561,7.44,254303,7.3,ORAKZAI,14966,27628,9510,369,5,50483,1247,22377,13734,52104,29042,32736,19368,0,29157,6407,52104,30977,17122,34982,16335,7061,9538,0,9,19161,52104,2965,6228,30223,6636,4557,387561,6113,3121,9588,240,2,0,0,0,5,1,0,18,9,387040,3,0,34,387561,209,110194,83690,73007,249296,313045,387561,204870,182684,7,387561,0,154,138841,52114,70,4108,0.2872332258559803,0.6282818977429756,0.5945224934745893,NA,NA,5.392699471825081e-4,0,0.49665412764215155,2.6963497359125404e-4
86,KP,Malakand,Bajaur,181721,1287960,7.09,1090987,2.81,BAJAUR,47197,97164,37338,1348,786,154436,25129,86674,25235,181699,71630,105826,38770,37103,106132,20391,181699,124871,102263,79436,53509,43122,37199,5,328,47536,181699,10962,41372,81055,15314,13634,1283113,15032,9322,28682,1059,0,1,21,0,15,17,0,160,145,1281221,12,4,86,1283113,372,283927,214570,292894,817059,1045311,1283113,648473,634625,15,1283113,0,137,477708,150517,360,10850,0.25975376859531424,0.5824247794429248,0.6872409864666289,NA,NA,2.8991990572926934e-4,0,0.4901934884983774,1.4495995286463467e-4
87,KP,Malakand,Buner,118692,1016869,8.57,895460,2.15,BUNER,95360,12918,10387,418,1331,115435,1481,73466,24987,118665,70609,87115,4411,27139,81976,15360,118665,104746,81289,37376,56027,38901,11290,3,66,12378,118665,12280,38872,96662,19076,16071,1016674,17888,10584,33079,662,0,11,21023,0,9,969,0,18239,162,975062,51,0,90,1016674,396,410831,308960,123628,706190,860580,1016674,508079,508567,28,1016674,0,430,388363,166425,407,16630,0.8036067922302279,0.7341254792904395,0.8827034087557409,NA,NA,3.895053871742565e-4,0,0.19318810657453056,1.9475269358712824e-4
88,KP,Malakand,Lower Chitral,46050,320407,6.96,278328,2.38,LOWER CHITRAL,39855,2534,3639,167,523,45067,271,35753,7547,46028,38861,40443,1694,3891,32723,10674,46028,38085,29480,16548,36037,772,1317,0,87,7815,46028,3259,11064,24316,5266,4154,318234,5562,2136,9362,17,2,0,66,5065,7,1418,1,279298,138,29799,8,52,6,318234,2357,182216,152589,17282,230856,271994,318234,162541,155693,0,262710,55524,379,126988,61240,127,8341,0.865885982445468,0.878660815155992,0.8274311288780742,NA,NA,0.007406499619776643,0,0.14267402450682187,0.0037032498098883214
89,KP,Malakand,Lower Dir,202899,1650183,8.13,1436082,2.35,LOWER DIR,188640,10296,3900,17423,13467,169114,2832,139539,28093,202836,148161,181551,6793,14492,161315,13715,202836,147642,100703,102133,56392,44294,51530,34,97,50489,202836,13463,40113,80442,16389,17128,1648620,18899,6349,32977,1313,0,0,281,18,109,557,0,3860,331,1641018,96,13,175,1648620,849,803988,634720,149533,1106546,1364058,1648620,812802,835791,27,1600760,47860,498,599468,269662,362,22558,0.9300124238300893,0.8950630065668816,0.72788854049577,NA,NA,5.149761618808457e-4,0,0.14901200970241968,2.574880809404229e-4
90,KP,Malakand,Malakand Protected Area,113159,826250,7.3,717806,2.38,MALAKAND,109528,1663,1927,38943,5214,68144,817,77465,18967,113118,85839,97817,5464,9837,85765,11693,113118,102648,89510,23608,27372,63429,13256,52,40,8969,113118,9029,29052,63766,12819,11471,825377,12616,6673,23033,839,0,1,46,1,39,447,0,11466,461,811446,42,12,115,825377,462,434259,358119,54983,580753,697517,825377,422374,402991,12,751852,73525,380,323629,138779,262,13303,0.9682632295479058,0.8647341713962411,0.9074417864530844,NA,NA,5.597442138562136e-4,0,0.08652027086758962,2.798721069281068e-4
91,KP,Malakand,Shangla,125551,891252,7.1,759609,2.71,SHANGLA,93552,13920,18068,670,932,122178,1760,61772,34654,125540,63094,84932,8813,31795,72205,20853,125540,85344,67298,58242,79473,2390,4133,0,171,39373,125540,9365,33857,70039,13191,11342,890846,12705,7900,24972,555,8,0,250,2,13,9175,6,30438,58,849833,4,19,107,890846,378,256458,196832,163716,583402,737720,890846,459770,431070,6,890846,0,140,338933,108413,194,15424,0.745196750039828,0.6765333758164729,0.6798151983431575,NA,NA,4.243157627693226e-4,0,0.2994848919335139,2.121578813846613e-4
92,KP,Malakand,Swat,381246,2687384,7.05,2308624,2.57,SWAT,360471,8259,12482,69106,13387,295708,3011,250361,48375,381212,276863,335531,10767,34914,301711,24444,381212,304345,225946,155266,198611,51921,55356,101,217,75006,381212,24695,62783,164540,34941,30224,2686076,32749,16732,57470,2161,11,1,491,17,173,39565,0,163758,1151,2476066,92,126,244,2686076,2220,1177114,903484,294320,1877188,2285030,2686076,1374732,1311257,87,1892670,793406,882,1026922,440150,759,42809,0.9455919540832922,0.8801690397993768,0.7983615416093932,NA,NA,8.264844330540163e-4,0,0.1252924881693126,4.1324221652700815e-4
93,KP,Malakand,Upper Chitral,26368,195528,7.42,169297,2.44,UPPER CHITRAL,22857,2510,998,117,56,25288,904,23915,1985,26365,25432,24953,1017,395,18589,7418,26365,19090,7524,18841,18520,221,371,0,3,7250,26365,2125,5247,12480,3290,2339,195161,3019,908,4892,3,0,0,2,0,0,16,0,194851,17,107,2,12,1,195161,150,126006,111343,4613,150810,169934,195161,100319,94842,0,195161,0,239,82325,44832,55,5410,0.8669448131993173,0.9464441494405462,0.7240659965863835,NA,NA,7.685961846885392e-4,0,0.15418168025791767,3.842980923442696e-4
94,KP,Malakand,Upper Dir,149557,1083566,7.25,947401,2.27,UPPER DIR,120847,15099,13590,785,5959,140956,1836,66280,50558,149536,82837,120845,5803,22888,94621,25137,149536,71885,42534,107002,62020,5899,4134,4,139,77340,149536,12262,48122,82973,15241,14819,1082416,17315,8287,32869,1098,1,0,12,16,232,55327,0,39968,48,985233,6,6,111,1082416,358,435501,322810,137403,690202,877423,1082416,536739,545665,12,1035578,46838,191,375600,152248,220,14098,0.808146533276268,0.8081331585705115,0.4807203616520437,NA,NA,3.3074160027198415e-4,0,0.3009999821670589,1.6537080013599207e-4
95,KP,Mardan,Mardan,400904,2744898,6.85,2373399,2.46,MARDAN,383734,7336,9789,127914,10195,256599,6151,276829,27981,400859,283010,370827,11344,18688,278455,28392,400859,390381,376225,24634,39456,342013,9929,142,102,9217,400859,32023,98824,266027,52124,43403,2740692,49629,28853,89717,2315,2,13,2531,4,90,2677,0,10185,3323,2715074,236,28,353,2740692,3861,1327612,1090251,230969,1954332,2333697,2740692,1406763,1333876,53,2287577,453115,1135,1071887,486340,1025,48645,0.957279242826031,0.9250808887913207,0.9738611332164178,NA,NA,0.0014087682964740293,0,0.04792624505541021,7.043841482370146e-4
96,KP,Mardan,Swabi,279035,1894600,6.79,1625477,2.59,SWABI,264225,8973,5778,42227,9528,224625,2596,194854,26842,278976,193274,245358,8719,24899,187965,31551,278976,262696,234194,44782,35486,195571,36050,172,63,11634,278976,18086,49199,136200,28557,24637,1890230,27935,12810,48685,1321,11,11,38842,2,223,1563,0,4002,3843,1837778,462,27,334,1890230,1811,972429,801359,145589,1370367,1626200,1890230,956952,933243,35,1550890,339340,1608,741979,349956,810,40523,0.9471244838265658,0.8794950103234687,0.9416437256251434,NA,NA,9.580844659115558e-4,0,0.07724559340827408,4.790422329557779e-4
97,KP,Peshawar,Charsadda,263993,1835504,6.95,1610960,2.2,CHARSADDA,236418,20094,7422,86717,7242,165177,4798,172749,26136,263934,185710,246101,8119,9714,186149,15701,263934,257830,250716,13218,13328,217972,28711,306,53,3564,263934,19942,61736,172675,33628,27266,1835136,31773,18872,57739,1313,1,0,396,13,38,984,0,2042,338,1828826,32,7,155,1835136,991,850304,697011,166630,1292257,1553804,1835136,950698,884419,19,1542721,292415,455,714415,317226,470,27023,0.8957466639387119,0.9324338660422682,0.9768730061303205,NA,NA,5.4001447304178e-4,0,0.06498215462956647,2.7000723652089e-4
98,KP,Peshawar,Khyber,166829,1146267,6.87,984246,2.58,KHYBER,54335,97549,14921,3507,10716,140041,12541,79684,22087,166805,72253,78819,71196,16790,119268,12626,166805,117755,63525,103280,71069,18310,37504,27,313,39582,166805,7265,18944,53051,11295,9339,1145982,11142,4807,19350,1043,0,4,48,0,20,11,0,786,765,1142581,6,2,96,1145982,620,377913,288669,213510,750674,949708,1145982,598131,547841,10,1051404,94578,230,420704,150665,239,13599,0.3257396361020353,0.4725218069002728,0.7059440664248674,NA,NA,5.41020714112438e-4,0,0.4985981635242749,2.70510357056219e-4
99,KP,Peshawar,Mohmand,63982,553933,8.66,474345,2.63,MOHMAND,24601,33359,6013,549,694,56785,5945,40396,3909,63973,31366,28806,21107,14060,42611,5624,63973,47984,26855,37118,12041,18478,20217,14,48,13175,63973,5683,24290,46124,8068,7137,553933,7765,5569,15708,405,0,0,9,0,10,103,0,120,255,552830,13,0,36,553933,152,139733,113307,123082,362180,457993,553933,281384,272543,6,553933,0,39,204957,74566,104,4503,0.38455285823706875,0.45028371344160817,0.7500664342769606,NA,NA,2.7440141677784137e-4,0,0.47169899801478743,1.3720070838892068e-4
100,KP,Peshawar,Nowshera,259911,1740705,6.7,1520995,2.28,NOWSHERA,243988,7955,7831,140024,6739,105304,7707,181665,23791,259774,186895,236082,9770,13922,181061,22688,259774,245363,207032,52742,61299,169140,15407,1614,131,12183,259774,18776,55945,161723,32562,26497,1735689,31303,16986,54935,1962,58,60,39058,56,617,1250,18,3956,18749,1649524,1039,113,2003,1735689,17226,871117,713608,140214,1256704,1493498,1735689,884066,851573,50,1398117,337572,1233,692389,309178,785,33269,0.9392317937899867,0.9087976471856306,0.9445248562211769,NA,NA,0.009924589024877152,0,0.06914856760106858,0.004962294512438576
101,KP,Peshawar,Peshawar,691505,4758762,6.88,4331959,1.58,PESHAWAR,634049,41899,15028,395549,33963,243094,18370,430070,55573,690976,463334,625150,38445,27381,464189,51050,690976,670248,599302,91674,294991,333339,45682,683,361,15920,690976,45616,137871,411088,81715,64292,4750388,75575,45751,135098,5070,318,161,179879,278,634,1253,24,24839,26133,4421285,3229,332,1621,4750388,85332,2131050,1808869,519928,3394763,4063745,4750388,2421803,2328398,187,2850828,1899560,1493,1814845,888974,1239,71344,0.9176136363636364,0.9047347520029639,0.9700018524521836,NA,NA,0.01796316427205525,0,0.06921658639373873,0.008981582136027625
102,Balochistan,Kalat,Awaran,27808,178958,6.44,121821,6.64,AWARAN,3340,17195,7261,312,254,26399,831,24738,1666,27796,20910,14432,7553,5811,25205,1472,27796,20661,9233,18563,6226,8170,8620,0,27,4753,27796,1054,5805,6964,1013,1144,178958,1406,861,2830,176418,0,2095,2,0,82,0,0,90,12,8,2,0,30,178958,219,55636,42298,33451,116409,147477,178958,91623,87318,17,132122,46836,131,62026,26602,42,1838,0.1201611742696791,0.5192113973233559,0.7433083896963592,NA,NA,0.0012237508242157378,0,0.5391063462368686,6.118754121078689e-4
103,Balochistan,Kalat,Kalat,33415,272506,8.16,211201,4.35,KALAT,13921,12318,6862,358,623,30168,1952,16650,6564,33101,16917,13712,10993,8396,20008,5554,33101,19408,8260,24841,9401,5166,8103,9,69,10353,33101,1688,5796,17735,3503,2456,271560,3379,1967,5876,69320,0,198844,74,3,25,0,1,168,37,1826,14,71,937,271560,240,90237,67857,52253,170917,219242,271560,138611,132942,7,227120,44440,71,83612,43747,58,2635,0.420561312347059,0.41424730370683666,0.5863266970786382,NA,NA,8.837825894829872e-4,0,0.5262882289558221,4.418912947414936e-4
104,Balochistan,Kalat,Khuzdar,161594,997214,6.17,798896,3.78,KHUZDAR,58171,69317,33962,1308,4044,139138,16960,107880,17653,161450,85673,71788,42743,46919,109162,21464,161450,110230,52933,108517,40929,48044,31439,13,1463,39562,161450,5866,32006,50391,8177,7286,997214,8925,6410,18879,186571,1,787122,435,0,200,0,7,404,400,8188,341,288,12161,997214,1096,256170,239864,234905,621603,795229,997214,537313,459867,34,632836,364378,516,343016,128152,474,8557,0.36030349953545987,0.4446454010529576,0.6827500774233509,NA,NA,0.001099061986694932,0,0.5041003406627439,5.49530993347466e-4
105,Balochistan,Kalat,Lasbela,115635,680977,5.89,576271,2.83,LASBELA,70451,22506,22582,20259,2331,91426,1523,83308,9427,115539,71503,80605,10658,24276,81712,13784,115539,95457,26224,89315,22648,38130,9781,157,262,44561,115539,5206,8583,53638,12178,7932,680816,10706,5570,16258,512782,8,55063,1425,23,362,24,242,15899,3536,17421,4467,47,67822,680816,1695,209521,172052,127144,471778,575409,680816,348763,332028,25,350231,330585,688,247110,119704,348,14553,0.6097594751555752,0.6976432200382555,0.8261885597071119,NA,NA,0.0024896594674625743,0,0.28880291503301914,0.0012448297337312871
106,Balochistan,Kalat,Mastung,43736,313271,7.16,265676,2.79,MASTUNG,31422,6369,5904,14741,146,27149,1659,28331,2352,43695,27578,29513,10921,3261,31195,1859,43695,33734,16425,27270,13961,7414,8242,41,288,13749,43695,1812,4912,19810,4175,2834,312378,3921,2121,6567,22473,0,278178,212,0,19,0,0,1776,210,6631,796,154,1738,312378,191,109103,93253,57702,202839,253990,312378,166251,146124,3,272115,40263,78,99079,56847,110,3815,0.7191211809131479,0.675431971621467,0.7720334134340313,NA,NA,6.114387056706938e-4,0,0.2778044780104513,3.057193528353469e-4
107,Balochistan,Kalat,Surab,51021,278092,5.45,200857,5.59,SURAB,24162,21861,5204,3238,1128,39129,7732,24987,4431,51227,24066,25206,17324,8697,28762,3442,51227,37171,15738,35489,10411,11612,18871,4,72,10257,51227,1320,5073,14705,2815,2032,279038,2812,1719,4955,8102,0,269979,120,1,5,0,0,127,3,321,15,72,153,279038,140,68097,61559,69427,164423,214768,279038,141648,137372,18,242570,36468,139,95493,29817,97,2068,0.4716653327346907,0.4920452105335077,0.7256134460343179,NA,NA,5.017237795569063e-4,0,0.4368920035658279,2.5086188977845313e-4
108,Balochistan,Loralai,Barkhan,23069,210249,9.11,171025,3.51,BARKHAN,10589,9016,3448,97,54,21584,1318,6493,9883,23053,5340,6572,3771,12710,8576,7549,23053,16148,2524,20529,2117,9014,9342,17,43,2520,23053,2508,4442,20723,5570,3479,210249,5586,1852,7197,207354,0,0,0,0,127,0,0,56,173,1138,1274,0,1,210249,126,54468,42185,46164,125459,166523,210249,109624,100617,8,195824,14425,45,66158,26421,49,2673,0.4593328417125754,0.2850822018826183,0.7004728234936884,NA,NA,5.992894139805659e-4,0,0.5183707109703726,2.9964470699028295e-4
109,Balochistan,Loralai,Duki,43069,205044,4.76,152977,5.02,DUKI,24570,14037,4452,354,105,40186,2414,18539,5364,43059,18881,19306,11742,12011,25958,3803,43059,35091,25780,17279,19222,10392,6044,6,142,7253,43059,887,1284,10095,2332,1396,205044,2312,977,3084,9944,1,1409,6,0,29,1,0,825,175,191249,708,3,470,205044,224,44234,60847,46819,137711,169887,205044,107221,97775,48,195261,9783,63,80405,30687,87,1460,0.5706124155228872,0.4483615504308042,0.814951578067303,NA,NA,0.0010924484500887614,0,0.38869148532633524,5.462242250443807e-4
110,Balochistan,Loralai,Loralai,38284,272432,7.12,244446,1.83,LORALAI,20929,13840,3445,417,1556,33541,2700,16784,4758,38214,17083,20006,6870,11338,24096,4177,38214,27735,13233,24981,8488,9190,8357,15,98,12066,38214,1870,5201,19033,3986,2886,269364,3796,2018,6374,3052,0,136,117,0,88,3,3,605,1929,259266,2607,5,118,269364,1435,90049,72498,47338,167957,214769,269364,141301,128046,17,211978,57386,41,84231,44323,56,2446,0.5476788611503638,0.5235254095357722,0.7257811273355315,NA,NA,0.005327363716012533,0,0.40100486732611085,0.0026636818580062665
111,Balochistan,Loralai,Musakhel,31257,182275,5.83,167243,1.45,MUSAKHEL,7738,14290,9224,154,91,28781,2226,12379,10572,31252,8599,8352,6219,16681,13281,10533,31252,12809,8028,23224,4714,4838,5639,3,11,16047,31252,1238,4432,13224,2594,1832,182275,2392,1534,4367,21881,0,1,1,0,18,0,0,2601,16,156450,1228,0,10,182275,69,54494,39383,35220,107604,142098,182275,96706,85566,3,166470,15805,43,60380,18980,237,2109,0.24760015359017024,0.2672468961986433,0.4098617688467938,NA,NA,3.785488958990536e-4,0,0.6917637271214643,1.892744479495268e-4
112,Balochistan,Mekran,Gwadar,50376,305160,6.06,262253,2.56,GWADAR,40346,5795,4216,2932,5015,41588,822,33476,1282,50357,29969,39518,4704,6135,36324,887,50357,44228,31572,18785,37011,938,2243,281,104,9780,50357,2668,9301,27065,5540,3876,302831,5129,3190,8714,295733,7,1064,224,0,224,2,3,620,1282,786,313,2,1362,302831,1209,133755,107650,33621,214036,256693,302831,159626,143174,31,146125,156706,495,106205,61084,171,4886,0.8011994360267689,0.7847568361896062,0.8782890164227416,NA,NA,0.003992325752647516,0,0.17858490378696112,0.001996162876323758
113,Balochistan,Mekran,Kech,253526,1060931,4.18,907182,2.65,KECH,154549,45925,53001,2057,15876,220025,15517,142312,19945,253475,127898,142587,64806,46082,145814,19307,253475,180457,143109,110366,74406,50726,80734,94,625,46890,253475,7079,21401,73350,15561,10281,1060814,14750,8400,22922,1057958,1,269,6,0,955,0,0,217,79,128,21,0,134,1060814,1046,401245,363534,136717,732240,867502,1060814,555163,505528,123,674168,386646,2042,454138,142587,1151,11985,0.6097208797711806,0.5625288489989151,0.7119321432093895,NA,NA,9.860352521742738e-4,0,0.37193937600683824,4.930176260871369e-4
114,Balochistan,Mekran,Panjgur,117157,509781,4.35,315353,8.36,PANJGUR,53694,26884,36511,2195,6527,96380,11987,53177,8783,117089,48341,26316,67419,23354,56592,8018,117089,85793,74208,42881,15983,18574,66562,10,494,15466,117089,4101,14849,43850,8680,5952,509781,7665,5494,13393,507884,0,47,29,0,737,4,0,233,61,212,73,1,52,509781,448,138517,149007,90815,354229,414667,509781,269372,240314,95,352088,157693,620,217355,77573,437,3273,0.4585742469403616,0.2247521116415718,0.732716139005372,NA,NA,8.788087433623458e-4,0,0.5279858341375648,4.394043716811729e-4
115,Balochistan,Nasirabad,Jaffarabad,81580,594558,7.29,513972,2.46,JAFFARABAD,60832,7773,12957,11216,298,43183,26865,22471,42732,81562,31694,38632,15203,27727,26620,35689,81562,39465,19819,61743,21839,13193,4774,261,291,41204,81562,3009,10884,26715,5024,3902,594558,4967,2856,9542,308633,0,71750,1046,17,192,0,3,2072,752,2207,91835,69,114911,594558,1071,148852,131318,137885,369647,475921,594558,301370,293177,11,431165,163393,213,196322,81540,267,10276,0.7458375223756161,0.47365194575905445,0.48386503518795515,NA,NA,0.0018013381369016985,0,0.43221516555912476,9.006690684508493e-4
116,Balochistan,Nasirabad,Jhal Magsi,30967,203368,6.57,148900,5.35,JHAL MAGSI,13917,9934,7102,204,44,27397,3308,11869,14394,30953,14463,10712,8562,11679,11908,15044,30953,12153,5652,25301,5350,4464,2496,45,100,18498,30953,1200,4834,10126,1815,1479,203368,1888,1144,3717,153395,0,4243,72,0,99,0,0,92,22,322,11716,0,33218,203368,189,45271,39087,50408,129692,167326,203368,103422,99933,13,179238,24130,44,71200,27123,88,2414,0.4496171615029238,0.3460730785384292,0.3926275320647433,NA,NA,9.293497502065221e-4,0,0.6038940759646345,4.6467487510326106e-4
117,Balochistan,Nasirabad,Kachhi,50035,442612,8.85,309932,6.14,KACHHI,38750,5593,5689,6909,98,39320,3705,21048,8961,50032,23840,24724,18290,7018,24277,6871,50032,13678,10930,39102,8383,2647,2813,84,82,36023,50032,2177,9639,21315,3920,3002,442674,3922,2588,7403,260630,0,45355,159,0,362,85,0,824,1631,2492,54408,46,75238,442674,1444,88361,83731,140355,277258,358827,442674,233584,209056,34,362222,80452,218,121147,76297,180,4766,0.7745043172369683,0.49416373520946594,0.27338503357850974,NA,NA,0.003261994153711309,0,0.485982304658352,0.0016309970768556546
118,Balochistan,Nasirabad,Nasirabad,87540,563377,6.44,487847,2.43,NASIRABAD,61579,12392,13545,4086,269,55831,27330,28089,42306,87516,32241,26788,25498,35230,31147,36804,87516,45550,28536,58980,23106,20306,4578,110,81,39335,87516,2227,5420,19131,4124,2931,563315,3634,2063,6117,243392,0,128273,596,0,136,0,2,581,239,1787,68454,25,119187,563315,643,107983,100345,151207,346468,449271,563315,287902,275395,18,456363,106952,114,194518,66630,194,6657,0.7036313359842772,0.30609260021024726,0.5204762557703734,NA,NA,0.0011414572663607395,0,0.489933269345034,5.707286331803697e-4
