"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","TOILET_SEPARATE","TOILET_FLUSH","TOILET_NON_FLUSH","TOILET_NONE","WASHROOM_SEPARATE","WASHROOM_NONE"
"PUNJAB","RAWALPINDI","RAWALPINDI","KOTLI SATTIAN","TEHSIL","URBAN",4270,3499,3706,260,304,2816,1237
"PUNJAB","RAWALPINDI","RAWALPINDI","MURREE","TEHSIL","OVERALL",45280,39096,42131,1051,2098,29466,12420
"PUNJAB","RAWALPINDI","RAWALPINDI","MURREE","TEHSIL","RURAL",41198,35872,38219,923,2056,26890,11714
"PUNJAB","RAWALPINDI","RAWALPINDI","MURREE","TEHSIL","URBAN",4082,3224,3912,128,42,2576,706
"PUNJAB","RAWALPINDI","RAWALPINDI","RAWALPINDI","TEHSIL","OVERALL",589748,514225,568480,13338,7930,495370,27031
"PUNJAB","RAWALPINDI","RAWALPINDI","RAWALPINDI","TEHSIL","RURAL",62208,54601,56705,2262,3241,54019,3966
"PUNJAB","RAWALPINDI","RAWALPINDI","RAWALPINDI","TEHSIL","URBAN",527540,459624,511775,11076,4689,441351,23065
"PUNJAB","RAWALPINDI","RAWALPINDI","TAXILA","TEHSIL","OVERALL",126189,114775,122903,2312,974,113808,1838
"PUNJAB","RAWALPINDI","RAWALPINDI","TAXILA","TEHSIL","RURAL",34364,30948,32283,1525,556,31029,549
"PUNJAB","RAWALPINDI","RAWALPINDI","TAXILA","TEHSIL","URBAN",91825,83827,90620,787,418,82779,1289
"PUNJAB","SAHIWAL","SAHIWAL","CHICHAWATNI","TEHSIL","OVERALL",176270,143387,159047,4070,13153,137679,19907
"PUNJAB","SAHIWAL","SAHIWAL","CHICHAWATNI","TEHSIL","RURAL",158484,127709,141637,3909,12938,122173,19517
"PUNJAB","SAHIWAL","SAHIWAL","CHICHAWATNI","TEHSIL","URBAN",17786,15678,17410,161,215,15506,390
"PUNJAB","SAHIWAL","SAHIWAL","SAHIWAL","TEHSIL","OVERALL",270336,199800,238059,4565,27712,192761,36599
"PUNJAB","SAHIWAL","SAHIWAL","SAHIWAL","TEHSIL","RURAL",165964,113659,137213,3226,25525,109433,31257
"PUNJAB","SAHIWAL","SAHIWAL","SAHIWAL","TEHSIL","URBAN",104372,86141,100846,1339,2187,83328,5342
"PUNJAB","SARGODHA","SARGODHA","BHALWAL","TEHSIL","OVERALL",67654,48702,60618,401,6635,49459,5646
"PUNJAB","SARGODHA","SARGODHA","BHALWAL","TEHSIL","RURAL",41882,27587,35187,338,6357,28784,4919
"PUNJAB","SARGODHA","SARGODHA","BHALWAL","TEHSIL","URBAN",25772,21115,25431,63,278,20675,727
"PUNJAB","SARGODHA","SARGODHA","BHERA","TEHSIL","OVERALL",64910,40916,51820,1882,11208,39111,13735
"PUNJAB","SARGODHA","SARGODHA","BHERA","TEHSIL","RURAL",45823,26207,33689,1582,10552,24904,12524
"PUNJAB","SARGODHA","SARGODHA","BHERA","TEHSIL","URBAN",19087,14709,18131,300,656,14207,1211
"PUNJAB","SARGODHA","SARGODHA","KOT MOMIN","TEHSIL","OVERALL",79456,43059,49220,2902,27334,42096,28725
"PUNJAB","SARGODHA","SARGODHA","KOT MOMIN","TEHSIL","RURAL",69894,35714,41119,2411,26364,35069,27350
"PUNJAB","SARGODHA","SARGODHA","KOT MOMIN","TEHSIL","URBAN",9562,7345,8101,491,970,7027,1375
"PUNJAB","SARGODHA","SARGODHA","SAHIWAL","TEHSIL","OVERALL",62790,43691,54423,478,7889,42744,9172
"PUNJAB","SARGODHA","SARGODHA","SAHIWAL","TEHSIL","RURAL",47812,31673,39738,402,7672,30792,8852
"PUNJAB","SARGODHA","SARGODHA","SAHIWAL","TEHSIL","URBAN",14978,12018,14685,76,217,11952,320
"PUNJAB","SARGODHA","SARGODHA","SARGODHA","TEHSIL","OVERALL",280479,211319,254034,4949,21496,207771,26192
"PUNJAB","SARGODHA","SARGODHA","SARGODHA","TEHSIL","RURAL",113598,76011,95210,2362,16026,74692,18072
"PUNJAB","SARGODHA","SARGODHA","SARGODHA","TEHSIL","URBAN",166881,135308,158824,2587,5470,133079,8120
"PUNJAB","SARGODHA","SARGODHA","SHAHPUR","TEHSIL","OVERALL",70184,42833,58583,1645,9956,42674,10410
"PUNJAB","SARGODHA","SARGODHA","SHAHPUR","TEHSIL","RURAL",54215,31471,43608,1481,9126,31502,9197
"PUNJAB","SARGODHA","SARGODHA","SHAHPUR","TEHSIL","URBAN",15969,11362,14975,164,830,11172,1213
"PUNJAB","SARGODHA","SARGODHA","SILLANWALI","TEHSIL","OVERALL",58848,41461,49934,761,8153,40389,9424
"PUNJAB","SARGODHA","SARGODHA","SILLANWALI","TEHSIL","RURAL",51752,34897,42968,748,8036,33833,9285
"PUNJAB","SARGODHA","SARGODHA","SILLANWALI","TEHSIL","URBAN",7096,6564,6966,13,117,6556,139
"PUNJAB","LAHORE","SHEIKHUPURA","FEROZEWALA","TEHSIL","OVERALL",144449,120328,139520,2606,2323,118733,4637
"PUNJAB","LAHORE","SHEIKHUPURA","FEROZEWALA","TEHSIL","RURAL",95343,77683,91906,1640,1797,76701,3559
"PUNJAB","LAHORE","SHEIKHUPURA","FEROZEWALA","TEHSIL","URBAN",49106,42645,47614,966,526,42032,1078
"PUNJAB","LAHORE","SHEIKHUPURA","MURIDKE","TEHSIL","OVERALL",102033,84708,99360,1074,1599,82356,4249
"PUNJAB","LAHORE","SHEIKHUPURA","MURIDKE","TEHSIL","RURAL",55268,44663,53266,701,1301,42911,3504
"PUNJAB","LAHORE","SHEIKHUPURA","MURIDKE","TEHSIL","URBAN",46765,40045,46094,373,298,39445,745
"PUNJAB","LAHORE","SHEIKHUPURA","SAFDARABAD","TEHSIL","OVERALL",45522,36911,42622,1192,1708,35809,3160
"PUNJAB","LAHORE","SHEIKHUPURA","SAFDARABAD","TEHSIL","RURAL",32330,26106,29850,958,1522,25592,2168
"PUNJAB","LAHORE","SHEIKHUPURA","SAFDARABAD","TEHSIL","URBAN",13192,10805,12772,234,186,10217,992
"PUNJAB","LAHORE","SHEIKHUPURA","SHARAK PUR","TEHSIL","OVERALL",35648,28820,32879,834,1935,28097,2858
"PUNJAB","LAHORE","SHEIKHUPURA","SHARAK PUR","TEHSIL","RURAL",27825,21833,25182,769,1874,21136,2766
"PUNJAB","LAHORE","SHEIKHUPURA","SHARAK PUR","TEHSIL","URBAN",7823,6987,7697,65,61,6961,92
"PUNJAB","LAHORE","SHEIKHUPURA","SHEIKHUPURA","TEHSIL","OVERALL",265608,222797,255560,3993,6055,219699,9745
"PUNJAB","LAHORE","SHEIKHUPURA","SHEIKHUPURA","TEHSIL","RURAL",151380,123756,143606,2880,4894,121645,7501
"PUNJAB","LAHORE","SHEIKHUPURA","SHEIKHUPURA","TEHSIL","URBAN",114228,99041,111954,1113,1161,98054,2244
"PUNJAB","GUJRANWALA","SIALKOT","DASKA","TEHSIL","OVERALL",143666,122800,137421,2028,4217,121341,5815
"PUNJAB","GUJRANWALA","SIALKOT","DASKA","TEHSIL","RURAL",104824,88389,99537,1421,3866,87452,4881
"PUNJAB","GUJRANWALA","SIALKOT","DASKA","TEHSIL","URBAN",38842,34411,37884,607,351,33889,934
"PUNJAB","GUJRANWALA","SIALKOT","PASRUR","TEHSIL","OVERALL",139334,116820,131198,2001,6135,114781,8419
"PUNJAB","GUJRANWALA","SIALKOT","PASRUR","TEHSIL","RURAL",119326,99662,111997,1916,5413,97535,7929
"PUNJAB","GUJRANWALA","SIALKOT","PASRUR","TEHSIL","URBAN",20008,17158,19201,85,722,17246,490
"PUNJAB","GUJRANWALA","SIALKOT","SAMBRIAL","TEHSIL","OVERALL",71680,61332,68364,1417,1899,60763,2430
"PUNJAB","GUJRANWALA","SIALKOT","SAMBRIAL","TEHSIL","RURAL",48433,42085,45778,1149,1506,41533,2062
"PUNJAB","GUJRANWALA","SIALKOT","SAMBRIAL","TEHSIL","URBAN",23247,19247,22586,268,393,19230,368
"PUNJAB","GUJRANWALA","SIALKOT","SIALKOT","TEHSIL","OVERALL",316640,278369,307614,4845,4181,274508,8396
"PUNJAB","GUJRANWALA","SIALKOT","SIALKOT","TEHSIL","RURAL",173023,152579,167276,2763,2984,149862,5901
"PUNJAB","GUJRANWALA","SIALKOT","SIALKOT","TEHSIL","URBAN",143617,125790,140338,2082,1197,124646,2495
"PUNJAB","FAISALABAD","TOBA TEK SINGH","GOJRA","TEHSIL","OVERALL",114653,95376,108528,1575,4550,93279,7143
"PUNJAB","FAISALABAD","TOBA TEK SINGH","GOJRA","TEHSIL","RURAL",80848,66187,75714,919,4215,64984,5691
"PUNJAB","FAISALABAD","TOBA TEK SINGH","GOJRA","TEHSIL","URBAN",33805,29189,32814,656,335,28295,1452
"PUNJAB","FAISALABAD","TOBA TEK SINGH","KAMALIA","TEHSIL","OVERALL",67925,48353,55549,4265,8111,47177,9606
"PUNJAB","FAISALABAD","TOBA TEK SINGH","KAMALIA","TEHSIL","RURAL",40148,25547,29173,3372,7603,24772,8643
"PUNJAB","FAISALABAD","TOBA TEK SINGH","KAMALIA","TEHSIL","URBAN",27777,22806,26376,893,508,22405,963
"PUNJAB","FAISALABAD","TOBA TEK SINGH","PIRMAHAL","TEHSIL","OVERALL",77813,60020,68575,1980,7258,58961,9011
"PUNJAB","FAISALABAD","TOBA TEK SINGH","PIRMAHAL","TEHSIL","RURAL",67723,50981,58946,1645,7132,49887,8907
"PUNJAB","FAISALABAD","TOBA TEK SINGH","PIRMAHAL","TEHSIL","URBAN",10090,9039,9629,335,126,9074,104
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","OVERALL",133505,111662,120497,3358,9650,110818,10704
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","RURAL",113635,94130,101307,3204,9124,93640,9847
"PUNJAB","FAISALABAD","TOBA TEK SINGH","TOBA TEK SINGH","TEHSIL","URBAN",19870,17532,19190,154,526,17178,857
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","OVERALL",190350,149623,169896,5362,15092,146142,19197
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","RURAL",133186,100930,114411,4865,13910,99108,15940
"PUNJAB","MULTAN","VEHARI","BUREWALA","TEHSIL","URBAN",57164,48693,55485,497,1182,47034,3257
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","OVERALL",177997,130867,155652,4500,17845,124468,25661
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","RURAL",144266,103595,123838,3964,16464,98334,22972
"PUNJAB","MULTAN","VEHARI","MAILSI","TEHSIL","URBAN",33731,27272,31814,536,1381,26134,2689
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","OVERALL",174689,128732,150898,5203,18588,123863,24928
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","RURAL",141019,100131,118290,4944,17785,96558,22493
"PUNJAB","MULTAN","VEHARI","VEHARI","TEHSIL","URBAN",33670,28601,32608,259,803,27305,2435
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","OVERALL",100478,49536,37988,24687,37803,51123,36474
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","RURAL",72403,31854,17749,20954,33700,33833,31779
"SINDH","HYDERABAD","BADIN","BADIN","TALUKA","URBAN",28075,17682,20239,3733,4103,17290,4695
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","OVERALL",72516,24451,20432,11049,41035,24903,40467
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","RURAL",62169,18928,14980,9238,37951,19351,37628
"SINDH","HYDERABAD","BADIN","GOLARCHI (S.F.RAHU)","TALUKA","URBAN",10347,5523,5452,1811,3084,5552,2839
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","OVERALL",95264,34460,37062,12497,45705,33036,47961
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","RURAL",72924,22831,19634,11567,41723,23147,41526
"SINDH","HYDERABAD","BADIN","MATLI","TALUKA","URBAN",22340,11629,17428,930,3982,9889,6435
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","OVERALL",39276,19309,12900,10774,15602,19678,15658
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","RURAL",28732,13170,6953,9034,12745,13362,12899
"SINDH","HYDERABAD","BADIN","TALHAR","TALUKA","URBAN",10544,6139,5947,1740,2857,6316,2759
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","OVERALL",90358,22897,19368,11822,59168,24591,57139
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","RURAL",75721,17450,12204,9772,53745,18822,51984
"SINDH","HYDERABAD","BADIN","TANDO BAGO","TALUKA","URBAN",14637,5447,7164,2050,5423,5769,5155
"SINDH","HYDERABAD","DADU","DADU","TALUKA","OVERALL",96196,58972,80368,15287,541,43555,19617
"SINDH","HYDERABAD","DADU","DADU","TALUKA","RURAL",58994,34430,46487,12127,380,21288,16059
"SINDH","HYDERABAD","DADU","DADU","TALUKA","URBAN",37202,24542,33881,3160,161,22267,3558
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","OVERALL",65519,44189,51800,12737,982,15430,34501
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","RURAL",58268,41526,45968,11360,940,13451,32527
"SINDH","HYDERABAD","DADU","JOHI","TALUKA","URBAN",7251,2663,5832,1377,42,1979,1974
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","OVERALL",76844,58351,64710,11279,855,38706,22966
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","RURAL",59964,48717,48990,10385,589,30534,20122
"SINDH","HYDERABAD","DADU","KHAIRPUR NATHAN SHAH","TALUKA","URBAN",16880,9634,15720,894,266,8172,2844
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","OVERALL",101912,61768,78046,22906,960,39131,25907
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","RURAL",79381,52019,57217,21599,565,31701,23287
"SINDH","HYDERABAD","DADU","MEHAR","TALUKA","URBAN",22531,9749,20829,1307,395,7430,2620
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","OVERALL",62056,16896,29762,3921,28373,15395,31906
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","RURAL",45686,8857,14990,3388,27308,8297,28978
"SINDH","SUKKUR","GHOTKI","DAHARKI","TALUKA","URBAN",16370,8039,14772,533,1065,7098,2928
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","OVERALL",100749,41795,69214,14062,17473,40937,20359
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","RURAL",77059,29459,48180,13179,15700,28820,18225
"SINDH","SUKKUR","GHOTKI","GHOTKI","TALUKA","URBAN",23690,12336,21034,883,1773,12117,2134
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","OVERALL",32258,6665,14749,3053,14456,6109,16679
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","RURAL",25835,4526,10307,2752,12776,4386,14096
"SINDH","SUKKUR","GHOTKI","KHANGARH","TALUKA","URBAN",6423,2139,4442,301,1680,1723,2583
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","OVERALL",67869,23919,33029,7641,27199,21084,32390
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","RURAL",53674,16016,21247,5933,26494,13637,30692
"SINDH","SUKKUR","GHOTKI","MIRPUR MATHELO","TALUKA","URBAN",14195,7903,11782,1708,705,7447,1698
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","OVERALL",68114,20936,39616,4753,23745,19982,26215
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","RURAL",59266,16546,31318,4554,23394,15947,25230
"SINDH","SUKKUR","GHOTKI","UBAURO","TALUKA","URBAN",8848,4390,8298,199,351,4035,985
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","OVERALL",138571,103096,132990,4794,787,101058,3075
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD CITY","TALUKA","URBAN",138571,103096,132990,4794,787,101058,3075
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","OVERALL",93742,52680,69084,10583,14075,39150,28255
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","RURAL",75495,40826,52341,10237,12917,29282,25368
"SINDH","HYDERABAD","HYDERABAD","HYDERABAD","TALUKA","URBAN",18247,11854,16743,346,1158,9868,2887
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","OVERALL",153348,108542,145513,5931,1904,103566,6608
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","HYDERABAD","LATIFABAD","TALUKA","URBAN",153348,108542,145513,5931,1904,103566,6608
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","OVERALL",62530,51548,56623,4811,1096,48844,3947
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","HYDERABAD","HYDERABAD","QASIMABAD","TALUKA","URBAN",62530,51548,56623,4811,1096,48844,3947
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","OVERALL",30660,12639,12552,4912,13196,11866,14642
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","RURAL",28111,11303,10317,4683,13111,10559,14527
"SINDH","LARKANA","JACOBABAD","GARHI KHAIRO","TALUKA","URBAN",2549,1336,2235,229,85,1307,115
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","OVERALL",68861,28382,43405,9333,16123,27493,18212
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","RURAL",35096,10560,12795,7457,14844,10587,15619
"SINDH","LARKANA","JACOBABAD","JACOBABAD","TALUKA","URBAN",33765,17822,30610,1876,1279,16906,2593
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","OVERALL",95535,41066,50292,17629,27614,40097,29170
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","RURAL",75519,29789,32637,16596,26286,28886,27802
"SINDH","LARKANA","JACOBABAD","THUL","TALUKA","URBAN",20016,11277,17655,1033,1328,11211,1368
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","OVERALL",86413,57506,70730,8746,6937,52607,12197
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","RURAL",20489,12374,11492,3622,5375,11219,6676
"SINDH","HYDERABAD","JAMSHORO","KOTRI","TALUKA","URBAN",65924,45132,59238,5124,1562,41388,5521
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","OVERALL",31713,15725,17269,4390,10054,13625,12551
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","RURAL",27063,12517,13253,3982,9828,10712,11834
"SINDH","HYDERABAD","JAMSHORO","MANJHAND","TALUKA","URBAN",4650,3208,4016,408,226,2913,717
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","OVERALL",62229,36010,42849,9117,10263,30285,15727
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","RURAL",40380,21805,23468,7380,9532,19112,12190
"SINDH","HYDERABAD","JAMSHORO","SEHWAN","TALUKA","URBAN",21849,14205,19381,1737,731,11173,3537
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","OVERALL",33138,16041,16100,5325,11713,14678,12992
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","RURAL",29238,14256,12362,5208,11668,12869,12886
"SINDH","HYDERABAD","JAMSHORO","THANO BULA KHAN","TALUKA","URBAN",3900,1785,3738,117,45,1809,106
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","OVERALL",77853,40474,52833,16160,8860,40102,10378
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","RURAL",58643,31155,35177,14877,8589,31068,9487
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","KAMBAR ALI KHAN","TALUKA","URBAN",19210,9319,17656,1283,271,9034,891
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","MIRO KHAN","TALUKA","OVERALL",29339,16032,15758,7046,6535,15203,8007
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","MIRO KHAN","TALUKA","RURAL",22390,11445,10360,6240,5790,10865,7018
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","MIRO KHAN","TALUKA","URBAN",6949,4587,5398,806,745,4338,989
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","NASIRABAD","TALUKA","OVERALL",29770,14594,19673,5899,4198,15196,3194
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","NASIRABAD","TALUKA","RURAL",23215,11383,13609,5730,3876,11819,2911
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","NASIRABAD","TALUKA","URBAN",6555,3211,6064,169,322,3377,283
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","OVERALL",18641,5111,3639,5165,9837,5150,9589
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","RURAL",12770,3382,1828,3552,7390,3564,7015
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","QUBO SAEED KHAN","TALUKA","URBAN",5871,1729,1811,1613,2447,1586,2574
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SHAHDAD KOT","TALUKA","OVERALL",40289,18615,25547,8945,5797,17695,7617
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SHAHDAD KOT","TALUKA","RURAL",19215,9245,6215,7551,5449,8532,6571
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SHAHDAD KOT","TALUKA","URBAN",21074,9370,19332,1394,348,9163,1046
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SUJAWAL JUNEJO","TALUKA","OVERALL",23046,11773,11659,7276,4111,11483,4438
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SUJAWAL JUNEJO","TALUKA","RURAL",23046,11773,11659,7276,4111,11483,4438
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","SUJAWAL JUNEJO","TALUKA","URBAN",NA,NA,NA,NA,NA,NA,NA
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","WARAH","TALUKA","OVERALL",48615,22647,26555,12094,9966,22061,11813
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","WARAH","TALUKA","RURAL",34748,15758,16336,11068,7344,15144,9328
"SINDH","LARKANA","KAMBAR SHAHDAD KOT","WARAH","TALUKA","URBAN",13867,6889,10219,1026,2622,6917,2485
"SINDH","KARACHI","KARACHI CENTRAL","GULBERG","SUB-DIVISION","OVERALL",106679,88570,103891,2061,727,87641,1069
"SINDH","KARACHI","KARACHI CENTRAL","GULBERG","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","GULBERG","SUB-DIVISION","URBAN",106679,88570,103891,2061,727,87641,1069
"SINDH","KARACHI","KARACHI CENTRAL","LIAQUATABAD","SUB-DIVISION","OVERALL",97560,88435,95715,1582,263,86718,2008
"SINDH","KARACHI","KARACHI CENTRAL","LIAQUATABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","LIAQUATABAD","SUB-DIVISION","URBAN",97560,88435,95715,1582,263,86718,2008
"SINDH","KARACHI","KARACHI CENTRAL","NAZIMABAD","SUB-DIVISION","OVERALL",96275,80774,94388,1494,393,80385,584
"SINDH","KARACHI","KARACHI CENTRAL","NAZIMABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","NAZIMABAD","SUB-DIVISION","URBAN",96275,80774,94388,1494,393,80385,584
"SINDH","KARACHI","KARACHI CENTRAL","NEW KARACHI","SUB-DIVISION","OVERALL",196488,148992,189944,5545,999,146362,3157
"SINDH","KARACHI","KARACHI CENTRAL","NEW KARACHI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","NEW KARACHI","SUB-DIVISION","URBAN",196488,148992,189944,5545,999,146362,3157
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","OVERALL",154266,129280,150473,3215,578,128031,1467
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI CENTRAL","NORTH NAZIMABAD","SUB-DIVISION","URBAN",154266,129280,150473,3215,578,128031,1467
"SINDH","KARACHI","KARACHI EAST","FEROZABAD","SUB-DIVISION","OVERALL",180708,144518,171805,7246,1657,142528,4242
"SINDH","KARACHI","KARACHI EAST","FEROZABAD","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI EAST","FEROZABAD","SUB-DIVISION","URBAN",180708,144518,171805,7246,1657,142528,4242
"SINDH","KARACHI","KARACHI EAST","GULSHAN-E-IQBAL","SUB-DIVISION","OVERALL",179357,161454,172022,4748,2587,159751,3405
"SINDH","KARACHI","KARACHI EAST","GULSHAN-E-IQBAL","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI EAST","GULSHAN-E-IQBAL","SUB-DIVISION","URBAN",179357,161454,172022,4748,2587,159751,3405
"SINDH","KARACHI","KARACHI EAST","GULZAR-E-HIJRI","SUB-DIVISION","OVERALL",193691,148185,175793,11204,6694,143857,10995
"SINDH","KARACHI","KARACHI EAST","GULZAR-E-HIJRI","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI EAST","GULZAR-E-HIJRI","SUB-DIVISION","URBAN",193691,148185,175793,11204,6694,143857,10995
"SINDH","KARACHI","KARACHI EAST","JAMSHED QUARTERS","SUB-DIVISION","OVERALL",105633,90819,102972,1907,754,90193,934
"SINDH","KARACHI","KARACHI EAST","JAMSHED QUARTERS","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI EAST","JAMSHED QUARTERS","SUB-DIVISION","URBAN",105633,90819,102972,1907,754,90193,934
"SINDH","KARACHI","KARACHI SOUTH","ARAM BAGH","SUB-DIVISION","OVERALL",44611,36433,42365,2020,226,35698,1716
"SINDH","KARACHI","KARACHI SOUTH","ARAM BAGH","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","ARAM BAGH","SUB-DIVISION","URBAN",44611,36433,42365,2020,226,35698,1716
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","OVERALL",95323,83446,92755,2269,299,82374,1463
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","RURAL",NA,NA,NA,NA,NA,NA,NA
"SINDH","KARACHI","KARACHI SOUTH","CIVIL LINES","SUB-DIVISION","URBAN",95323,83446,92755,2269,299,82374,1463
"SINDH","KARACHI","KARACHI SOUTH","GARDEN","SUB-DIVISION","OVERALL",89718,82028,86141,3184,393,81250,1144
