"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","TOILET_SEPARATE","TOILET_FLUSH","TOILET_NON_FLUSH","TOILET_NONE","WASHROOM_SEPARATE","WASHROOM_NONE"
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","OVERALL",14670,3800,5796,1789,7085,5216,3693
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","RURAL",14670,3800,5796,1789,7085,5216,3693
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KURRAM","CENTRAL KURRAM F.R","TEHSIL","OVERALL",41111,17161,20784,11357,8970,22384,10263
"KPK","KOHAT","KURRAM","CENTRAL KURRAM F.R","TEHSIL","RURAL",41111,17161,20784,11357,8970,22384,10263
"KPK","KOHAT","KURRAM","CENTRAL KURRAM F.R","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","KURRAM","LOWER KURRAM","TEHSIL","OVERALL",19319,11646,13570,4007,1742,12751,3035
"KPK","KOHAT","KURRAM","LOWER KURRAM","TEHSIL","RURAL",15376,9089,11128,2748,1500,10296,2308
"KPK","KOHAT","KURRAM","LOWER KURRAM","TEHSIL","URBAN",3943,2557,2442,1259,242,2455,727
"KPK","KOHAT","KURRAM","UPPER KURRAM","TEHSIL","OVERALL",34118,21889,27462,3991,2665,21970,3252
"KPK","KOHAT","KURRAM","UPPER KURRAM","TEHSIL","RURAL",33323,21354,26998,3664,2661,21434,3247
"KPK","KOHAT","KURRAM","UPPER KURRAM","TEHSIL","URBAN",795,535,464,327,4,536,5
"KPK","BANNU","LAKKI MARWAT","BETTANI","SUB-DIVISION","OVERALL",5016,1915,2542,584,1890,3257,98
"KPK","BANNU","LAKKI MARWAT","BETTANI","SUB-DIVISION","RURAL",5016,1915,2542,584,1890,3257,98
"KPK","BANNU","LAKKI MARWAT","BETTANI","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","LAKKI MARWAT","GHAZNI KHEL","TEHSIL","OVERALL",43615,26002,35362,2722,5531,28406,3677
"KPK","BANNU","LAKKI MARWAT","GHAZNI KHEL","TEHSIL","RURAL",43615,26002,35362,2722,5531,28406,3677
"KPK","BANNU","LAKKI MARWAT","GHAZNI KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","LAKKI MARWAT","LAKKI MARWAT","TEHSIL","OVERALL",45072,26144,39168,2317,3587,26925,3139
"KPK","BANNU","LAKKI MARWAT","LAKKI MARWAT","TEHSIL","RURAL",34902,18120,29243,2204,3455,18981,2732
"KPK","BANNU","LAKKI MARWAT","LAKKI MARWAT","TEHSIL","URBAN",10170,8024,9925,113,132,7944,407
"KPK","BANNU","LAKKI MARWAT","SARAI NAURANG","TEHSIL","OVERALL",38097,24566,29579,3522,4996,24920,4370
"KPK","BANNU","LAKKI MARWAT","SARAI NAURANG","TEHSIL","RURAL",34373,21142,25907,3496,4970,21767,4098
"KPK","BANNU","LAKKI MARWAT","SARAI NAURANG","TEHSIL","URBAN",3724,3424,3672,26,26,3153,272
"KPK","MALAKAND","LOWER CHITRAL","CHITRAL","SUB-DIVISION","OVERALL",30425,28560,29242,398,785,24165,5494
"KPK","MALAKAND","LOWER CHITRAL","CHITRAL","SUB-DIVISION","RURAL",22070,20421,21066,278,726,16574,4884
"KPK","MALAKAND","LOWER CHITRAL","CHITRAL","SUB-DIVISION","URBAN",8355,8139,8176,120,59,7591,610
"KPK","MALAKAND","LOWER CHITRAL","DROSH","SUB-DIVISION","OVERALL",15603,10301,11201,1296,3106,8558,5180
"KPK","MALAKAND","LOWER CHITRAL","DROSH","SUB-DIVISION","RURAL",15603,10301,11201,1296,3106,8558,5180
"KPK","MALAKAND","LOWER CHITRAL","DROSH","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","LOWER DIR","ADENZAI","SUB-DIVISION","OVERALL",48639,34618,42806,1812,4021,36799,4111
"KPK","MALAKAND","LOWER DIR","ADENZAI","SUB-DIVISION","RURAL",48639,34618,42806,1812,4021,36799,4111
"KPK","MALAKAND","LOWER DIR","ADENZAI","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","LOWER DIR","LAL QILA","SUB-DIVISION","OVERALL",29037,24303,27028,444,1565,25166,1569
"KPK","MALAKAND","LOWER DIR","LAL QILA","SUB-DIVISION","RURAL",29037,24303,27028,444,1565,25166,1569
"KPK","MALAKAND","LOWER DIR","LAL QILA","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","LOWER DIR","SAMARBAGH","SUB-DIVISION","OVERALL",53470,32595,46740,2390,4340,38524,4297
"KPK","MALAKAND","LOWER DIR","SAMARBAGH","SUB-DIVISION","RURAL",53470,32595,46740,2390,4340,38524,4297
"KPK","MALAKAND","LOWER DIR","SAMARBAGH","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","LOWER DIR","TEMERGARA","SUB-DIVISION","OVERALL",71690,56645,64977,2147,4566,60826,3738
"KPK","MALAKAND","LOWER DIR","TEMERGARA","SUB-DIVISION","RURAL",65617,51439,59023,2104,4490,55534,3603
"KPK","MALAKAND","LOWER DIR","TEMERGARA","SUB-DIVISION","URBAN",6073,5206,5954,43,76,5292,135
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","OVERALL",23752,7830,13204,2930,7618,8861,5825
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","RURAL",23752,7830,13204,2930,7618,8861,5825
"KPK","HAZARA","LOWER KOHISTAN","BANKAND RANOLIA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","OVERALL",23595,8993,12401,4189,7005,9240,5915
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","RURAL",23595,8993,12401,4189,7005,9240,5915
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","MALAKAND","SAM RANI ZAI","SUB-DIVISION","OVERALL",48618,37130,41118,2909,4591,38004,3971
"KPK","MALAKAND","MALAKAND","SAM RANI ZAI","SUB-DIVISION","RURAL",48618,37130,41118,2909,4591,38004,3971
"KPK","MALAKAND","MALAKAND","SAM RANI ZAI","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","MALAKAND","SWAT RANI ZAI","SUB-DIVISION","OVERALL",64500,48709,56699,2555,5246,47761,7722
"KPK","MALAKAND","MALAKAND","SWAT RANI ZAI","SUB-DIVISION","RURAL",54161,39933,46776,2298,5087,39210,7155
"KPK","MALAKAND","MALAKAND","SWAT RANI ZAI","SUB-DIVISION","URBAN",10339,8776,9923,257,159,8551,567
"KPK","HAZARA","MANSEHRA","BAFFA PAKHAL","TEHSIL","OVERALL",76612,52994,65221,3157,8234,45791,17932
"KPK","HAZARA","MANSEHRA","BAFFA PAKHAL","TEHSIL","RURAL",73704,50544,62330,3142,8232,43896,17290
"KPK","HAZARA","MANSEHRA","BAFFA PAKHAL","TEHSIL","URBAN",2908,2450,2891,15,2,1895,642
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","OVERALL",53597,40196,49215,1192,3190,33125,12798
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","RURAL",53597,40196,49215,1192,3190,33125,12798
"KPK","HAZARA","MANSEHRA","BALAKOT","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","DARBAND","TEHSIL","OVERALL",7671,5269,6367,76,1228,4485,2209
"KPK","HAZARA","MANSEHRA","DARBAND","TEHSIL","RURAL",7671,5269,6367,76,1228,4485,2209
"KPK","HAZARA","MANSEHRA","DARBAND","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","MANSEHRA","TEHSIL","OVERALL",118936,94016,110380,3235,5321,86221,15311
"KPK","HAZARA","MANSEHRA","MANSEHRA","TEHSIL","RURAL",95273,73011,87000,3029,5244,66126,14221
"KPK","HAZARA","MANSEHRA","MANSEHRA","TEHSIL","URBAN",23663,21005,23380,206,77,20095,1090
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","OVERALL",37236,23591,29060,994,7182,23519,7823
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","RURAL",37236,23591,29060,994,7182,23519,7823
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","MARDAN","GHARI KAPOORA","TEHSIL","OVERALL",48819,31926,45123,1352,2344,29727,5756
"KPK","MARDAN","MARDAN","GHARI KAPOORA","TEHSIL","RURAL",48819,31926,45123,1352,2344,29727,5756
"KPK","MARDAN","MARDAN","GHARI KAPOORA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","MARDAN","KATLANG","TEHSIL","OVERALL",50733,36615,45870,1340,3523,36427,3979
"KPK","MARDAN","MARDAN","KATLANG","TEHSIL","RURAL",50733,36615,45870,1340,3523,36427,3979
"KPK","MARDAN","MARDAN","KATLANG","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","OVERALL",152354,114134,146656,2469,3229,110826,7708
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","RURAL",97551,68670,92401,2285,2865,66638,6221
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","URBAN",54803,45464,54255,184,364,44188,1487
"KPK","MARDAN","MARDAN","RUSTAM","TEHSIL","OVERALL",40992,28483,33407,3521,4064,28636,3803
"KPK","MARDAN","MARDAN","RUSTAM","TEHSIL","RURAL",40992,28483,33407,3521,4064,28636,3803
"KPK","MARDAN","MARDAN","RUSTAM","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","MARDAN","TAKHT BHAI","TEHSIL","OVERALL",107961,71852,99771,2662,5528,72839,7146
"KPK","MARDAN","MARDAN","TAKHT BHAI","TEHSIL","RURAL",94639,62700,87075,2591,4973,63774,6192
"KPK","MARDAN","MARDAN","TAKHT BHAI","TEHSIL","URBAN",13322,9152,12696,71,555,9065,954
"KPK","PESHAWAR","MOHMAND","AMBAR UTMAN KHEL","TEHSIL","OVERALL",10021,4113,3345,4170,2506,5016,1286
"KPK","PESHAWAR","MOHMAND","AMBAR UTMAN KHEL","TEHSIL","RURAL",10021,4113,3345,4170,2506,5016,1286
"KPK","PESHAWAR","MOHMAND","AMBAR UTMAN KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","HALIM ZAI","TEHSIL","OVERALL",10149,5751,6040,3254,855,7392,233
"KPK","PESHAWAR","MOHMAND","HALIM ZAI","TEHSIL","RURAL",10149,5751,6040,3254,855,7392,233
"KPK","PESHAWAR","MOHMAND","HALIM ZAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","OVERALL",13364,5067,3997,4215,5152,8494,1019
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","RURAL",13364,5067,3997,4215,5152,8494,1019
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","OVERALL",4285,1664,2085,114,2086,2465,1408
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","RURAL",4285,1664,2085,114,2086,2465,1408
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","SAFI","TEHSIL","OVERALL",10522,6374,3646,6144,732,7958,459
"KPK","PESHAWAR","MOHMAND","SAFI","TEHSIL","RURAL",10522,6374,3646,6144,732,7958,459
"KPK","PESHAWAR","MOHMAND","SAFI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","UPPER MOHMAND","TEHSIL","OVERALL",7292,3677,3712,2394,1186,5331,399
"KPK","PESHAWAR","MOHMAND","UPPER MOHMAND","TEHSIL","RURAL",7292,3677,3712,2394,1186,5331,399
"KPK","PESHAWAR","MOHMAND","UPPER MOHMAND","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","YAKE GHUND","TEHSIL","OVERALL",8340,4720,5981,816,1543,5955,820
"KPK","PESHAWAR","MOHMAND","YAKE GHUND","TEHSIL","RURAL",8340,4720,5981,816,1543,5955,820
"KPK","PESHAWAR","MOHMAND","YAKE GHUND","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","DATTA KHEL","TEHSIL","OVERALL",14725,8466,9407,3199,2119,10922,257
"KPK","BANNU","NORTH WAZIRISTAN","DATTA KHEL","TEHSIL","RURAL",14725,8466,9407,3199,2119,10922,257
"KPK","BANNU","NORTH WAZIRISTAN","DATTA KHEL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","DOSSALI","TEHSIL","OVERALL",7645,2926,4520,1432,1693,5042,735
"KPK","BANNU","NORTH WAZIRISTAN","DOSSALI","TEHSIL","RURAL",7645,2926,4520,1432,1693,5042,735
"KPK","BANNU","NORTH WAZIRISTAN","DOSSALI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","GHARYUM","TEHSIL","OVERALL",1989,655,457,658,874,1214,609
"KPK","BANNU","NORTH WAZIRISTAN","GHARYUM","TEHSIL","RURAL",1989,655,457,658,874,1214,609
"KPK","BANNU","NORTH WAZIRISTAN","GHARYUM","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","GHULAM KHAN","TEHSIL","OVERALL",3139,1543,1144,733,1262,1993,674
"KPK","BANNU","NORTH WAZIRISTAN","GHULAM KHAN","TEHSIL","RURAL",3139,1543,1144,733,1262,1993,674
"KPK","BANNU","NORTH WAZIRISTAN","GHULAM KHAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","OVERALL",34321,14222,16744,4310,13267,21895,5149
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","RURAL",34321,14222,16744,4310,13267,21895,5149
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","OVERALL",19074,11266,12710,3518,2846,14031,810
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","RURAL",18464,10800,12440,3179,2845,13496,808
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","URBAN",610,466,270,339,1,535,2
"KPK","BANNU","NORTH WAZIRISTAN","RAZMAK","TEHSIL","OVERALL",3496,2174,1503,1336,657,2367,337
"KPK","BANNU","NORTH WAZIRISTAN","RAZMAK","TEHSIL","RURAL",3496,2174,1503,1336,657,2367,337
"KPK","BANNU","NORTH WAZIRISTAN","RAZMAK","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","SHEWA","TEHSIL","OVERALL",7656,3173,3729,2930,997,4754,613
"KPK","BANNU","NORTH WAZIRISTAN","SHEWA","TEHSIL","RURAL",7656,3173,3729,2930,997,4754,613
"KPK","BANNU","NORTH WAZIRISTAN","SHEWA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","SPINWAM","TEHSIL","OVERALL",7550,2850,3309,2102,2139,5540,720
"KPK","BANNU","NORTH WAZIRISTAN","SPINWAM","TEHSIL","RURAL",7550,2850,3309,2102,2139,5540,720
"KPK","BANNU","NORTH WAZIRISTAN","SPINWAM","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","JEHANGIRA","TEHSIL","OVERALL",66358,44271,57372,2636,6350,41490,9782
"KPK","PESHAWAR","NOWSHERA","JEHANGIRA","TEHSIL","RURAL",51840,33404,43300,2552,5988,31307,8714
"KPK","PESHAWAR","NOWSHERA","JEHANGIRA","TEHSIL","URBAN",14518,10867,14072,84,362,10183,1068
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","OVERALL",115855,88747,106940,4023,4892,87244,7219
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","RURAL",85327,63963,77514,3373,4440,63149,6009
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","URBAN",30528,24784,29426,650,452,24095,1210
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","OVERALL",77561,53877,71770,3111,2680,52327,5687
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","RURAL",69297,47816,63733,3098,2466,46515,5174
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","URBAN",8264,6061,8037,13,214,5812,513
"KPK","KOHAT","ORAKZAI","CENTRAL","TEHSIL","OVERALL",11883,4942,7059,4824,NA,5713,1512
"KPK","KOHAT","ORAKZAI","CENTRAL","TEHSIL","RURAL",11883,4942,7059,4824,NA,5713,1512
"KPK","KOHAT","ORAKZAI","CENTRAL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","ORAKZAI","ISMAIL ZAI","TEHSIL","OVERALL",5586,3369,4391,1195,NA,3608,199
"KPK","KOHAT","ORAKZAI","ISMAIL ZAI","TEHSIL","RURAL",5586,3369,4391,1195,NA,3608,199
"KPK","KOHAT","ORAKZAI","ISMAIL ZAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","ORAKZAI","LOWER","TEHSIL","OVERALL",16805,10282,11929,4876,NA,9658,2873
"KPK","KOHAT","ORAKZAI","LOWER","TEHSIL","RURAL",16805,10282,11929,4876,NA,9658,2873
"KPK","KOHAT","ORAKZAI","LOWER","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","KOHAT","ORAKZAI","UPPER","TEHSIL","OVERALL",17830,10449,9357,8473,NA,10178,1823
"KPK","KOHAT","ORAKZAI","UPPER","TEHSIL","RURAL",17830,10449,9357,8473,NA,10178,1823
"KPK","KOHAT","ORAKZAI","UPPER","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","BADHBER","TEHSIL","OVERALL",60986,35075,47259,9812,3915,39572,3311
"KPK","PESHAWAR","PESHAWAR","BADHBER","TEHSIL","RURAL",60986,35075,47259,9812,3915,39572,3311
"KPK","PESHAWAR","PESHAWAR","BADHBER","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","OVERALL",98133,55401,90342,4564,3227,54737,9258
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","RURAL",98133,55401,90342,4564,3227,54737,9258
"KPK","PESHAWAR","PESHAWAR","CHAM KANI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","OVERALL",9775,7091,8370,1129,276,7777,410
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","RURAL",9775,7091,8370,1129,276,7777,410
"KPK","PESHAWAR","PESHAWAR","HASSAN KHEL","SUB-DIVISION","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","OVERALL",68159,37274,52755,5635,9769,40940,7803
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","RURAL",68159,37274,52755,5635,9769,40940,7803
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","OVERALL",305498,242978,293160,7555,4783,229953,21903
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","RURAL",29553,21476,27987,991,575,19837,2985
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","URBAN",275945,221502,265173,6564,4208,210116,18918
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","OVERALL",71120,38549,60868,6649,3603,44608,2952
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","RURAL",71120,38549,60868,6649,3603,44608,2952
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","OVERALL",77305,46966,72396,3101,1808,46602,5413
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","RURAL",77305,46966,72396,3101,1808,46602,5413
"KPK","PESHAWAR","PESHAWAR","SHAH ALAM","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","OVERALL",52376,24519,34011,2906,15459,30101,8415
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","RURAL",52376,24519,34011,2906,15459,30101,8415
"KPK","MALAKAND","SHANGLA","ALPURI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","OVERALL",18277,10846,16147,781,1349,11329,986
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","RURAL",18277,10846,16147,781,1349,11329,986
"KPK","MALAKAND","SHANGLA","BISHAM","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","OVERALL",17457,8261,10036,1323,6098,8854,5174
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","RURAL",17457,8261,10036,1323,6098,8854,5174
"KPK","MALAKAND","SHANGLA","CHAKISAR","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","OVERALL",12012,7769,8284,1130,2598,8713,1610
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","RURAL",12012,7769,8284,1130,2598,8713,1610
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","OVERALL",25418,11699,16454,2673,6291,13208,4668
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","RURAL",25418,11699,16454,2673,6291,13208,4668
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","OVERALL",19759,6146,9880,4865,5014,12321,1585
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","RURAL",19759,6146,9880,4865,5014,12321,1585
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","BIRMIL","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","OVERALL",24072,8710,15546,6679,1847,9329,1217
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","RURAL",24072,8710,15546,6679,1847,9329,1217
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","LADHA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","OVERALL",13374,4752,8653,2260,2461,5811,1316
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","RURAL",13374,4752,8653,2260,2461,5811,1316
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","MAKIN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","OVERALL",32218,12274,23332,6188,2698,13440,1770
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","RURAL",32218,12274,23332,6188,2698,13440,1770
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SARAROGHA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","OVERALL",12286,5212,9303,1461,1522,5559,235
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","RURAL",12286,5212,9303,1461,1522,5559,235
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SERWEKAI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","OVERALL",8829,4980,3685,2961,2183,5649,1484
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","RURAL",8829,4980,3685,2961,2183,5649,1484
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","SHAKTOI","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","OVERALL",14803,6939,12302,1787,714,6991,640
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","RURAL",14803,6939,12302,1787,714,6991,640
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TIARZA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","OVERALL",20195,4153,3760,2867,13568,10285,5534
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","RURAL",20195,4153,3760,2867,13568,10285,5534
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","TOI KHULLA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","OVERALL",33100,11348,18291,11231,3578,14710,1905
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","RURAL",33100,11348,18291,11231,3578,14710,1905
"KPK","DERA ISMAIL KHAN","SOUTH WAZIRISTAN","WANA","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","OVERALL",53401,34349,45761,1497,6143,34175,6429
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","RURAL",46575,29679,39676,1234,5665,29349,6162
"KPK","MARDAN","SWABI","LAHOR","TEHSIL","URBAN",6826,4670,6085,263,478,4826,267
