"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","DISAB_FUNC_LIM","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN"
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Hearing",171,99,72,171,99,72,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Walking/ Climbing",250,148,102,250,148,102,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Communication",78,54,24,78,54,24,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Memorization/ Focus",103,66,37,103,66,37,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Self care etc",74,47,27,74,47,27,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Population",21930,11346,10584,21930,11346,10584,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Disability",568,411,157,568,411,157,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Functional limitation",1517,918,599,1517,918,599,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Seeing",286,175,111,286,175,111,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Hearing",302,183,119,302,183,119,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Walking/ Climbing",450,267,183,450,267,183,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Communication",132,85,47,132,85,47,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Memorization/ Focus",204,125,79,204,125,79,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","Self care etc",181,110,71,181,110,71,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Population",32205,16392,15813,32205,16392,15813,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Disability",141,86,55,141,86,55,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Functional limitation",1533,776,757,1533,776,757,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Seeing",345,176,169,345,176,169,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Hearing",364,182,182,364,182,182,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Walking/ Climbing",498,255,243,498,255,243,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Communication",114,60,54,114,60,54,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Memorization/ Focus",217,105,112,217,105,112,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","Self care etc",136,66,70,136,66,70,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Population",147673,78294,69379,76821,40708,36113,70852,37586,33266
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Disability",4419,1777,2642,2869,1202,1667,1550,575,975
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Functional limitation",12905,6548,6357,6759,3329,3430,6146,3219,2927
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Seeing",2308,1239,1069,1218,638,580,1090,601,489
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Hearing",2458,1346,1112,1206,640,566,1252,706,546
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Walking/ Climbing",4311,2153,2158,2322,1135,1187,1989,1018,971
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Communication",1199,594,605,641,316,325,558,278,280
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Memorization/ Focus",1781,926,855,942,470,472,839,456,383
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","Self care etc",1540,751,789,826,388,438,714,363,351
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Population",35004,18517,16487,9672,4595,5077,25332,13922,11410
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Disability",798,291,507,268,110,158,530,181,349
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Functional limitation",2810,1424,1386,809,400,409,2001,1024,977
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Seeing",474,253,221,126,66,60,348,187,161
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Hearing",529,286,243,139,71,68,390,215,175
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Walking/ Climbing",869,430,439,244,117,127,625,313,312
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Communication",295,135,160,121,58,63,174,77,97
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Memorization/ Focus",415,207,208,142,70,72,273,137,136
"BALOCHISTAN","MEKRAN","GWADAR","JIWANI","TEHSIL","Self care etc",323,160,163,83,41,42,240,119,121
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Population",25503,13255,12248,8475,4402,4073,17028,8853,8175
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Disability",1806,871,935,716,353,363,1090,518,572
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Functional limitation",3673,1886,1787,1404,720,684,2269,1166,1103
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Seeing",740,382,358,339,173,166,401,209,192
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Hearing",835,445,390,369,189,180,466,256,210
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Walking/ Climbing",946,479,467,328,165,163,618,314,304
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Communication",468,242,226,210,106,104,258,136,122
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Memorization/ Focus",572,289,283,241,122,119,331,167,164
"BALOCHISTAN","MEKRAN","GWADAR","ORMARA","TEHSIL","Self care etc",446,220,226,176,94,82,270,126,144
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Population",74128,38417,35711,30634,15607,15027,43494,22810,20684
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Disability",1716,600,1116,769,270,499,947,330,617
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Functional limitation",6231,3033,3198,2679,1301,1378,3552,1732,1820
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Seeing",1328,662,666,683,339,344,645,323,322
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Hearing",1369,695,674,626,315,311,743,380,363
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Walking/ Climbing",2128,1009,1119,977,457,520,1151,552,599
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Communication",594,308,286,264,137,127,330,171,159
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Memorization/ Focus",914,473,441,409,208,201,505,265,240
"BALOCHISTAN","MEKRAN","GWADAR","PASNI","SUB-DIVISION","Self care etc",669,305,364,267,119,148,402,186,216
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Population",20523,11174,9349,20523,11174,9349,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Disability",562,281,281,562,281,281,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Functional limitation",1446,763,683,1446,763,683,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Seeing",279,141,138,279,141,138,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Hearing",349,182,167,349,182,167,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Walking/ Climbing",460,225,235,460,225,235,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Communication",112,68,44,112,68,44,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Memorization/ Focus",194,107,87,194,107,87,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","SUNTSER","SUB-TEHSIL","Self care etc",212,115,97,212,115,97,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Population",82001,40998,41003,67724,33840,33884,14277,7158,7119
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Disability",1341,760,581,1040,577,463,301,183,118
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Functional limitation",5962,3332,2630,4651,2593,2058,1311,739,572
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Seeing",1175,661,514,898,497,401,277,164,113
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Hearing",1248,709,539,956,535,421,292,174,118
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Walking/ Climbing",2046,1128,918,1587,871,716,459,257,202
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Communication",565,317,248,410,219,191,155,98,57
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Memorization/ Focus",871,499,372,660,375,285,211,124,87
"BALOCHISTAN","SIBI","HARNAI","HARNAI","SUB-DIVISION","Self care etc",614,343,271,482,269,213,132,74,58
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Population",16565,9358,7207,16565,9358,7207,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Disability",1274,683,591,1274,683,591,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Functional limitation",2244,1275,969,2244,1275,969,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Seeing",404,233,171,404,233,171,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Hearing",420,240,180,420,240,180,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Walking/ Climbing",644,368,276,644,368,276,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Communication",247,141,106,247,141,106,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Memorization/ Focus",339,192,147,339,192,147,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","KHOAST","SUB-DIVISION","Self care etc",307,167,140,307,167,140,NA,NA,NA
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Population",29005,17010,11995,9849,5459,4390,19156,11551,7605
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Disability",550,315,235,315,169,146,235,146,89
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Functional limitation",2042,1227,815,910,516,394,1132,711,421
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Seeing",399,235,164,184,105,79,215,130,85
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Hearing",447,265,182,200,113,87,247,152,95
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Walking/ Climbing",684,404,280,285,161,124,399,243,156
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Communication",235,139,96,126,70,56,109,69,40
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Memorization/ Focus",298,172,126,144,78,66,154,94,60
"BALOCHISTAN","SIBI","HARNAI","SHAHRIG","TEHSIL","Self care etc",211,129,82,92,52,40,119,77,42
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Population",81190,40638,40552,81190,40638,40552,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Disability",3023,1542,1481,3023,1542,1481,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Functional limitation",5000,2488,2512,5000,2488,2512,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Seeing",969,477,492,969,477,492,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Hearing",1000,490,510,1000,490,510,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Walking/ Climbing",1355,677,678,1355,677,678,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Communication",684,357,327,684,357,327,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Memorization/ Focus",796,431,365,796,431,365,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","GANDAKHA","TEHSIL","Self care etc",650,306,344,650,306,344,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Population",302498,154414,148084,203737,103668,100069,98761,50746,48015
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Disability",5438,2850,2588,4301,2241,2060,1137,609,528
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Functional limitation",13617,6769,6848,9759,4882,4877,3858,1887,1971
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Seeing",2497,1229,1268,1747,853,894,750,376,374
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Hearing",2430,1197,1233,1670,820,850,760,377,383
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Walking/ Climbing",5131,2607,2524,3666,1870,1796,1465,737,728
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Communication",1387,726,661,978,510,468,409,216,193
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Memorization/ Focus",1894,958,936,1325,672,653,569,286,283
"BALOCHISTAN","NASIRABAD","JAFFARABAD","JHAT PAT","SUB-DIVISION","Self care etc",1455,714,741,1075,536,539,380,178,202
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Population",210870,106329,104541,146238,74116,72122,64632,32213,32419
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Disability",2423,1240,1183,1767,911,856,656,329,327
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Functional limitation",8098,3891,4207,5728,2783,2945,2370,1108,1262
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Seeing",1501,733,768,1016,502,514,485,231,254
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Hearing",1594,772,822,1108,552,556,486,220,266
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Walking/ Climbing",3056,1535,1521,2066,1047,1019,990,488,502
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Communication",938,473,465,673,342,331,265,131,134
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Memorization/ Focus",1212,572,640,856,404,452,356,168,188
"BALOCHISTAN","NASIRABAD","JAFFARABAD","USTA MUHAMMAD","SUB-DIVISION","Self care etc",751,354,397,552,266,286,199,88,111
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Population",71230,35270,35960,47100,23758,23342,24130,11512,12618
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Disability",1605,817,788,996,492,504,609,325,284
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Functional limitation",3764,1928,1836,2317,1179,1138,1447,749,698
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Seeing",654,355,299,414,223,191,240,132,108
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Hearing",630,321,309,360,171,189,270,150,120
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Walking/ Climbing",1357,682,675,871,436,435,486,246,240
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Communication",471,273,198,279,147,132,192,126,66
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Memorization/ Focus",512,265,247,289,156,133,223,109,114
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","GANDAWA","TEHSIL","Self care etc",398,194,204,235,120,115,163,74,89
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Population",116528,60368,56160,116528,60368,56160,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Disability",2362,1096,1266,2362,1096,1266,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Functional limitation",5152,2512,2640,5152,2512,2640,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Seeing",964,498,466,964,498,466,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Hearing",935,488,447,935,488,447,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Walking/ Climbing",2098,1040,1058,2098,1040,1058,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Communication",574,286,288,574,286,288,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Memorization/ Focus",777,372,405,777,372,405,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","JHAL MAGSI","TEHSIL","Self care etc",572,257,315,572,257,315,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Population",15610,7797,7813,15610,7797,7813,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Disability",867,411,456,867,411,456,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Functional limitation",1210,606,604,1210,606,604,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Seeing",270,132,138,270,132,138,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Hearing",250,127,123,250,127,123,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Walking/ Climbing",262,136,126,262,136,126,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Communication",155,75,80,155,75,80,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Memorization/ Focus",190,101,89,190,101,89,NA,NA,NA
"BALOCHISTAN","NASIRABAD","JHAL MAGSI","MIRPUR","SUB-TEHSIL","Self care etc",174,91,83,174,91,83,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Population",60158,32347,27811,60158,32347,27811,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Disability",1147,660,487,1147,660,487,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Functional limitation",2723,1567,1156,2723,1567,1156,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Seeing",528,300,228,528,300,228,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Hearing",568,320,248,568,320,248,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Walking/ Climbing",1074,613,461,1074,613,461,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Communication",277,167,110,277,167,110,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Memorization/ Focus",422,255,167,422,255,167,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BALANARI","SUB-TEHSIL","Self care etc",340,187,153,340,187,153,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Population",83687,42457,41230,65053,33328,31725,18634,9129,9505
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Disability",1455,802,653,1058,593,465,397,209,188
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Functional limitation",3740,2087,1653,2651,1501,1150,1089,586,503
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Seeing",817,471,346,607,355,252,210,116,94
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Hearing",695,404,291,506,297,209,189,107,82
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Walking/ Climbing",1478,838,640,1050,611,439,428,227,201
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Communication",364,196,168,258,142,116,106,54,52
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Memorization/ Focus",500,279,221,353,198,155,147,81,66
"BALOCHISTAN","NASIRABAD","KACHHI","BHAG","SUB-DIVISION","Self care etc",346,191,155,229,128,101,117,63,54
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Population",49836,25649,24187,32560,17113,15447,17276,8536,8740
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Disability",1635,891,744,1130,619,511,505,272,233
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Functional limitation",3387,1885,1502,2180,1246,934,1207,639,568
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Seeing",575,340,235,338,200,138,237,140,97
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Hearing",605,340,265,374,216,158,231,124,107
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Walking/ Climbing",1177,653,524,742,421,321,435,232,203
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Communication",449,244,205,276,157,119,173,87,86
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Memorization/ Focus",509,294,215,314,182,132,195,112,83
"BALOCHISTAN","NASIRABAD","KACHHI","DHADAR","SUB-DIVISION","Self care etc",403,234,169,273,165,108,130,69,61
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Population",22900,11789,11111,22900,11789,11111,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Disability",1376,740,636,1376,740,636,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Functional limitation",1851,1012,839,1851,1012,839,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Seeing",312,163,149,312,163,149,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Hearing",373,214,159,373,214,159,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Walking/ Climbing",345,189,156,345,189,156,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Communication",233,138,95,233,138,95,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Memorization/ Focus",314,167,147,314,167,147,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","KHATTAN","SUB-TEHSIL","Self care etc",313,161,152,313,161,152,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Population",75272,39917,35355,30730,16327,14403,44542,23590,20952
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Disability",923,556,367,602,357,245,321,199,122
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Functional limitation",2656,1541,1115,1551,889,662,1105,652,453
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Seeing",513,288,225,302,171,131,211,117,94
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Hearing",494,291,203,306,177,129,188,114,74
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Walking/ Climbing",1005,593,412,576,342,234,429,251,178
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Communication",221,134,87,149,88,61,72,46,26
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Memorization/ Focus",337,203,134,201,117,84,136,86,50
"BALOCHISTAN","NASIRABAD","KACHHI","MACH","SUB-DIVISION","Self care etc",291,172,119,173,97,76,118,75,43
"BALOCHISTAN","NASIRABAD","KACHHI","SANNI","SUB-DIVISION","Population",150821,81459,69362,150821,81459,69362,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","SANNI","SUB-DIVISION","Disability",3103,1532,1571,3103,1532,1571,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","SANNI","SUB-DIVISION","Functional limitation",6958,3455,3503,6958,3455,3503,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","SANNI","SUB-DIVISION","Seeing",1177,588,589,1177,588,589,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","SANNI","SUB-DIVISION","Hearing",1185,584,601,1185,584,601,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","SANNI","SUB-DIVISION","Walking/ Climbing",2324,1155,1169,2324,1155,1169,NA,NA,NA
"BALOCHISTAN","NASIRABAD","KACHHI","SANNI","SUB-DIVISION","Communication",633,313,320,633,313,320,NA,NA,NA
