"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","DISAB_FUNC_LIM","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN"
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Walking/ Climbing",61634,35195,26439,35178,20084,15094,26456,15111,11345
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Communication",22481,13137,9344,12920,7587,5333,9561,5550,4011
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Memorization/ Focus",29468,16884,12584,16975,9699,7276,12493,7185,5308
"ISLAMABAD","ISLAMABAD","ISLAMABAD","ISLAMABAD","TEHSIL","Self care etc",22336,12620,9716,13043,7289,5754,9293,5331,3962
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Population",981967,495816,486151,727449,366465,360984,254518,129351,125167
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Disability",33000,17610,15390,27040,14276,12764,5960,3334,2626
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Functional limitation",98809,52495,46314,75343,39617,35726,23466,12878,10588
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Seeing",19853,10602,9251,15254,8059,7195,4599,2543,2056
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Hearing",21043,11139,9904,16033,8371,7662,5010,2768,2242
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Walking/ Climbing",34764,18619,16145,26835,14266,12569,7929,4353,3576
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Communication",12187,6620,5567,9598,5145,4453,2589,1475,1114
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Memorization/ Focus",16264,8794,7470,12617,6746,5871,3647,2048,1599
"KPK","HAZARA","ABBOTTABAD","ABBOTTABAD","TEHSIL","Self care etc",10227,5320,4907,7748,3976,3772,2479,1344,1135
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Population",256710,127600,129110,200329,99398,100931,56381,28202,28179
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Disability",15335,8016,7319,13390,7004,6386,1945,1012,933
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Functional limitation",32284,16793,15491,26808,13891,12917,5476,2902,2574
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Seeing",5732,3002,2730,4834,2530,2304,898,472,426
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Hearing",5975,3096,2879,4976,2561,2415,999,535,464
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Walking/ Climbing",10818,5642,5176,9087,4736,4351,1731,906,825
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Communication",4683,2577,2106,4015,2221,1794,668,356,312
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Memorization/ Focus",5811,3066,2745,4744,2536,2208,1067,530,537
"KPK","HAZARA","ABBOTTABAD","HAVELIAN","TEHSIL","Self care etc",3685,1908,1777,2952,1465,1487,733,443,290
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Population",98671,48642,50029,98671,48642,50029,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Disability",5797,3003,2794,5797,3003,2794,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Functional limitation",13107,6684,6423,13107,6684,6423,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Seeing",2293,1135,1158,2293,1135,1158,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Hearing",2923,1463,1460,2923,1463,1460,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Walking/ Climbing",3904,2060,1844,3904,2060,1844,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Communication",1813,947,866,1813,947,866,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Memorization/ Focus",2339,1200,1139,2339,1200,1139,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LORA","TEHSIL","Self care etc",1672,864,808,1672,864,808,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Population",60239,29952,30287,60239,29952,30287,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Disability",4728,2403,2325,4728,2403,2325,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Functional limitation",9373,4740,4633,9373,4740,4633,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Seeing",2322,1185,1137,2322,1185,1137,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Hearing",2227,1116,1111,2227,1116,1111,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Walking/ Climbing",2772,1434,1338,2772,1434,1338,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Communication",1079,582,497,1079,582,497,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Memorization/ Focus",1325,681,644,1325,681,644,NA,NA,NA
"KPK","HAZARA","ABBOTTABAD","LOWER TANAWAL","TEHSIL","Self care etc",864,419,445,864,419,445,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Population",3574,1826,1748,3574,1826,1748,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Disability",886,444,442,886,444,442,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Functional limitation",975,492,483,975,492,483,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Seeing",422,219,203,422,219,203,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Hearing",155,59,96,155,59,96,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Walking/ Climbing",304,171,133,304,171,133,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Communication",42,16,26,42,16,26,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Memorization/ Focus",63,31,32,63,31,32,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BAR CHAMER KAND","TEHSIL","Self care etc",49,23,26,49,23,26,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Population",89981,45053,44928,89981,45053,44928,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Disability",5878,2604,3274,5878,2604,3274,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Functional limitation",8010,3586,4424,8010,3586,4424,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Seeing",1410,670,740,1410,670,740,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Hearing",1519,715,804,1519,715,804,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Walking/ Climbing",1693,748,945,1693,748,945,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Communication",1462,688,774,1462,688,774,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Memorization/ Focus",1527,684,843,1527,684,843,NA,NA,NA
"KPK","MALAKAND","BAJAUR","BARANG","TEHSIL","Self care etc",1168,490,678,1168,490,678,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Population",299385,151833,147552,299385,151833,147552,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Disability",6395,3447,2948,6395,3447,2948,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Functional limitation",16113,8226,7887,16113,8226,7887,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Seeing",3191,1633,1558,3191,1633,1558,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Hearing",3156,1589,1567,3156,1589,1567,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Walking/ Climbing",6004,3156,2848,6004,3156,2848,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Communication",1984,1057,927,1984,1057,927,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Memorization/ Focus",2797,1447,1350,2797,1447,1350,NA,NA,NA
"KPK","MALAKAND","BAJAUR","KHAR BAJAUR","TEHSIL","Self care etc",1707,866,841,1707,866,841,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Population",357135,181491,175644,357135,181491,175644,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Disability",11238,6269,4969,11238,6269,4969,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Functional limitation",23133,12021,11112,23133,12021,11112,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Seeing",4067,2108,1959,4067,2108,1959,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Hearing",4175,2146,2029,4175,2146,2029,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Walking/ Climbing",8531,4495,4036,8531,4495,4036,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Communication",2885,1545,1340,2885,1545,1340,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Memorization/ Focus",3559,1888,1671,3559,1888,1671,NA,NA,NA
"KPK","MALAKAND","BAJAUR","MAMUND","TEHSIL","Self care etc",2657,1395,1262,2657,1395,1262,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Population",93706,47597,46109,93706,47597,46109,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Disability",3864,2076,1788,3864,2076,1788,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Functional limitation",6578,3418,3160,6578,3418,3160,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Seeing",1222,606,616,1222,606,616,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Hearing",1468,728,740,1468,728,740,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Walking/ Climbing",2197,1174,1023,2197,1174,1023,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Communication",751,390,361,751,390,361,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Memorization/ Focus",1187,635,552,1187,635,552,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","Self care etc",875,500,375,875,500,375,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Population",315745,158689,157056,315745,158689,157056,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Disability",9733,5441,4292,9733,5441,4292,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Functional limitation",19021,9821,9200,19021,9821,9200,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Seeing",3349,1760,1589,3349,1760,1589,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Hearing",3485,1781,1704,3485,1781,1704,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Walking/ Climbing",7282,3851,3431,7282,3851,3431,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Communication",2556,1416,1140,2556,1416,1140,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Memorization/ Focus",3136,1679,1457,3136,1679,1457,NA,NA,NA
"KPK","MALAKAND","BAJAUR","SALARZAI","TEHSIL","Self care etc",2174,1117,1057,2174,1117,1057,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Population",123587,61999,61588,123587,61999,61588,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Disability",3378,1843,1535,3378,1843,1535,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Functional limitation",7225,3650,3575,7225,3650,3575,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Seeing",1371,700,671,1371,700,671,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Hearing",1356,682,674,1356,682,674,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Walking/ Climbing",2671,1365,1306,2671,1365,1306,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Communication",1282,737,545,1282,737,545,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Memorization/ Focus",1365,766,599,1365,766,599,NA,NA,NA
"KPK","MALAKAND","BAJAUR","UTMAN KHEL","TEHSIL","Self care etc",692,290,402,692,290,402,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Population",192732,100004,92728,192732,100004,92728,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Disability",5138,2594,2544,5138,2594,2544,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Functional limitation",20538,10067,10471,20538,10067,10471,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Seeing",3793,1942,1851,3793,1942,1851,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Hearing",4332,2148,2184,4332,2148,2184,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Walking/ Climbing",6631,3328,3303,6631,3328,3303,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Communication",2060,1088,972,2060,1088,972,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Memorization/ Focus",2994,1526,1468,2994,1526,1468,NA,NA,NA
"KPK","BANNU","BANNU","BAKKA KHEL","TEHSIL","Self care etc",2290,1091,1199,2290,1091,1199,NA,NA,NA
"KPK","BANNU","BANNU","BANNU","TEHSIL","Population",642835,332329,310506,594739,306404,288335,48096,25925,22171
"KPK","BANNU","BANNU","BANNU","TEHSIL","Disability",24047,12465,11582,22713,11781,10932,1334,684,650
"KPK","BANNU","BANNU","BANNU","TEHSIL","Functional limitation",79030,40277,38753,73249,37269,35980,5781,3008,2773
"KPK","BANNU","BANNU","BANNU","TEHSIL","Seeing",14878,7763,7115,13751,7165,6586,1127,598,529
"KPK","BANNU","BANNU","BANNU","TEHSIL","Hearing",15692,7956,7736,14469,7316,7153,1223,640,583
"KPK","BANNU","BANNU","BANNU","TEHSIL","Walking/ Climbing",27003,13901,13102,25025,12875,12150,1978,1026,952
"KPK","BANNU","BANNU","BANNU","TEHSIL","Communication",7968,4292,3676,7414,3977,3437,554,315,239
"KPK","BANNU","BANNU","BANNU","TEHSIL","Memorization/ Focus",12033,6336,5697,11132,5844,5288,901,492,409
"KPK","BANNU","BANNU","BANNU","TEHSIL","Self care etc",8502,4207,4295,7917,3900,4017,585,307,278
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Population",223534,119874,103660,223534,119874,103660,NA,NA,NA
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Disability",6735,3533,3202,6735,3533,3202,NA,NA,NA
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Functional limitation",25871,13364,12507,25871,13364,12507,NA,NA,NA
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Seeing",4790,2494,2296,4790,2494,2296,NA,NA,NA
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Hearing",5393,2781,2612,5393,2781,2612,NA,NA,NA
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Walking/ Climbing",8363,4323,4040,8363,4323,4040,NA,NA,NA
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Communication",2536,1345,1191,2536,1345,1191,NA,NA,NA
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Memorization/ Focus",3747,1981,1766,3747,1981,1766,NA,NA,NA
"KPK","BANNU","BANNU","DOMEL","TEHSIL","Self care etc",2882,1463,1419,2882,1463,1419,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Population",92021,47995,44026,92021,47995,44026,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Disability",4505,2438,2067,4505,2438,2067,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Functional limitation",12476,6424,6052,12476,6424,6052,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Seeing",1943,992,951,1943,992,951,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Hearing",2583,1381,1202,2583,1381,1202,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Walking/ Climbing",3599,1889,1710,3599,1889,1710,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Communication",1398,720,678,1398,720,678,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Memorization/ Focus",2142,1123,1019,2142,1123,1019,NA,NA,NA
"KPK","BANNU","BANNU","KAKKI","TEHSIL","Self care etc",1589,845,744,1589,845,744,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Population",166290,84975,81315,166290,84975,81315,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Disability",6347,3209,3138,6347,3209,3138,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Functional limitation",20093,9818,10275,20093,9818,10275,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Seeing",3502,1752,1750,3502,1752,1750,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Hearing",3928,1902,2026,3928,1902,2026,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Walking/ Climbing",6527,3252,3275,6527,3252,3275,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Communication",2108,1119,989,2108,1119,989,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Memorization/ Focus",2886,1451,1435,2886,1451,1435,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","Self care etc",2300,1076,1224,2300,1076,1224,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Population",37262,19398,17864,37262,19398,17864,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Disability",3739,1895,1844,3739,1895,1844,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Functional limitation",5349,2689,2660,5349,2689,2660,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Seeing",1460,774,686,1460,774,686,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Hearing",1160,610,550,1160,610,550,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Walking/ Climbing",1121,550,571,1121,550,571,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Communication",844,432,412,844,432,412,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Memorization/ Focus",859,437,422,859,437,422,NA,NA,NA
"KPK","BANNU","BANNU","WAZIR","SUB-DIVISION","Self care etc",512,223,289,512,223,289,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Population",217566,111982,105584,217566,111982,105584,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Disability",7993,3950,4043,7993,3950,4043,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Functional limitation",19962,10245,9717,19962,10245,9717,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Seeing",4054,2186,1868,4054,2186,1868,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Hearing",4282,2258,2024,4282,2258,2024,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Walking/ Climbing",6741,3513,3228,6741,3513,3228,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Communication",2845,1594,1251,2845,1594,1251,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Memorization/ Focus",3283,1757,1526,3283,1757,1526,NA,NA,NA
NA,NA,"BATAGRAM","ALLAI","TEHSIL","Self care etc",2028,936,1092,2028,936,1092,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Population",335719,168921,166798,335719,168921,166798,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Disability",7911,3775,4136,7911,3775,4136,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Functional limitation",27961,13885,14076,27961,13885,14076,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Seeing",5980,3081,2899,5980,3081,2899,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Hearing",6422,3301,3121,6422,3301,3121,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Walking/ Climbing",10241,5224,5017,10241,5224,5017,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Communication",3889,2029,1860,3889,2029,1860,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Memorization/ Focus",5122,2633,2489,5122,2633,2489,NA,NA,NA
"KPK","HAZARA","BATAGRAM","BATAGRAM","TEHSIL","Self care etc",2530,1178,1352,2530,1178,1352,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Population",125919,62890,63029,125919,62890,63029,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Disability",6130,3202,2928,6130,3202,2928,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Functional limitation",12873,6198,6675,12873,6198,6675,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Seeing",2724,1330,1394,2724,1330,1394,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Hearing",2909,1407,1502,2909,1407,1502,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Walking/ Climbing",3855,1904,1951,3855,1904,1951,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Communication",1752,899,853,1752,899,853,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Memorization/ Focus",2225,1140,1085,2225,1140,1085,NA,NA,NA
"KPK","MALAKAND","BUNER","CHAGHARZAI","TEHSIL","Self care etc",1463,683,780,1463,683,780,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Population",192749,95425,97324,192749,95425,97324,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Disability",6914,3645,3269,6914,3645,3269,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Functional limitation",17792,8575,9217,17792,8575,9217,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Seeing",3159,1525,1634,3159,1525,1634,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Hearing",3317,1578,1739,3317,1578,1739,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Walking/ Climbing",6249,3106,3143,6249,3106,3143,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Communication",2150,1133,1017,2150,1133,1017,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Memorization/ Focus",2863,1429,1434,2863,1429,1434,NA,NA,NA
"KPK","MALAKAND","BUNER","DAGGAR","TEHSIL","Self care etc",1940,900,1040,1940,900,1040,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Population",197466,97694,99772,197466,97694,99772,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Disability",7590,3943,3647,7590,3943,3647,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Functional limitation",18938,9081,9857,18938,9081,9857,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Seeing",3488,1656,1832,3488,1656,1832,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Hearing",3587,1692,1895,3587,1692,1895,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Walking/ Climbing",6785,3365,3420,6785,3365,3420,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Communication",2273,1157,1116,2273,1157,1116,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Memorization/ Focus",3093,1529,1564,3093,1529,1564,NA,NA,NA
"KPK","MALAKAND","BUNER","GADEZAI","TEHSIL","Self care etc",2004,938,1066,2004,938,1066,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Population",178949,89861,89088,178949,89861,89088,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Disability",6296,3275,3021,6296,3275,3021,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Functional limitation",16475,8148,8327,16475,8148,8327,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Seeing",3013,1530,1483,3013,1530,1483,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Hearing",3249,1638,1611,3249,1638,1611,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Walking/ Climbing",5658,2884,2774,5658,2884,2774,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Communication",2051,1064,987,2051,1064,987,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Memorization/ Focus",2780,1393,1387,2780,1393,1387,NA,NA,NA
"KPK","MALAKAND","BUNER","GAGRA","TEHSIL","Self care etc",1872,921,951,1872,921,951,NA,NA,NA
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","Population",136560,68347,68213,136560,68347,68213,NA,NA,NA
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","Disability",5163,2640,2523,5163,2640,2523,NA,NA,NA
"KPK","MALAKAND","BUNER","KHADO KHEL","TEHSIL","Functional limitation",13337,6482,6855,13337,6482,6855,NA,NA,NA
