"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","REGION","HOUSEHOLDS","DRINK_WTR_IMPROVE","DRINK_WTR_INSIDE","DRINK_WTR_OUTSIDE","DRINK_WTR_TAP","DRINK_WTR_MOTOR","DRINK_WTR_WELL","DRINK_WTR_FILTER","DRINK_WTR_BOTTLE","DRINK_WTR_OTHER"
"PUNJAB","RAWALPINDI","ATTOCK","FATEH JANG","TEHSIL","RURAL",47549,44111,32364,15185,4055,32109,9463,38,26,1858
"PUNJAB","RAWALPINDI","ATTOCK","FATEH JANG","TEHSIL","URBAN",12582,11778,8283,4299,1793,9108,631,16,151,883
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","OVERALL",39835,38024,33932,5903,8715,25766,3492,21,17,1824
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","RURAL",28846,27316,24192,4654,2933,20946,3365,15,14,1573
"PUNJAB","RAWALPINDI","ATTOCK","HASAN ABDAL","TEHSIL","URBAN",10989,10708,9740,1249,5782,4820,127,6,3,251
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","OVERALL",62129,60764,56435,5694,6906,51707,2274,25,93,1124
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","RURAL",52628,51400,47552,5076,5385,44055,2077,20,90,1001
"PUNJAB","RAWALPINDI","ATTOCK","HAZRO","TEHSIL","URBAN",9501,9364,8883,618,1521,7652,197,5,3,123
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","OVERALL",57460,52232,43581,13879,10277,39347,3510,89,10,4227
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","RURAL",47612,42644,34163,13449,9429,30657,3484,87,10,3945
"PUNJAB","RAWALPINDI","ATTOCK","JAND","TEHSIL","URBAN",9848,9588,9418,430,848,8690,26,2,NA,282
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","OVERALL",53381,48620,37196,16185,11613,32706,4272,40,16,4734
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","RURAL",42814,38204,27042,15772,10096,23905,4202,29,16,4566
"PUNJAB","RAWALPINDI","ATTOCK","PINDI GHEB","TEHSIL","URBAN",10567,10416,10154,413,1517,8801,70,11,NA,168
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","OVERALL",154112,145169,116580,37532,77863,60516,579,5858,485,8811
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","RURAL",108351,100776,82551,25800,58788,40284,514,1171,156,7438
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","BAHAWALNAGAR","TEHSIL","URBAN",45761,44393,34029,11732,19075,20232,65,4687,329,1373
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","OVERALL",133581,127261,97890,35691,48161,66556,677,11448,151,6588
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","RURAL",95999,90296,72794,23205,36546,50540,610,2341,49,5913
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","CHISHTIAN","TEHSIL","URBAN",37582,36965,25096,12486,11615,16016,67,9107,102,675
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","OVERALL",76054,66872,48648,27406,26047,37751,1464,1991,58,8743
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","RURAL",55769,48073,32909,22860,19864,25504,1399,1786,36,7180
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","FORT ABBAS","TEHSIL","URBAN",20285,18799,15739,4546,6183,12247,65,205,22,1563
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","OVERALL",96346,86826,46701,49645,40322,36611,535,6912,932,11034
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","RURAL",62715,54830,29027,33688,27712,23667,414,2384,526,8012
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","HAROONABAD","TEHSIL","URBAN",33631,31996,17674,15957,12610,12944,121,4528,406,3022
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","OVERALL",97523,92072,74530,22993,42360,41271,409,7472,126,5885
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","RURAL",78485,73713,58806,19679,35148,31894,374,5762,99,5208
"PUNJAB","BAHAWALPUR","BAHAWALNAGAR","MINCHINABAD","TEHSIL","URBAN",19038,18359,15724,3314,7212,9377,35,1710,27,677
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","OVERALL",195174,190852,168106,27068,58809,120117,409,10453,357,5029
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","RURAL",144072,140506,128222,15850,49123,87568,321,2855,113,4092
"PUNJAB","BAHAWALPUR","BAHAWALPUR","AHMADPUR EAST","TEHSIL","URBAN",51102,50346,39884,11218,9686,32549,88,7598,244,937
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","OVERALL",132047,129870,98511,33536,12075,91356,303,25298,798,2217
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR CITY","TEHSIL","URBAN",132047,129870,98511,33536,12075,91356,303,25298,798,2217
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","OVERALL",105184,102767,85191,19993,21683,74477,274,5715,140,2895
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","RURAL",82198,79879,67241,14957,18570,58322,202,2182,123,2799
"PUNJAB","BAHAWALPUR","BAHAWALPUR","BAHAWALPUR SADDAR","TEHSIL","URBAN",22986,22888,17950,5036,3113,16155,72,3533,17,96
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","OVERALL",84089,80454,62837,21252,25504,47937,974,6214,21,3439
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","RURAL",51293,48624,35732,15561,16014,27758,817,4213,4,2487
"PUNJAB","BAHAWALPUR","BAHAWALPUR","HASILPUR","TEHSIL","URBAN",32796,31830,27105,5691,9490,20179,157,2001,17,952
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","OVERALL",48445,47934,47023,1422,11452,36255,102,130,5,501
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","RURAL",40482,40037,39293,1189,10454,29490,96,4,5,433
"PUNJAB","BAHAWALPUR","BAHAWALPUR","KHAIRPUR TAMEWALI","TEHSIL","URBAN",7963,7897,7730,233,998,6765,6,126,NA,68
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","OVERALL",108498,101097,62202,46296,50188,47128,1646,2869,131,6536
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","RURAL",98435,92295,55800,42635,45361,43360,1626,2701,117,5270
"PUNJAB","BAHAWALPUR","BAHAWALPUR","YAZMAN","TEHSIL","URBAN",10063,8802,6402,3661,4827,3768,20,168,14,1266
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","OVERALL",124135,123220,122117,2018,26725,96251,254,10,5,890
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","RURAL",99062,98287,97452,1610,24359,73745,202,NA,5,751
"PUNJAB","SARGODHA","BHAKKAR","BHAKKAR","TEHSIL","URBAN",25073,24933,24665,408,2366,22506,52,10,NA,139
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","OVERALL",70483,69617,69475,1008,8803,60696,130,1,NA,853
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","RURAL",54723,53890,53896,827,7724,46084,94,NA,NA,821
"PUNJAB","SARGODHA","BHAKKAR","DARYA KHAN","TEHSIL","URBAN",15760,15727,15579,181,1079,14612,36,1,NA,32
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","OVERALL",65693,65009,64774,919,10813,54097,108,1,1,673
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","RURAL",57999,57338,57125,874,10115,47136,97,NA,1,650
"PUNJAB","SARGODHA","BHAKKAR","KALUR KOT","TEHSIL","URBAN",7694,7671,7649,45,698,6961,11,1,NA,23
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","OVERALL",53000,52207,50498,2502,6992,45109,81,27,3,788
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","RURAL",45358,44639,42991,2367,5843,38699,71,27,3,715
"PUNJAB","SARGODHA","BHAKKAR","MANKERA","TEHSIL","URBAN",7642,7568,7507,135,1149,6410,10,NA,NA,73
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","OVERALL",126901,121801,106993,19908,11431,104059,4568,888,148,5807
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","RURAL",87472,83906,72853,14619,7591,71665,4182,420,53,3561
"PUNJAB","RAWALPINDI","CHAKWAL","CHAKWAL","TEHSIL","URBAN",39429,37895,34140,5289,3840,32394,386,468,95,2246
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","OVERALL",26676,23922,15355,11321,6097,15719,1771,73,39,2977
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","RURAL",20571,18029,10705,9866,4955,11091,1694,51,10,2770
"PUNJAB","RAWALPINDI","CHAKWAL","CHOA SAIDAN SHAH","TEHSIL","URBAN",6105,5893,4650,1455,1142,4628,77,22,29,207
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","OVERALL",33899,31903,20435,13464,10810,16982,1385,462,25,4235
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","RURAL",25707,24453,15506,10201,9135,12647,706,12,24,3183
NA,NA,"CHAKWAL","KALLAR KAHAR","TEHSIL","URBAN",8192,7450,4929,3263,1675,4335,679,450,1,1052
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","OVERALL",22201,21293,19503,2698,1735,19292,201,24,35,914
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","RURAL",19115,18421,16988,2127,1259,16921,183,24,32,696
"PUNJAB","RAWALPINDI","CHAKWAL","LAWA","TEHSIL","URBAN",3086,2872,2515,571,476,2371,18,NA,3,218
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","OVERALL",79161,76521,72502,6659,6413,69194,532,10,34,2978
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","RURAL",65357,62934,59066,6291,5488,56566,505,8,30,2760
"PUNJAB","RAWALPINDI","CHAKWAL","TALA GANG","TEHSIL","URBAN",13804,13587,13436,368,925,12628,27,2,4,218
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","OVERALL",69433,67777,59450,9983,11388,51970,119,4290,20,1646
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","RURAL",63333,61688,56180,7153,11048,48597,116,1924,14,1634
"PUNJAB","FAISALABAD","CHINIOT","BHAWANA","TEHSIL","URBAN",6100,6089,3270,2830,340,3373,3,2366,6,12
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","OVERALL",103876,102168,96683,7193,14121,85212,218,2421,33,1871
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","RURAL",51227,50218,46624,4603,9937,38551,111,1605,25,998
"PUNJAB","FAISALABAD","CHINIOT","CHINIOT","TEHSIL","URBAN",52649,51950,50059,2590,4184,46661,107,816,8,873
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","OVERALL",83129,82180,68791,14338,22959,51743,191,7025,198,1013
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","RURAL",58783,58259,53941,4842,17335,40250,96,584,4,514
"PUNJAB","FAISALABAD","CHINIOT","LALIAN","TEHSIL","URBAN",24346,23921,14850,9496,5624,11493,95,6441,194,499
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","OVERALL",177702,171552,112396,65306,63206,60320,847,43704,455,9170
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","RURAL",104002,99041,85484,18518,50714,42643,663,4559,96,5327
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","DERA GHAZI KHAN","TEHSIL","URBAN",73700,72511,26912,46788,12492,17677,184,39145,359,3843
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","OVERALL",41138,18312,9103,32035,4671,11348,4504,16,36,20563
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","RURAL",41138,18312,9103,32035,4671,11348,4504,16,36,20563
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOH-E-SULEMAN","TEHSIL","URBAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","OVERALL",114956,111611,93552,21404,43019,61207,2223,855,180,7472
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","RURAL",99653,96464,83763,15890,36003,56586,2185,207,166,4506
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","KOT CHHUTTA","TEHSIL","URBAN",15303,15147,9789,5514,7016,4621,38,648,14,2966
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","OVERALL",120668,113194,74120,46548,51362,53959,1244,2740,220,11143
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","RURAL",95072,88985,57138,37934,38402,43391,1155,2463,121,9540
"PUNJAB","DERA GHAZI KHAN","DERA GHAZI KHAN","TAUNSA","TEHSIL","URBAN",25596,24209,16982,8614,12960,10568,89,277,99,1603
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","OVERALL",56658,54805,26334,30324,23363,25363,112,4263,69,3488
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","RURAL",47270,45693,21576,25694,20098,21611,95,2231,55,3180
"PUNJAB","FAISALABAD","FAISALABAD","CHAK JHUMRA","TEHSIL","URBAN",9388,9112,4758,4630,3265,3752,17,2032,14,308
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","OVERALL",556650,510036,148687,407963,80387,136815,1652,178282,57996,101518
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD CITY","TEHSIL","URBAN",556650,510036,148687,407963,80387,136815,1652,178282,57996,101518
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","OVERALL",268685,256881,113672,155013,63700,130121,502,42678,2939,28745
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","RURAL",253143,242514,104551,148592,55864,124771,446,42636,2801,26625
"PUNJAB","FAISALABAD","FAISALABAD","FAISALABAD SADAR","TEHSIL","URBAN",15542,14367,9121,6421,7836,5350,56,42,138,2120
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","OVERALL",264519,242437,79527,184992,71325,111096,532,30089,4732,46745
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","RURAL",222845,204765,70508,152337,63225,96828,430,21811,2550,38001
"PUNJAB","FAISALABAD","FAISALABAD","JARANWALA","TEHSIL","URBAN",41674,37672,9019,32655,8100,14268,102,8278,2182,8744
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","OVERALL",110873,102021,31285,79588,30558,42475,584,13227,2116,21913
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","RURAL",79879,74872,25195,54684,23432,31441,490,9160,1437,13919
"PUNJAB","FAISALABAD","FAISALABAD","SAMMUNDRI","TEHSIL","URBAN",30994,27149,6090,24904,7126,11034,94,4067,679,7994
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","OVERALL",125388,119963,65409,59979,13512,60748,245,34956,1760,14167
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","RURAL",111435,106074,57733,53702,12836,52834,221,29695,1757,14092
"PUNJAB","FAISALABAD","FAISALABAD","TANDLIAN WALA","TEHSIL","URBAN",13953,13889,7676,6277,676,7914,24,5261,3,75
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","OVERALL",356287,352384,289506,66781,40585,273352,1148,37140,157,3905
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","RURAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA CITY","TEHSIL","URBAN",356287,352384,289506,66781,40585,273352,1148,37140,157,3905
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","OVERALL",168704,167091,129624,39080,14678,133474,487,18237,52,1776
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","RURAL",114033,113067,90859,23174,8600,95412,344,8530,19,1128
"PUNJAB","GUJRANWALA","GUJRANWALA","GUJRANWALA SADDAR","TEHSIL","URBAN",54671,54024,38765,15906,6078,38062,143,9707,33,648
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","OVERALL",94236,93778,74113,20123,10155,75452,209,7930,24,466
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","RURAL",51778,51419,40740,11038,7136,41088,95,3093,4,362
"PUNJAB","GUJRANWALA","GUJRANWALA","KAMOKE","TEHSIL","URBAN",42458,42359,33373,9085,3019,34364,114,4837,20,104
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","OVERALL",87569,87045,59353,28216,10471,69146,172,7239,13,528
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","RURAL",79617,79377,55352,24265,8752,64379,162,6073,9,242
"PUNJAB","GUJRANWALA","GUJRANWALA","NOWSHERA VIRKAN","TEHSIL","URBAN",7952,7668,4001,3951,1719,4767,10,1166,4,286
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","OVERALL",142381,141097,105547,36834,20431,104798,268,15485,15,1384
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","RURAL",87761,87181,68859,18902,11393,69587,175,6019,6,581
"PUNJAB","GUJRANWALA","GUJRANWALA","WAZIRABAD","TEHSIL","URBAN",54620,53916,36688,17932,9038,35211,93,9466,9,803
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","OVERALL",265944,263945,152418,113526,41629,194862,1171,26123,149,2010
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","RURAL",119914,118807,84849,35065,13980,101548,350,2895,22,1119
"PUNJAB","GUJRANWALA","GUJRAT","GUJRAT","TEHSIL","URBAN",146030,145138,67569,78461,27649,93314,821,23228,127,891
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","OVERALL",179257,176896,139287,39970,19498,146918,342,9470,307,2722
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","RURAL",131982,130094,102598,29384,13495,109620,255,6662,59,1891
"PUNJAB","GUJRANWALA","GUJRAT","KHARIAN","TEHSIL","URBAN",47275,46802,36689,10586,6003,37298,87,2808,248,831
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","OVERALL",44136,43589,37783,6353,2294,36474,117,4670,29,552
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","RURAL",32711,32456,31218,1493,1719,30272,80,374,6,260
"PUNJAB","GUJRANWALA","GUJRAT","SARAI ALAMGIR","TEHSIL","URBAN",11425,11133,6565,4860,575,6202,37,4296,23,292
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","OVERALL",112158,104478,84034,28124,26613,70504,250,6905,86,7800
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","RURAL",60129,59031,52543,7586,15111,42184,112,1557,15,1150
"PUNJAB","GUJRANWALA","HAFIZABAD","HAFIZABAD","TEHSIL","URBAN",52029,45447,31491,20538,11502,28320,138,5348,71,6650
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","OVERALL",85048,82345,58949,26099,25788,48163,133,4471,105,6388
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","RURAL",60129,58642,44026,16103,19239,34521,104,2453,70,3742
"PUNJAB","GUJRANWALA","HAFIZABAD","PINDI BHATTIAN","TEHSIL","URBAN",24919,23703,14923,9996,6549,13642,29,2018,35,2646
NA,NA,"JHANG","-HAZARI","TEHSIL","OVERALL",56659,56218,54100,2559,16983,39096,78,31,35,436
NA,NA,"JHANG","-HAZARI","TEHSIL","RURAL",51092,50664,48686,2406,15291,35265,73,26,14,423
NA,NA,"JHANG","-HAZARI","TEHSIL","URBAN",5567,5554,5414,153,1692,3831,5,5,21,13
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","OVERALL",77488,76632,75644,1844,32661,43846,117,20,5,839
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","RURAL",63820,63038,62214,1606,27994,34961,84,5,5,771
"PUNJAB","FAISALABAD","JHANG","AHMADPUR SIAL","TEHSIL","URBAN",13668,13594,13430,238,4667,8885,33,15,NA,68
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","OVERALL",264032,261092,235791,28241,45240,198517,664,16123,586,2902
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","RURAL",160731,158341,151748,8983,38061,118850,408,1020,52,2340
"PUNJAB","FAISALABAD","JHANG","JHANG","TEHSIL","URBAN",103301,102751,84043,19258,7179,79667,256,15103,534,562
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","OVERALL",93820,92179,89038,4782,19908,71051,170,1036,45,1610
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","RURAL",82498,80931,77990,4508,15548,64312,154,905,43,1536
"PUNJAB","FAISALABAD","JHANG","SHORKOT","TEHSIL","URBAN",11322,11248,11048,274,4360,6739,16,131,2,74
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","OVERALL",44385,43117,35651,8734,3759,33314,4684,1256,33,1339
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","RURAL",27616,26560,20912,6704,1973,20048,4395,50,29,1121
"PUNJAB","RAWALPINDI","JHELUM","DINA","TEHSIL","URBAN",16769,16557,14739,2030,1786,13266,289,1206,4,218
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","OVERALL",83046,81777,71565,11481,4902,68075,2142,6509,53,1365
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","RURAL",31096,30603,26370,4726,2111,25757,884,1642,8,694
"PUNJAB","RAWALPINDI","JHELUM","JHELUM","TEHSIL","URBAN",51950,51174,45195,6755,2791,42318,1258,4867,45,671
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","OVERALL",63599,58850,45390,18209,33958,22795,667,1132,34,5013
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","RURAL",52234,48323,38456,13778,26947,20130,641,348,15,4153
"PUNJAB","RAWALPINDI","JHELUM","PIND DADAN KHAN","TEHSIL","URBAN",11365,10527,6934,4431,7011,2665,26,784,19,860
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","OVERALL",38034,35195,26146,11888,3242,27429,4535,336,25,2467
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","RURAL",27892,25811,19507,8385,2216,21018,3038,6,22,1592
"PUNJAB","RAWALPINDI","JHELUM","SOHAWA","TEHSIL","URBAN",10142,9384,6639,3503,1026,6411,1497,330,3,875
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","OVERALL",158898,156509,129605,29293,33100,117186,1404,4318,83,2807
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","RURAL",124649,123072,102151,22498,23019,96121,1325,2127,64,1993
"PUNJAB","LAHORE","KASUR","CHUNIAN","TEHSIL","URBAN",34249,33437,27454,6795,10081,21065,79,2191,19,814
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","OVERALL",253446,245539,212866,40580,68517,166374,904,9309,249,8093
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","RURAL",138105,135167,119410,18695,30006,103308,666,1257,48,2820
"PUNJAB","LAHORE","KASUR","KASUR","TEHSIL","URBAN",115341,110372,93456,21885,38511,63066,238,8052,201,5273
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","OVERALL",61054,60237,47704,13350,17103,41599,196,1292,40,824
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","RURAL",45584,45083,36246,9338,11866,32098,167,904,38,511
"PUNJAB","LAHORE","KASUR","KOT RADHA KISHAN","TEHSIL","URBAN",15470,15154,11458,4012,5237,9501,29,388,2,313
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","OVERALL",171910,169206,95264,76646,37600,107814,493,18863,2003,5137
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","RURAL",134706,132876,84306,50400,28060,92616,432,9469,1301,2828
"PUNJAB","LAHORE","KASUR","PATTOKI","TEHSIL","URBAN",37204,36330,10958,26246,9540,15198,61,9394,702,2309
"PUNJAB","MULTAN","KHANEWAL","JAHANIAN","TEHSIL","OVERALL",61153,60433,50679,10474,6819,47746,125,5461,31,971
"PUNJAB","MULTAN","KHANEWAL","JAHANIAN","TEHSIL","RURAL",52940,52334,43272,9668,6631,40472,102,4893,20,822
"PUNJAB","MULTAN","KHANEWAL","JAHANIAN","TEHSIL","URBAN",8213,8099,7407,806,188,7274,23,568,11,149
"PUNJAB","MULTAN","KHANEWAL","KABIRWALA","TEHSIL","OVERALL",167410,164607,158889,8521,32399,130616,351,1217,42,2785
"PUNJAB","MULTAN","KHANEWAL","KABIRWALA","TEHSIL","RURAL",140146,137699,133175,6971,29720,107506,303,160,28,2429
"PUNJAB","MULTAN","KHANEWAL","KABIRWALA","TEHSIL","URBAN",27264,26908,25714,1550,2679,23110,48,1057,14,356
"PUNJAB","MULTAN","KHANEWAL","KHANEWAL","TEHSIL","OVERALL",152102,149883,138240,13862,15607,124404,434,9138,235,2284
"PUNJAB","MULTAN","KHANEWAL","KHANEWAL","TEHSIL","RURAL",101738,100173,96128,5610,13403,84279,307,2087,29,1633
