"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","VARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TGEND_URBAN"
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Enrolment Graduation above",4405,2579,1826,NA,NA,NA,NA,NA,4405,2579,1826,NA
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Never to School (all)",184400,88697,95662,41,NA,NA,NA,NA,184400,88697,95662,41
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Drop Out (5 - 16)",10759,5422,5337,NA,NA,NA,NA,NA,10759,5422,5337,NA
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Never to School (5-16)",43884,21569,22310,5,NA,NA,NA,NA,43884,21569,22310,5
"SINDH","KARACHI","KEAMARI","KEAMARI","SUB-DIVISION","Out of School Children (5-16)",54643,26991,27647,5,NA,NA,NA,NA,54643,26991,27647,5
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Population >=5",190395,100876,89496,23,NA,NA,NA,NA,190395,100876,89496,23
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Population >=10",161525,85969,75533,23,NA,NA,NA,NA,161525,85969,75533,23
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Literate >=10",85219,50085,35125,9,NA,NA,NA,NA,85219,50085,35125,9
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Literate %",52.76,58.26,46.5,39.13,NA,NA,NA,NA,52.76,58.26,46.5,39.13
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Ever Attended",96295,55789,40498,8,NA,NA,NA,NA,96295,55789,40498,8
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Primary Completed",10209,5615,4594,NA,NA,NA,NA,NA,10209,5615,4594,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Enrolment Primary",22803,12382,10421,NA,NA,NA,NA,NA,22803,12382,10421,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Enrolment Middle",8198,4335,3863,NA,NA,NA,NA,NA,8198,4335,3863,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Enrolment Matric",3954,2142,1812,NA,NA,NA,NA,NA,3954,2142,1812,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Enrolment Intermidiate",2874,1581,1293,NA,NA,NA,NA,NA,2874,1581,1293,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Enrolment Graduation above",2088,1088,1000,NA,NA,NA,NA,NA,2088,1088,1000,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Never to School (all)",94100,45087,48998,15,NA,NA,NA,NA,94100,45087,48998,15
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Drop Out (5 - 16)",3907,1915,1992,NA,NA,NA,NA,NA,3907,1915,1992,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Never to School (5-16)",22564,11325,11239,NA,NA,NA,NA,NA,22564,11325,11239,NA
"SINDH","KARACHI","KEAMARI","MAURIPUR","SUB-DIVISION","Out of School Children (5-16)",26471,13240,13231,NA,NA,NA,NA,NA,26471,13240,13231,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Population >=5",387623,211590,175997,36,NA,NA,NA,NA,387623,211590,175997,36
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Population >=10",332241,182781,149424,36,NA,NA,NA,NA,332241,182781,149424,36
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Literate >=10",227506,134040,93456,10,NA,NA,NA,NA,227506,134040,93456,10
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Literate %",68.48,73.33,62.54,27.78,NA,NA,NA,NA,68.48,73.33,62.54,27.78
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Ever Attended",251882,146312,105562,8,NA,NA,NA,NA,251882,146312,105562,8
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Primary Completed",21685,11777,9908,NA,NA,NA,NA,NA,21685,11777,9908,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Enrolment Primary",48284,26480,21804,NA,NA,NA,NA,NA,48284,26480,21804,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Enrolment Middle",20358,11196,9162,NA,NA,NA,NA,NA,20358,11196,9162,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Enrolment Matric",9729,5384,4344,1,NA,NA,NA,NA,9729,5384,4344,1
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Enrolment Intermidiate",8458,4919,3539,NA,NA,NA,NA,NA,8458,4919,3539,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Enrolment Graduation above",6219,3591,2628,NA,NA,NA,NA,NA,6219,3591,2628,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Never to School (all)",135741,65278,70435,28,NA,NA,NA,NA,135741,65278,70435,28
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Drop Out (5 - 16)",11868,6147,5721,NA,NA,NA,NA,NA,11868,6147,5721,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Never to School (5-16)",34969,17508,17461,NA,NA,NA,NA,NA,34969,17508,17461,NA
"SINDH","KARACHI","KEAMARI","SITE","SUB-DIVISION","Out of School Children (5-16)",46837,23655,23182,NA,NA,NA,NA,NA,46837,23655,23182,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Population >=5",199425,100600,98818,7,158522,80051,78466,5,40903,20549,20352,2
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Population >=10",158981,80421,78553,7,125501,63578,61918,5,33480,16843,16635,2
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Literate >=10",73818,47923,25892,3,55002,36013,18988,1,18816,11910,6904,2
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Literate %",46.43,59.59,32.96,42.86,43.83,56.64,30.67,20,56.2,70.71,41.5,100
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Ever Attended",94560,59867,34690,3,70364,45081,25282,1,24196,14786,9408,2
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Primary Completed",15150,8716,6431,3,11493,6713,4779,1,3657,2003,1652,2
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Enrolment Primary",31968,17795,14173,NA,25184,14119,11065,NA,6784,3676,3108,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Enrolment Middle",9072,5412,3660,NA,6710,4112,2598,NA,2362,1300,1062,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Enrolment Matric",4255,2676,1579,NA,2986,1953,1033,NA,1269,723,546,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Enrolment Intermidiate",3210,2108,1102,NA,2241,1526,715,NA,969,582,387,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Enrolment Graduation above",2908,2063,845,NA,1939,1433,506,NA,969,630,339,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Never to School (all)",104865,40733,64128,4,88158,34970,53184,4,16707,5763,10944,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Drop Out (5 - 16)",3511,1584,1927,NA,2881,1325,1556,NA,630,259,371,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Never to School (5-16)",27837,11069,16768,NA,24009,9592,14417,NA,3828,1477,2351,NA
"SINDH","SUKKUR","KHAIRPUR","FAIZ GANJ","TALUKA","Out of School Children (5-16)",31348,12653,18695,NA,26890,10917,15973,NA,4458,1736,2722,NA
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Population >=5",234405,118736,115639,30,146334,74364,71967,3,88071,44372,43672,27
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Population >=10",188652,95547,93075,30,116225,58977,57245,3,72427,36570,35830,27
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Literate >=10",99777,61485,38279,13,53353,34460,18892,1,46424,27025,19387,12
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Literate %",52.89,64.35,41.13,43.33,45.9,58.43,33,33.33,64.1,73.9,54.11,44.44
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Ever Attended",115210,71524,43675,11,62179,40448,21730,1,53031,31076,21945,10
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Primary Completed",18116,9753,8361,2,11122,6160,4961,1,6994,3593,3400,1
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Enrolment Primary",33182,18411,14771,NA,20312,11602,8710,NA,12870,6809,6061,NA
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Enrolment Middle",10434,6139,4295,NA,5974,3760,2214,NA,4460,2379,2081,NA
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Enrolment Matric",5188,3346,1842,NA,2744,1929,815,NA,2444,1417,1027,NA
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Enrolment Intermidiate",3762,2433,1329,NA,1976,1393,583,NA,1786,1040,746,NA
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Enrolment Graduation above",4111,2699,1412,NA,1498,1117,381,NA,2613,1582,1031,NA
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Never to School (all)",119195,47212,71964,19,84155,33916,50237,2,35040,13296,21727,17
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Drop Out (5 - 16)",6729,3298,3430,1,3901,1884,2016,1,2828,1414,1414,NA
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Never to School (5-16)",34606,14545,20059,2,25597,10748,14848,1,9009,3797,5211,1
"SINDH","SUKKUR","KHAIRPUR","GAMBAT","TALUKA","Out of School Children (5-16)",41335,17843,23489,3,29498,12632,16864,2,11837,5211,6625,1
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Population >=5",393665,197794,195838,33,180837,91085,89747,5,212828,106709,106091,28
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Population >=10",324457,163410,161014,33,145054,73072,71977,5,179403,90338,89037,28
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Literate >=10",192630,114836,77787,7,69617,44053,25563,1,123013,70783,52224,6
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Literate %",59.37,70.27,48.31,21.21,47.99,60.29,35.52,20,68.57,78.35,58.65,21.43
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Ever Attended",228001,135354,92643,4,84961,53558,31403,NA,143040,81796,61240,4
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Primary Completed",35530,18443,17084,3,15797,8615,7182,NA,19733,9828,9902,3
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Enrolment Primary",58647,31423,27224,NA,27394,15132,12262,NA,31253,16291,14962,NA
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Enrolment Middle",19153,10652,8501,NA,7794,4707,3087,NA,11359,5945,5414,NA
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Enrolment Matric",9590,5519,4071,NA,3380,2246,1134,NA,6210,3273,2937,NA
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Enrolment Intermidiate",8148,4913,3235,NA,2671,1852,819,NA,5477,3061,2416,NA
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Enrolment Graduation above",10151,6352,3799,NA,2439,1810,629,NA,7712,4542,3170,NA
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Never to School (all)",165664,62440,103195,29,95876,37527,58344,5,69788,24913,44851,24
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Drop Out (5 - 16)",10422,4592,5830,NA,4863,2070,2793,NA,5559,2522,3037,NA
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Never to School (5-16)",42460,17329,25128,3,26741,11001,15738,2,15719,6328,9390,1
"SINDH","SUKKUR","KHAIRPUR","KHAIRPUR","TALUKA","Out of School Children (5-16)",52882,21921,30958,3,31604,13071,18531,2,21278,8850,12427,1
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Population >=5",302613,153470,149125,18,214128,107983,106131,14,88485,45487,42994,4
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Population >=10",242690,123279,119393,18,170517,85985,84518,14,72173,37294,34875,4
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Literate >=10",119009,74978,44023,8,72813,47765,25042,6,46196,27213,18981,2
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Literate %",49.04,60.82,36.87,44.44,42.7,55.55,29.63,42.86,64.01,72.97,54.43,50
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Ever Attended",140200,87759,52434,7,91283,58608,32670,5,48917,29151,19764,2
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Primary Completed",22348,12177,10169,2,15133,8509,6622,2,7215,3668,3547,NA
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Enrolment Primary",41340,22858,18482,NA,29309,16451,12858,NA,12031,6407,5624,NA
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Enrolment Middle",13096,7607,5488,1,8361,5106,3254,1,4735,2501,2234,NA
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Enrolment Matric",6407,4034,2373,NA,3948,2637,1311,NA,2459,1397,1062,NA
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Enrolment Intermidiate",5138,3363,1775,NA,3180,2170,1010,NA,1958,1193,765,NA
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Enrolment Graduation above",4727,3306,1421,NA,2727,2019,708,NA,2000,1287,713,NA
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Never to School (all)",162413,65711,96691,11,122845,49375,73461,9,39568,16336,23230,2
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Drop Out (5 - 16)",7324,3307,4016,1,5135,2295,2839,1,2189,1012,1177,NA
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Never to School (5-16)",51417,22096,29317,4,38463,16097,22362,4,12954,5999,6955,NA
"SINDH","SUKKUR","KHAIRPUR","KINGRI","TALUKA","Out of School Children (5-16)",58741,25403,33333,5,43598,18392,25201,5,15143,7011,8132,NA
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Population >=5",305005,156121,148862,22,230896,118414,112480,2,74109,37707,36382,20
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Population >=10",239351,121892,117437,22,180714,92135,88577,2,58637,29757,28860,20
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Literate >=10",108398,69290,39106,2,80576,52564,28012,NA,27822,16726,11094,2
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Literate %",45.29,56.85,33.3,9.09,44.59,57.05,31.62,NA,47.45,56.21,38.44,10
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Ever Attended",137582,87166,50414,2,105043,67266,37777,NA,32539,19900,12637,2
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Primary Completed",19701,11323,8377,1,15425,8942,6483,NA,4276,2381,1894,1
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Enrolment Primary",45330,25784,19546,NA,34953,19929,15024,NA,10377,5855,4522,NA
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Enrolment Middle",13477,8055,5422,NA,10175,6260,3915,NA,3302,1795,1507,NA
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Enrolment Matric",6256,4009,2247,NA,4534,2949,1585,NA,1722,1060,662,NA
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Enrolment Intermidiate",4846,3198,1648,NA,3554,2374,1180,NA,1292,824,468,NA
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Enrolment Graduation above",4084,2852,1232,NA,3017,2162,855,NA,1067,690,377,NA
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Never to School (all)",167423,68955,98448,20,125853,51148,74703,2,41570,17807,23745,18
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Drop Out (5 - 16)",6405,3066,3339,NA,5087,2466,2621,NA,1318,600,718,NA
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Never to School (5-16)",52018,22973,29043,2,39507,17382,22124,1,12511,5591,6919,1
"SINDH","SUKKUR","KHAIRPUR","KOT DIJI","TALUKA","Out of School Children (5-16)",58423,26039,32382,2,44594,19848,24745,1,13829,6191,7637,1
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Population >=5",309934,157484,152432,18,226773,115323,111437,13,83161,42161,40995,5
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Population >=10",247629,126196,121415,18,179894,91866,88015,13,67735,34330,33400,5
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Literate >=10",126825,80265,46555,5,85954,55550,30400,4,40871,24715,16155,1
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Literate %",51.22,63.6,38.34,27.78,47.78,60.47,34.54,30.77,60.34,71.99,48.37,20
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Ever Attended",152598,96268,56325,5,104918,67130,37784,4,47680,29138,18541,1
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Primary Completed",20244,11270,8972,2,14019,7871,6146,2,6225,3399,2826,NA
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Enrolment Primary",45590,25348,20242,NA,33231,18484,14747,NA,12359,6864,5495,NA
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Enrolment Middle",15089,8787,6301,1,10560,6251,4308,1,4529,2536,1993,NA
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Enrolment Matric",7328,4608,2719,1,5082,3302,1779,1,2246,1306,940,NA
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Enrolment Intermidiate",5587,3655,1932,NA,3765,2541,1224,NA,1822,1114,708,NA
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Enrolment Graduation above",5211,3673,1538,NA,3257,2442,815,NA,1954,1231,723,NA
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Never to School (all)",157336,61216,96107,13,121855,48193,73653,9,35481,13023,22454,4
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Drop Out (5 - 16)",6350,2971,3378,1,4491,2099,2391,1,1859,872,987,NA
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Never to School (5-16)",45754,19076,26676,2,36339,15239,21098,2,9415,3837,5578,NA
"SINDH","SUKKUR","KHAIRPUR","MIRWAH","TALUKA","Out of School Children (5-16)",52104,22047,30054,3,40830,17338,23489,3,11274,4709,6565,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Population >=5",139744,72176,67566,2,106343,55132,51211,NA,33401,17044,16355,2
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Population >=10",108675,56223,52450,2,82227,42660,39567,NA,26448,13563,12883,2
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Literate >=10",37458,24534,12924,NA,26671,17410,9261,NA,10787,7124,3663,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Literate %",34.47,43.64,24.64,NA,32.44,40.81,23.41,NA,40.79,52.53,28.43,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Ever Attended",43822,29021,14801,NA,29895,20114,9781,NA,13927,8907,5020,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Primary Completed",6646,4210,2436,NA,4485,2874,1611,NA,2161,1336,825,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Enrolment Primary",17055,10159,6896,NA,12597,7587,5010,NA,4458,2572,1886,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Enrolment Middle",5004,3191,1813,NA,3476,2316,1160,NA,1528,875,653,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Enrolment Matric",2241,1559,682,NA,1517,1112,405,NA,724,447,277,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Enrolment Intermidiate",1330,943,387,NA,860,637,223,NA,470,306,164,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Enrolment Graduation above",1403,1096,307,NA,946,770,176,NA,457,326,131,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Never to School (all)",95922,43155,52765,2,76448,35018,41430,NA,19474,8137,11335,2
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Drop Out (5 - 16)",2008,970,1038,NA,1449,723,726,NA,559,247,312,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Never to School (5-16)",32521,14800,17721,NA,26464,12165,14299,NA,6057,2635,3422,NA
"SINDH","SUKKUR","KHAIRPUR","NARA","TALUKA","Out of School Children (5-16)",34529,15770,18759,NA,27913,12888,15025,NA,6616,2882,3734,NA
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Population >=5",239468,120680,118780,8,156506,78649,77856,1,82962,42031,40924,7
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Population >=10",195753,98658,97087,8,127175,63908,63266,1,68578,34750,33821,7
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Literate >=10",97635,61998,35636,1,59718,38614,21104,NA,37917,23384,14532,1
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Literate %",49.88,62.84,36.71,12.5,46.96,60.42,33.36,NA,55.29,67.29,42.97,14.29
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Ever Attended",117365,74228,43136,1,70950,45987,24963,NA,46415,28241,18173,1
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Primary Completed",19554,10930,8624,NA,12903,7328,5575,NA,6651,3602,3049,NA
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Enrolment Primary",34331,19477,14854,NA,22139,12774,9365,NA,12192,6703,5489,NA
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Enrolment Middle",10464,6352,4112,NA,6251,3929,2322,NA,4213,2423,1790,NA
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Enrolment Matric",5057,3219,1838,NA,2876,1940,936,NA,2181,1279,902,NA
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Enrolment Intermidiate",3921,2606,1315,NA,2130,1487,643,NA,1791,1119,672,NA
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Enrolment Graduation above",3494,2273,1221,NA,1729,1197,532,NA,1765,1076,689,NA
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Never to School (all)",122103,46452,75644,7,85556,32662,52893,1,36547,13790,22751,6
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Drop Out (5 - 16)",5731,2665,3066,NA,4007,1794,2213,NA,1724,871,853,NA
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Never to School (5-16)",32273,12484,19787,2,23325,8885,14440,NA,8948,3599,5347,2
"SINDH","SUKKUR","KHAIRPUR","SOBHO DERO","TALUKA","Out of School Children (5-16)",38004,15149,22853,2,27332,10679,16653,NA,10672,4470,6200,2
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Population >=5",1205278,640051,565005,222,NA,NA,NA,NA,1205278,640051,565005,222
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Population >=10",1021196,545953,475021,222,NA,NA,NA,NA,1021196,545953,475021,222
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Literate >=10",724325,396447,327815,63,NA,NA,NA,NA,724325,396447,327815,63
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Literate %",70.93,72.62,69.01,28.38,NA,NA,NA,NA,70.93,72.62,69.01,28.38
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Ever Attended",805012,436028,368939,45,NA,NA,NA,NA,805012,436028,368939,45
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Primary Completed",76554,41541,35007,6,NA,NA,NA,NA,76554,41541,35007,6
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Enrolment Primary",145631,75823,69808,NA,NA,NA,NA,NA,145631,75823,69808,NA
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Enrolment Middle",75837,40005,35830,2,NA,NA,NA,NA,75837,40005,35830,2
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Enrolment Matric",36393,18225,18166,2,NA,NA,NA,NA,36393,18225,18166,2
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Enrolment Intermidiate",24812,13274,11536,2,NA,NA,NA,NA,24812,13274,11536,2
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Enrolment Graduation above",18034,9487,8546,1,NA,NA,NA,NA,18034,9487,8546,1
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Never to School (all)",400266,204023,196066,177,NA,NA,NA,NA,400266,204023,196066,177
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Drop Out (5 - 16)",51731,27816,23913,2,NA,NA,NA,NA,51731,27816,23913,2
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Never to School (5-16)",124350,64026,60292,32,NA,NA,NA,NA,124350,64026,60292,32
"SINDH","KARACHI","KORANGI","KORANGI","SUB-DIVISION","Out of School Children (5-16)",176081,91842,84205,34,NA,NA,NA,NA,176081,91842,84205,34
"SINDH","KARACHI","KORANGI","LANDHI","SUB-DIVISION","Population >=5",589626,310407,279126,93,NA,NA,NA,NA,589626,310407,279126,93
"SINDH","KARACHI","KORANGI","LANDHI","SUB-DIVISION","Population >=10",509512,269536,239883,93,NA,NA,NA,NA,509512,269536,239883,93
"SINDH","KARACHI","KORANGI","LANDHI","SUB-DIVISION","Literate >=10",431024,230925,200079,20,NA,NA,NA,NA,431024,230925,200079,20
"SINDH","KARACHI","KORANGI","LANDHI","SUB-DIVISION","Literate %",84.6,85.68,83.41,21.51,NA,NA,NA,NA,84.6,85.68,83.41,21.51
"SINDH","KARACHI","KORANGI","LANDHI","SUB-DIVISION","Ever Attended",478192,254339,223835,18,NA,NA,NA,NA,478192,254339,223835,18
