"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","VARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TGEND_URBAN"
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","Enrolment Middle",1602,1032,570,NA,1602,1032,570,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","Enrolment Matric",678,420,258,NA,678,420,258,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","Enrolment Intermidiate",350,214,136,NA,350,214,136,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","Enrolment Graduation above",224,141,82,1,224,141,82,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","Never to School (all)",34660,17458,17199,3,34660,17458,17199,3,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","Drop Out (5 - 16)",1065,571,494,NA,1065,571,494,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","Never to School (5-16)",13895,7501,6393,1,13895,7501,6393,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","Out of School Children (5-16)",14960,8072,6887,1,14960,8072,6887,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Population >=5",55257,30061,25189,7,55257,30061,25189,7,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Population >=10",41512,22084,19421,7,41512,22084,19421,7,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Literate >=10",6778,4718,2060,NA,6778,4718,2060,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Literate %",16.33,21.36,10.61,NA,16.33,21.36,10.61,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Ever Attended",9545,6824,2721,NA,9545,6824,2721,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Primary Completed",671,514,157,NA,671,514,157,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Enrolment Primary",5574,3753,1821,NA,5574,3753,1821,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Enrolment Middle",964,738,226,NA,964,738,226,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Enrolment Matric",345,237,108,NA,345,237,108,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Enrolment Intermidiate",70,48,22,NA,70,48,22,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Enrolment Graduation above",14,12,2,NA,14,12,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Never to School (all)",45712,23237,22468,7,45712,23237,22468,7,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Drop Out (5 - 16)",572,392,180,NA,572,392,180,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Never to School (5-16)",18164,9816,8344,4,18164,9816,8344,4,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","Out of School Children (5-16)",18736,10208,8524,4,18736,10208,8524,4,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Population >=5",45073,24342,20718,13,45073,24342,20718,13,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Population >=10",34666,18563,16090,13,34666,18563,16090,13,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Literate >=10",6248,4235,2011,2,6248,4235,2011,2,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Literate %",18.02,22.81,12.5,15.38,18.02,22.81,12.5,15.38,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Ever Attended",8930,5901,3029,NA,8930,5901,3029,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Primary Completed",599,415,184,NA,599,415,184,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Enrolment Primary",4408,2733,1675,NA,4408,2733,1675,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Enrolment Middle",1106,796,310,NA,1106,796,310,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Enrolment Matric",516,346,170,NA,516,346,170,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Enrolment Intermidiate",177,122,55,NA,177,122,55,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Enrolment Graduation above",115,100,15,NA,115,100,15,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Never to School (all)",36143,18441,17689,13,36143,18441,17689,13,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Drop Out (5 - 16)",535,298,237,NA,535,298,237,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Never to School (5-16)",16200,8530,7667,3,16200,8530,7667,3,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","Out of School Children (5-16)",16735,8828,7904,3,16735,8828,7904,3,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Population >=5",46829,25197,21631,1,46829,25197,21631,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Population >=10",34582,18504,16077,1,34582,18504,16077,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Literate >=10",8143,5478,2665,NA,8143,5478,2665,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Literate %",23.55,29.6,16.58,NA,23.55,29.6,16.58,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Ever Attended",10489,7274,3215,NA,10489,7274,3215,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Primary Completed",968,699,269,NA,968,699,269,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Enrolment Primary",5375,3357,2018,NA,5375,3357,2018,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Enrolment Middle",1388,1047,341,NA,1388,1047,341,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Enrolment Matric",585,420,165,NA,585,420,165,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Enrolment Intermidiate",84,67,17,NA,84,67,17,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Enrolment Graduation above",37,33,4,NA,37,33,4,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Never to School (all)",36340,17923,18416,1,36340,17923,18416,1,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Drop Out (5 - 16)",795,503,292,NA,795,503,292,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Never to School (5-16)",17507,8937,8570,NA,17507,8937,8570,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","Out of School Children (5-16)",18302,9440,8862,NA,18302,9440,8862,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Population >=5",42156,21898,20258,NA,11181,5886,5295,NA,30975,16012,14963,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Population >=10",31501,16306,15195,NA,8381,4405,3976,NA,23120,11901,11219,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Literate >=10",5701,3971,1730,NA,1158,852,306,NA,4543,3119,1424,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Literate %",18.1,24.35,11.39,NA,13.82,19.34,7.7,NA,19.65,26.21,12.69,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Ever Attended",8124,5862,2262,NA,1848,1284,564,NA,6276,4578,1698,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Primary Completed",704,500,204,NA,86,75,11,NA,618,425,193,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Enrolment Primary",3517,2438,1079,NA,1047,631,416,NA,2470,1807,663,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Enrolment Middle",833,569,264,NA,201,170,31,NA,632,399,233,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Enrolment Matric",504,233,271,NA,104,74,30,NA,400,159,241,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Enrolment Intermidiate",163,118,45,NA,39,32,7,NA,124,86,38,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Enrolment Graduation above",94,82,12,NA,26,23,3,NA,68,59,9,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Never to School (all)",34032,16036,17996,NA,9333,4602,4731,NA,24699,11434,13265,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Drop Out (5 - 16)",723,495,228,NA,150,121,29,NA,573,374,199,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Never to School (5-16)",14554,7187,7367,NA,3981,2013,1968,NA,10573,5174,5399,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","Out of School Children (5-16)",15277,7682,7595,NA,4131,2134,1997,NA,11146,5548,5598,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Population >=5",19352,10398,8954,NA,19352,10398,8954,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Population >=10",13741,7304,6437,NA,13741,7304,6437,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Literate >=10",1994,1448,546,NA,1994,1448,546,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Literate %",14.51,19.82,8.48,NA,14.51,19.82,8.48,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Ever Attended",4660,3092,1568,NA,4660,3092,1568,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Primary Completed",631,425,206,NA,631,425,206,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Enrolment Primary",2823,1758,1065,NA,2823,1758,1065,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Enrolment Middle",474,377,97,NA,474,377,97,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Enrolment Matric",226,147,79,NA,226,147,79,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Enrolment Intermidiate",35,24,11,NA,35,24,11,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Enrolment Graduation above",20,15,5,NA,20,15,5,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Never to School (all)",14692,7306,7386,NA,14692,7306,7386,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Drop Out (5 - 16)",534,351,183,NA,534,351,183,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Never to School (5-16)",7136,3615,3521,NA,7136,3615,3521,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","Out of School Children (5-16)",7670,3966,3704,NA,7670,3966,3704,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Population >=5",11721,6129,5592,NA,11721,6129,5592,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Population >=10",9075,4716,4359,NA,9075,4716,4359,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Literate >=10",1951,1526,425,NA,1951,1526,425,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Literate %",21.5,32.36,9.75,NA,21.5,32.36,9.75,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Ever Attended",3444,2424,1020,NA,3444,2424,1020,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Primary Completed",393,313,80,NA,393,313,80,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Enrolment Primary",1780,1106,674,NA,1780,1106,674,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Enrolment Middle",372,277,95,NA,372,277,95,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Enrolment Matric",147,89,58,NA,147,89,58,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Enrolment Intermidiate",57,43,14,NA,57,43,14,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Enrolment Graduation above",53,40,13,NA,53,40,13,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Never to School (all)",8277,3705,4572,NA,8277,3705,4572,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Drop Out (5 - 16)",184,124,60,NA,184,124,60,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Never to School (5-16)",2894,1284,1610,NA,2894,1284,1610,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","Out of School Children (5-16)",3078,1408,1670,NA,3078,1408,1670,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Population >=5",4362,2163,2199,NA,4362,2163,2199,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Population >=10",3319,1614,1705,NA,3319,1614,1705,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Literate >=10",320,249,71,NA,320,249,71,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Literate %",9.64,15.43,4.16,NA,9.64,15.43,4.16,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Ever Attended",798,539,259,NA,798,539,259,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Primary Completed",29,18,11,NA,29,18,11,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Enrolment Primary",512,312,200,NA,512,312,200,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Enrolment Middle",110,87,23,NA,110,87,23,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Enrolment Matric",57,34,23,NA,57,34,23,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Enrolment Intermidiate",10,9,1,NA,10,9,1,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Enrolment Graduation above",9,9,NA,NA,9,9,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Never to School (all)",3564,1624,1940,NA,3564,1624,1940,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Drop Out (5 - 16)",5,1,4,NA,5,1,4,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Never to School (5-16)",1538,742,796,NA,1538,742,796,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","Out of School Children (5-16)",1543,743,800,NA,1543,743,800,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Population >=5",18855,11336,7517,2,18855,11336,7517,2,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Population >=10",13302,7869,5431,2,13302,7869,5431,2,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Literate >=10",2880,1962,918,NA,2880,1962,918,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Literate %",21.65,24.93,16.9,NA,21.65,24.93,16.9,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Ever Attended",4391,3196,1195,NA,4391,3196,1195,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Primary Completed",242,174,68,NA,242,174,68,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Enrolment Primary",2932,2055,877,NA,2932,2055,877,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Enrolment Middle",557,447,110,NA,557,447,110,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Enrolment Matric",223,161,62,NA,223,161,62,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Enrolment Intermidiate",56,42,14,NA,56,42,14,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Enrolment Graduation above",45,33,12,NA,45,33,12,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Never to School (all)",14464,8140,6322,2,14464,8140,6322,2,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Drop Out (5 - 16)",123,85,38,NA,123,85,38,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Never to School (5-16)",6894,3904,2989,1,6894,3904,2989,1,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","Out of School Children (5-16)",7017,3989,3027,1,7017,3989,3027,1,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Population >=5",211082,112526,98553,3,176405,93704,82698,3,34677,18822,15855,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Population >=10",157019,83109,73907,3,130251,68637,61611,3,26768,14472,12296,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Literate >=10",64807,42143,22661,3,46022,30420,15599,3,18785,11723,7062,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Literate %",41.27,50.71,30.66,100,35.33,44.32,25.32,100,70.18,81,57.43,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Ever Attended",85943,55298,30642,3,62602,40998,21601,3,23341,14300,9041,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Primary Completed",7056,4218,2838,NA,5030,3059,1971,NA,2026,1159,867,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Enrolment Primary",35258,21003,14255,NA,28497,17158,11339,NA,6761,3845,2916,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Enrolment Middle",10420,7020,3400,NA,7345,5141,2204,NA,3075,1879,1196,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Enrolment Matric",4818,2992,1826,NA,3351,2197,1154,NA,1467,795,672,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Enrolment Intermidiate",3117,2105,1011,1,1925,1362,562,1,1192,743,449,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Enrolment Graduation above",3444,2396,1048,NA,1988,1470,518,NA,1456,926,530,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Never to School (all)",125139,57228,67911,NA,113803,52706,61097,NA,11336,4522,6814,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Drop Out (5 - 16)",3522,1956,1564,2,2871,1574,1295,2,651,382,269,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Never to School (5-16)",50819,24933,25886,NA,47379,23150,24229,NA,3440,1783,1657,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","Out of School Children (5-16)",54341,26889,27450,2,50250,24724,25524,2,4091,2165,1926,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Population >=5",87054,45379,41670,5,50994,26817,24173,4,36060,18562,17497,1
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Population >=10",65403,34245,31153,5,38548,20361,18183,4,26855,13884,12970,1
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Literate >=10",23464,14957,8506,1,11206,7354,3851,1,12258,7603,4655,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Literate %",35.88,43.68,27.3,20,29.07,36.12,21.18,25,45.65,54.76,35.89,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Ever Attended",23588,15494,8094,NA,9964,7396,2568,NA,13624,8098,5526,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Primary Completed",2376,1664,712,NA,1006,810,196,NA,1370,854,516,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Enrolment Primary",8980,5137,3843,NA,4464,3067,1397,NA,4516,2070,2446,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Enrolment Middle",3023,1853,1170,NA,656,509,147,NA,2367,1344,1023,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Enrolment Matric",748,449,299,NA,293,207,86,NA,455,242,213,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Enrolment Intermidiate",685,483,202,NA,270,223,47,NA,415,260,155,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Enrolment Graduation above",642,493,149,NA,191,157,34,NA,451,336,115,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Never to School (all)",63466,29885,33576,5,41030,19421,21605,4,22436,10464,11971,1
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Drop Out (5 - 16)",1524,854,670,NA,639,397,242,NA,885,457,428,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Never to School (5-16)",28084,13785,14294,5,18446,8759,9683,4,9638,5026,4611,1
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","Out of School Children (5-16)",29608,14639,14964,5,19085,9156,9925,4,10523,5483,5039,1
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Population >=5",59059,28632,30424,3,55876,27074,28800,2,3183,1558,1624,1
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Population >=10",45227,21587,23637,3,42629,20339,22288,2,2598,1248,1349,1
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Literate >=10",24512,14667,9844,1,22749,13674,9075,NA,1763,993,769,1
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Literate %",54.2,67.94,41.65,33.33,53.37,67.23,40.72,NA,67.86,79.57,57.01,100
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Ever Attended",31041,18490,12550,1,29138,17431,11707,NA,1903,1059,843,1
"BALOCHISTAN","SIBI","ZIARAT","ZIARAT","SUB-DIVISION","Primary Completed",3494,1629,1865,NA,3315,1553,1762,NA,179,76,103,NA
