"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","LANGUAGE","ALL_SEXES_OVERALL","FEMALE_OVERALL","MALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","FEMALE_RURAL","MALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","FEMALE_URBAN","MALE_URBAN","TGEND_URBAN"
"KPK","HAZARA","MANSEHRA","MANSEHRA","TEHSIL","SHINA",3990,1915,2075,NA,3608,1723,1885,NA,382,192,190,NA
"KPK","HAZARA","MANSEHRA","MANSEHRA","TEHSIL","SINDHI",62,28,34,NA,52,26,26,NA,10,2,8,NA
"KPK","HAZARA","MANSEHRA","MANSEHRA","TEHSIL","TOTAL",720681,351581,369032,68,583849,285050,298793,6,136832,66531,70239,62
"KPK","HAZARA","MANSEHRA","MANSEHRA","TEHSIL","URDU",12938,6321,6609,8,4854,2430,2423,1,8084,3891,4186,7
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","BALOCHI",941,495,446,NA,557,286,271,NA,384,209,175,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","BALTI",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","BRAHVI",12,9,3,NA,7,5,2,NA,5,4,1,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","HINDKO",618,302,316,NA,70,39,31,NA,548,263,285,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","KASHMIRI",65,34,31,NA,31,18,13,NA,34,16,18,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","KOHIOSTANI",720,363,357,NA,624,314,310,NA,96,49,47,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","OTHERS",2295,1148,1146,1,1807,907,900,NA,488,241,246,1
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","PUNJABI",3031,1462,1565,4,313,153,160,NA,2718,1309,1405,4
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","PUSHTO",1028743,495274,533434,35,667635,321745,345884,6,361108,173529,187550,29
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","SARAIKI",99,36,63,NA,39,14,25,NA,60,22,38,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","SHINA",13,9,4,NA,1,1,NA,NA,12,8,4,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","SINDHI",200,105,95,NA,67,38,29,NA,133,67,66,NA
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","TOTAL",1039962,500853,539069,40,671771,323834,347931,6,368191,177019,191138,34
"KPK","MARDAN","MARDAN","MARDAN","TEHSIL","URDU",3223,1615,1608,NA,618,313,305,NA,2605,1302,1303,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","BALOCHI",66,37,29,NA,66,37,29,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","HINDKO",180,99,81,NA,180,99,81,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","KASHMIRI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","KOHIOSTANI",8,3,5,NA,8,3,5,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","OTHERS",36,19,17,NA,36,19,17,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","PUNJABI",12,4,8,NA,12,4,8,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","PUSHTO",102843,49585,53257,1,102843,49585,53257,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","SINDHI",5,5,NA,NA,5,5,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","TOTAL",103205,49777,53427,1,103205,49777,53427,1,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","MARTUNG","TEHSIL","URDU",54,24,30,NA,54,24,30,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","BALOCHI",3,2,1,NA,3,2,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","HINDKO",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","KASHMIRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","KOHIOSTANI",16,10,6,NA,16,10,6,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","OTHERS",194851,94697,100154,NA,194851,94697,100154,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","PUNJABI",17,13,4,NA,17,13,4,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","PUSHTO",107,50,57,NA,107,50,57,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","SARAIKI",2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","SHINA",12,8,4,NA,12,8,4,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","SINDHI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","TOTAL",195161,94842,100319,NA,195161,94842,100319,NA,NA,NA,NA,NA
"KPK","MALAKAND","UPPER CHITRAL","MASTUJ","SUB-DIVISION","URDU",150,60,90,NA,150,60,90,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","BALOCHI",394,227,167,NA,394,227,167,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","BALTI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","HINDKO",120,59,61,NA,120,59,61,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","KALASHA",2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","KASHMIRI",10,6,4,NA,10,6,4,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","KOHIOSTANI",20,9,11,NA,20,9,11,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","OTHERS",1036,505,531,NA,1036,505,531,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","PUNJABI",437,224,213,NA,437,224,213,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","PUSHTO",492441,243873,248561,7,492441,243873,248561,7,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","SARAIKI",19,8,11,NA,19,8,11,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","SINDHI",126,68,58,NA,126,68,58,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","TOTAL",495059,245223,249829,7,495059,245223,249829,7,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","MATHRA","TEHSIL","URDU",453,243,210,NA,453,243,210,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","BALOCHI",390,224,166,NA,359,203,156,NA,31,21,10,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","HINDKO",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","KASHMIRI",5,3,2,NA,5,3,2,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","KOHIOSTANI",528,238,290,NA,440,200,240,NA,88,38,50,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","OTHERS",7980,3991,3989,NA,7634,3825,3809,NA,346,166,180,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","PUNJABI",41,19,22,NA,18,9,9,NA,23,10,13,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","PUSHTO",542786,268077,274702,7,491703,243161,248536,6,51083,24916,26166,1
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","SARAIKI",9,3,6,NA,5,1,4,NA,4,2,2,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","SHINA",17,10,7,NA,17,10,7,NA,NA,NA,NA,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","SINDHI",52,28,24,NA,48,27,21,NA,4,1,3,NA
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","TOTAL",551980,272685,279288,7,500386,247525,252855,6,51594,25160,26433,1
"KPK","MALAKAND","SWAT","MATTA","TEHSIL","URDU",170,91,79,NA,155,85,70,NA,15,6,9,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","BALOCHI",111,67,44,NA,111,67,44,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","KALASHA",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","KASHMIRI",6,3,3,NA,6,3,3,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","KOHIOSTANI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","OTHERS",9,4,5,NA,9,4,5,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","PUNJABI",3,2,1,NA,3,2,1,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","PUSHTO",165911,81120,84790,1,165911,81120,84790,1,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","SARAIKI",5,3,2,NA,5,3,2,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","SINDHI",21,9,12,NA,21,9,12,NA,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","TOTAL",166290,81315,84974,1,166290,81315,84974,1,NA,NA,NA,NA
"KPK","BANNU","BANNU","MERYAN","TEHSIL","URDU",222,106,116,NA,222,106,116,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","BALOCHI",229,105,124,NA,229,105,124,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","HINDKO",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","KASHMIRI",5,4,1,NA,5,4,1,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","OTHERS",14,10,4,NA,14,10,4,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","PUNJABI",21,8,13,NA,21,8,13,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","PUSHTO",229242,110371,118868,3,229242,110371,118868,3,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","SARAIKI",7,2,5,NA,7,2,5,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","SINDHI",31,17,14,NA,31,17,14,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","TOTAL",229647,110563,119081,3,229647,110563,119081,3,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIR ALI","TEHSIL","URDU",97,46,51,NA,97,46,51,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","BALOCHI",165,74,91,NA,165,74,91,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","HINDKO",85,50,34,1,NA,NA,NA,NA,85,50,34,1
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","KASHMIRI",5,4,1,NA,5,4,1,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","OTHERS",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","PUNJABI",437,180,257,NA,54,13,41,NA,383,167,216,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","PUSHTO",122145,60512,61632,1,118782,59005,59776,1,3363,1507,1856,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","SARAIKI",75,24,51,NA,1,1,NA,NA,74,23,51,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","SINDHI",92,37,55,NA,91,37,54,NA,1,NA,1,NA
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","TOTAL",123122,60940,62180,2,119186,59176,60009,1,3936,1764,2171,1
"KPK","BANNU","NORTH WAZIRISTAN","MIRAN SHAH","TEHSIL","URDU",117,58,59,NA,87,41,46,NA,30,17,13,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","BALOCHI",17,11,6,NA,17,11,6,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","KASHMIRI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","KOHIOSTANI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","OTHERS",56,22,34,NA,56,22,34,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","PUNJABI",102,53,49,NA,102,53,49,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","PUSHTO",42392,19905,22487,NA,42392,19905,22487,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","SINDHI",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","TOTAL",42580,19996,22584,NA,42580,19996,22584,NA,NA,NA,NA,NA
"KPK","PESHAWAR","KHYBER","MULLA GORI","TEHSIL","URDU",9,4,5,NA,9,4,5,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","BALOCHI",78,37,41,NA,78,37,41,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","BRAHVI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","HINDKO",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","KASHMIRI",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","OTHERS",7,5,2,NA,7,5,2,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","PUNJABI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","PUSHTO",93591,46052,47535,4,93591,46052,47535,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","SARAIKI",4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","SINDHI",2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","TOTAL",93706,46109,47593,4,93706,46109,47593,4,NA,NA,NA,NA
"KPK","MALAKAND","BAJAUR","NAWAGAI","TEHSIL","URDU",20,9,11,NA,20,9,11,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","BALOCHI",1146,474,672,NA,517,278,239,NA,629,196,433,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","BALTI",58,20,38,NA,6,3,3,NA,52,17,35,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","BRAHVI",34,14,20,NA,4,3,1,NA,30,11,19,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","HINDKO",3892,1876,2015,1,976,485,491,NA,2916,1391,1524,1
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","KALASHA",28,5,23,NA,9,4,5,NA,19,1,18,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","KASHMIRI",551,194,357,NA,113,60,53,NA,438,134,304,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","KOHIOSTANI",978,483,494,1,403,207,196,NA,575,276,298,1
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","MEWATI",18,7,11,NA,NA,NA,NA,NA,18,7,11,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","OTHERS",2214,1067,1147,NA,1794,902,892,NA,420,165,255,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","PUNJABI",17949,6449,11498,2,3805,1849,1954,2,14144,4600,9544,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","PUSHTO",745704,364717,380964,23,580853,284976,295872,5,164851,79741,85092,18
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","SARAIKI",979,428,551,NA,110,57,53,NA,869,371,498,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","SHINA",111,52,59,NA,7,3,4,NA,104,49,55,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","SINDHI",1894,460,1434,NA,131,68,63,NA,1763,392,1371,NA
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","TOTAL",791210,383161,408012,37,593100,291121,301971,8,198110,92040,106041,29
"KPK","PESHAWAR","NOWSHERA","NOWSHERA","TEHSIL","URDU",15654,6915,8729,10,4372,2226,2145,1,11282,4689,6584,9
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","BALOCHI",83,41,42,NA,83,41,42,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","BALTI",23,13,10,NA,23,13,10,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","BRAHVI",43,23,20,NA,43,23,20,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","HINDKO",111719,56610,55106,3,111719,56610,55106,3,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","KALASHA",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","KASHMIRI",31,10,21,NA,31,10,21,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","KOHIOSTANI",7876,3816,4060,NA,7876,3816,4060,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","OTHERS",26375,13669,12706,NA,26375,13669,12706,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","PUNJABI",68,29,39,NA,68,29,39,NA,NA,NA,NA,NA
