"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","LANGUAGE","ALL_SEXES_OVERALL","FEMALE_OVERALL","MALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","FEMALE_RURAL","MALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","FEMALE_URBAN","MALE_URBAN","TGEND_URBAN"
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","PUSHTO",104563,52544,52016,3,104563,52544,52016,3,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","SARAIKI",36,16,20,NA,36,16,20,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","SHINA",236,113,123,NA,236,113,123,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","SINDHI",7,4,3,NA,7,4,3,NA,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","TOTAL",251533,127135,124392,6,251533,127135,124392,6,NA,NA,NA,NA
"KPK","HAZARA","MANSEHRA","OGHI","TEHSIL","URDU",472,246,226,NA,472,246,226,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","BALOCHI",517,290,227,NA,476,264,212,NA,41,26,15,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","BRAHVI",8,2,6,NA,8,2,6,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","HINDKO",10672,5218,5452,2,10634,5193,5439,2,38,25,13,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","KALASHA",27,14,13,NA,27,14,13,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","KASHMIRI",8,2,6,NA,1,NA,1,NA,7,2,5,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","KOHIOSTANI",49,23,26,NA,38,19,19,NA,11,4,7,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","OTHERS",1467,653,814,NA,1396,613,783,NA,71,40,31,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","PUNJABI",274,123,151,NA,207,95,112,NA,67,28,39,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","PUSHTO",495498,244883,250609,6,443173,219009,224160,4,52325,25874,26449,2
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","SARAIKI",21,12,9,NA,21,12,9,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","SHINA",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","SINDHI",50,26,24,NA,47,24,23,NA,3,2,1,NA
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","TOTAL",509495,251704,257783,8,456794,225631,231157,6,52701,26073,26626,2
"KPK","PESHAWAR","NOWSHERA","PABBI","TEHSIL","URDU",903,458,445,NA,765,386,379,NA,138,72,66,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","BALOCHI",107,55,52,NA,72,38,34,NA,35,17,18,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","BRAHVI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","HINDKO",59,36,23,NA,55,35,20,NA,4,1,3,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","KASHMIRI",76,33,43,NA,65,28,37,NA,11,5,6,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","OTHERS",68,32,36,NA,10,6,4,NA,58,26,32,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","PUNJABI",190,107,83,NA,163,94,69,NA,27,13,14,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","PUSHTO",125462,60141,65320,1,93174,44847,48326,1,32288,15294,16994,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","SARAIKI",277158,134566,142585,7,224695,109403,115288,4,52463,25163,27297,3
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","SHINA",4,4,NA,NA,1,1,NA,NA,3,3,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","SINDHI",153,70,83,NA,152,69,83,NA,1,1,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","TOTAL",406467,196626,209833,8,318771,154717,164049,5,87696,41909,45784,3
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAHARPUR","TEHSIL","URDU",3189,1582,1607,NA,383,196,187,NA,2806,1386,1420,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","BALOCHI",6,2,4,NA,6,2,4,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","BALTI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","BRAHVI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","HINDKO",5,4,1,NA,5,4,1,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","KALASHA",2,1,1,NA,2,1,1,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","KASHMIRI",7,3,4,NA,7,3,4,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","KOHIOSTANI",93637,45963,47673,1,93637,45963,47673,1,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","MEWATI",6,4,2,NA,6,4,2,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","OTHERS",305,151,154,NA,305,151,154,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","PUNJABI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","PUSHTO",1284,612,672,NA,1284,612,672,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","SARAIKI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","SHINA",1398,728,670,NA,1398,728,670,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","SINDHI",8,2,6,NA,8,2,6,NA,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","TOTAL",96750,47516,49233,1,96750,47516,49233,1,NA,NA,NA,NA
"KPK","HAZARA","KOLAI PALAS KOHISTAN","PALAS","SUB-DIVISION","URDU",89,44,45,NA,89,44,45,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","BALOCHI",234,112,122,NA,221,106,115,NA,13,6,7,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","HINDKO",91,33,58,NA,83,29,54,NA,8,4,4,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","KALASHA",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","KASHMIRI",89,23,66,NA,87,22,65,NA,2,1,1,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","OTHERS",117,15,102,NA,117,15,102,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","PUNJABI",409,212,197,NA,322,165,157,NA,87,47,40,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","PUSHTO",68436,32239,36197,NA,64658,30453,34205,NA,3778,1786,1992,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","SARAIKI",248934,118744,130189,1,211064,100641,110423,NA,37870,18103,19766,1
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","SINDHI",249,115,134,NA,230,103,127,NA,19,12,7,NA
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","TOTAL",318826,151621,167204,1,276996,131634,145362,NA,41830,19987,21842,1
"KPK","DERA ISMAIL KHAN","DERA ISMAIL KHAN","PAROA","TEHSIL","URDU",266,128,138,NA,213,100,113,NA,53,28,25,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","BALOCHI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","BALTI",10,8,2,NA,10,8,2,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","HINDKO",6,2,4,NA,6,2,4,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","KALASHA",17,9,8,NA,17,9,8,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","KASHMIRI",3,1,2,NA,3,1,2,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","KOHIOSTANI",124728,60790,63934,4,124728,60790,63934,4,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","OTHERS",544,281,263,NA,544,281,263,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","PUNJABI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","PUSHTO",743,360,383,NA,743,360,383,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","SARAIKI",2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","SHINA",65,44,21,NA,65,44,21,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","SINDHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","TOTAL",126248,61553,64691,4,126248,61553,64691,4,NA,NA,NA,NA
"KPK","HAZARA","LOWER KOHISTAN","PATTAN","SUB-DIVISION","URDU",129,55,74,NA,129,55,74,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","BALOCHI",2681,1419,1261,1,359,195,164,NA,2322,1224,1097,1
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","BALTI",309,145,164,NA,NA,NA,NA,NA,309,145,164,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","BRAHVI",119,66,53,NA,NA,NA,NA,NA,119,66,53,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","HINDKO",106172,53057,53107,8,409,205,204,NA,105763,52852,52903,8
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","KALASHA",209,113,96,NA,NA,NA,NA,NA,209,113,96,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","KASHMIRI",574,269,305,NA,14,2,12,NA,560,267,293,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","KOHIOSTANI",913,451,462,NA,1,NA,1,NA,912,451,461,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","MEWATI",20,7,13,NA,NA,NA,NA,NA,20,7,13,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","OTHERS",19735,9788,9944,3,1344,646,698,NA,18391,9142,9246,3
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","PUNJABI",23352,11141,12205,6,2100,1055,1045,NA,21252,10086,11160,6
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","PUSHTO",1869991,905405,964447,139,202354,98557,103795,2,1667637,806848,860652,137
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","SARAIKI",2924,1346,1578,NA,52,26,26,NA,2872,1320,1552,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","SHINA",249,119,130,NA,140,62,78,NA,109,57,52,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","SINDHI",1082,500,582,NA,21,10,11,NA,1061,490,571,NA
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","TOTAL",2107136,1023657,1083320,159,207576,101163,106411,2,1899560,922494,976909,157
"KPK","PESHAWAR","PESHAWAR","PESHAWAR","TEHSIL","URDU",78806,39831,38973,2,782,405,377,NA,78024,39426,38596,2
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","BALOCHI",87,43,44,NA,87,43,44,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","KASHMIRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","KOHIOSTANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","OTHERS",5,5,NA,NA,5,5,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","PUNJABI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","PUSHTO",112123,54852,57269,2,112123,54852,57269,2,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","SINDHI",7,4,3,NA,7,4,3,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","TOTAL",112247,54916,57329,2,112247,54916,57329,2,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PINDIALI","TEHSIL","URDU",24,11,13,NA,24,11,13,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","BALOCHI",508,271,237,NA,508,271,237,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","BALTI",6,4,2,NA,6,4,2,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","HINDKO",184,100,84,NA,184,100,84,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","KALASHA",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","KASHMIRI",22,12,10,NA,22,12,10,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","KOHIOSTANI",36,20,16,NA,36,20,16,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","MEWATI",4,3,1,NA,4,3,1,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","OTHERS",701,343,358,NA,701,343,358,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","PUNJABI",669,331,338,NA,669,331,338,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","PUSHTO",475781,234051,241725,5,475781,234051,241725,5,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","SARAIKI",107,56,51,NA,107,56,51,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","SINDHI",80,35,45,NA,80,35,45,NA,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","TOTAL",478595,235480,243109,6,478595,235480,243109,6,NA,NA,NA,NA
"KPK","PESHAWAR","PESHAWAR","PISHTA KHARA","TEHSIL","URDU",496,254,241,1,496,254,241,1,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","BALOCHI",23,15,8,NA,23,15,8,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","KASHMIRI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","KOHIOSTANI",66,38,28,NA,66,38,28,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","OTHERS",4,1,3,NA,4,1,3,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","PUNJABI",5,1,4,NA,5,1,4,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","PUSHTO",35939,18056,17883,NA,35939,18056,17883,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","SARAIKI",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","SINDHI",2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","TOTAL",36046,18119,17927,NA,36046,18119,17927,NA,NA,NA,NA,NA
"KPK","PESHAWAR","MOHMAND","PRANG GHAR","TEHSIL","URDU",5,4,1,NA,5,4,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","BALOCHI",179,99,80,NA,179,99,80,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","HINDKO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","KALASHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","KASHMIRI",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","KOHIOSTANI",61,22,39,NA,61,22,39,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","MEWATI",6,2,4,NA,6,2,4,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","OTHERS",574,257,317,NA,574,257,317,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","PUNJABI",4,2,2,NA,4,2,2,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","PUSHTO",170882,81457,89425,NA,170882,81457,89425,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","SARAIKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","SINDHI",13,5,8,NA,13,5,8,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","TOTAL",171753,81863,89890,NA,171753,81863,89890,NA,NA,NA,NA,NA
"KPK","MALAKAND","SHANGLA","PURAN","TEHSIL","URDU",33,19,14,NA,33,19,14,NA,NA,NA,NA,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","BALOCHI",415,218,197,NA,390,205,185,NA,25,13,12,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","BALTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","BRAHVI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","HINDKO",1204,621,583,NA,1168,606,562,NA,36,15,21,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","KALASHA",1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","KASHMIRI",5,2,3,NA,5,2,3,NA,NA,NA,NA,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","KOHIOSTANI",519,242,277,NA,451,213,238,NA,68,29,39,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","MEWATI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","OTHERS",1340,625,715,NA,1328,617,711,NA,12,8,4,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","PUNJABI",98,49,49,NA,90,47,43,NA,8,2,6,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","PUSHTO",675999,330951,345039,9,648545,317519,331017,9,27454,13432,14022,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","SARAIKI",6,5,1,NA,3,2,1,NA,3,3,NA,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","SHINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","SINDHI",57,25,32,NA,54,23,31,NA,3,2,1,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","TOTAL",679967,332902,347056,9,652349,319398,332942,9,27618,13504,14114,NA
"KPK","MARDAN","SWABI","RAZAR","TEHSIL","URDU",323,163,160,NA,314,163,151,NA,9,NA,9,NA
